OneBody1_E-0.25_ecc0.8_RK4.txt
initial value : [x, y, v_x, v_y] = [3.60,0.00,0.00,2.12] , numerical interval dt = 0.02000 , [M, m] = [ 9, 1]

num|given_position|geodesic|newtonian
num| degree1, x1, y1 | degree2, x2, y2, simple error, relative error, d(rho) | degree2, x2, y2, simple error, relative error, dt
  1|0.000000,3.600000,0.000000|0.027776,3.599228,0.099997,0.001389,0.038572,0.047136|0.027776,3.599228,0.099997,0.001389,0.038572,0.047142
  2|0.020010,3.599600,0.072038|0.047781,3.597285,0.172011,0.004542,0.126096,0.047114|0.047781,3.597285,0.172011,0.004542,0.126098,0.047149
  3|0.040020,3.598398,0.144086|0.067780,3.594542,0.244011,0.009136,0.253514,0.047081|0.067780,3.594542,0.244011,0.009136,0.253521,0.047158
  4|0.060030,3.596395,0.216153|0.087774,3.590998,0.316007,0.015172,0.420720,0.047036|0.087774,3.590998,0.316007,0.015172,0.420732,0.047171
  5|0.080041,3.593588,0.288249|0.107762,3.586653,0.388008,0.022652,0.627593,0.046980|0.107762,3.586653,0.388008,0.022652,0.627608,0.047187
  6|0.100051,3.589976,0.360383|0.127745,3.581506,0.460024,0.031578,0.873997,0.046912|0.127745,3.581506,0.460024,0.031579,0.874010,0.047206
  7|0.120061,3.585556,0.432565|0.147722,3.575555,0.532064,0.041955,1.159780,0.046834|0.147722,3.575555,0.532064,0.041955,1.159784,0.047229
  8|0.140071,3.580327,0.504806|0.167694,3.568798,0.604139,0.053787,1.484774,0.046743|0.167694,3.568798,0.604139,0.053787,1.484760,0.047255
  9|0.160081,3.574283,0.577113|0.187660,3.561231,0.676258,0.067080,1.848798,0.046642|0.187660,3.561233,0.676258,0.067079,1.848755,0.047285
 10|0.180091,3.567421,0.649498|0.207621,3.552852,0.748431,0.081841,2.251655,0.046530|0.207621,3.552855,0.748432,0.081838,2.251568,0.047318
 11|0.200101,3.559736,0.721970|0.227576,3.543656,0.820669,0.098077,2.693134,0.046407|0.227576,3.543661,0.820670,0.098071,2.692986,0.047354
 12|0.220112,3.551223,0.794539|0.247526,3.533638,0.892980,0.115797,3.173007,0.046274|0.247526,3.533647,0.892982,0.115789,3.172782,0.047394
 13|0.240122,3.541877,0.867213|0.267471,3.522795,0.965376,0.135011,3.691036,0.046130|0.267470,3.522806,0.965378,0.134999,3.690712,0.047437
 14|0.260132,3.531691,0.940005|0.287410,3.511119,1.037866,0.155730,4.246966,0.045975|0.287409,3.511135,1.037869,0.155713,4.246521,0.047483
 15|0.280142,3.520658,1.012922|0.307343,3.498604,1.110460,0.177965,4.840529,0.045811|0.307343,3.498626,1.110464,0.177944,4.839938,0.047533
 16|0.300152,3.508770,1.085975|0.327272,3.485244,1.183168,0.201731,5.471442,0.045637|0.327271,3.485272,1.183175,0.201703,5.470680,0.047586
 17|0.320162,3.496020,1.159174|0.347195,3.471031,1.256001,0.227040,6.139410,0.045454|0.347194,3.471067,1.256010,0.227004,6.138449,0.047642
 18|0.340172,3.482399,1.232529|0.367112,3.455957,1.328970,0.253908,6.844125,0.045261|0.367111,3.456001,1.328981,0.253864,6.842934,0.047702
 19|0.360183,3.467898,1.306050|0.387024,3.440013,1.402083,0.282351,7.585263,0.045059|0.387023,3.440066,1.402099,0.282297,7.583813,0.047766
 20|0.380193,3.452505,1.379746|0.406931,3.423190,1.475353,0.312387,8.362491,0.044849|0.406929,3.423254,1.475372,0.312322,8.360749,0.047833
 21|0.400203,3.436212,1.453629|0.426833,3.405477,1.548788,0.344035,9.175461,0.044629|0.426831,3.405552,1.548813,0.343957,9.173393,0.047903
 22|0.420213,3.419006,1.527708|0.446729,3.386863,1.622401,0.377314,10.023812,0.044402|0.446726,3.386952,1.622431,0.377222,10.021384,0.047977
 23|0.440223,3.400875,1.601993|0.466621,3.367337,1.696201,0.412246,10.907172,0.044167|0.466617,3.367441,1.696238,0.412139,10.904347,0.048054
 24|0.460233,3.381807,1.676495|0.486507,3.346887,1.770200,0.448852,11.825157,0.043924|0.486502,3.347008,1.770245,0.448728,11.821899,0.048135
 25|0.480243,3.361789,1.751224|0.506388,3.325500,1.844408,0.487157,12.777369,0.043674|0.506382,3.325638,1.844461,0.487015,12.773641,0.048219
 26|0.500254,3.340806,1.826191|0.526263,3.303162,1.918835,0.527186,13.763400,0.043417|0.526257,3.303320,1.918899,0.527023,13.759164,0.048307
 27|0.520264,3.318843,1.901405|0.546134,3.279859,1.993494,0.568965,14.782832,0.043154|0.546127,3.280037,1.993569,0.568780,14.778049,0.048399
 28|0.540274,3.295884,1.976878|0.566000,3.255575,2.068394,0.612522,15.835232,0.042884|0.565991,3.255775,2.068482,0.612313,15.829864,0.048494
 29|0.560284,3.271914,2.052620|0.585860,3.230294,2.143547,0.657886,16.920159,0.042608|0.585850,3.230518,2.143649,0.657652,16.914167,0.048593
 30|0.580294,3.246914,2.128641|0.605716,3.203999,2.218965,0.705088,18.037161,0.042327|0.605704,3.204249,2.219083,0.704826,18.030505,0.048695
 31|0.600304,3.220867,2.204953|0.625566,3.176673,2.294657,0.754161,19.185772,0.042040|0.625553,3.176950,2.294793,0.753869,19.178415,0.048801
 32|0.620314,3.193753,2.281566|0.645412,3.148296,2.370637,0.805137,20.365520,0.041748|0.645397,3.148602,2.370793,0.804814,20.357422,0.048911
 33|0.640325,3.165553,2.358491|0.665253,3.118850,2.446915,0.858053,21.575920,0.041452|0.665236,3.119187,2.447092,0.857696,21.567044,0.049024
 34|0.660335,3.136246,2.435739|0.685089,3.088313,2.523502,0.912947,22.816478,0.041152|0.685070,3.088682,2.523703,0.912553,22.806786,0.049141
 35|0.680345,3.105810,2.513321|0.704921,3.056664,2.600411,0.969855,24.086691,0.040848|0.704898,3.057067,2.600637,0.969424,24.076146,0.049261
 36|0.700355,3.074222,2.591248|0.724747,3.023881,2.677652,1.028821,25.386045,0.040540|0.724722,3.024319,2.677906,1.028349,25.374610,0.049386
 37|0.720365,3.041458,2.669531|0.744569,2.989939,2.755238,1.089885,26.714017,0.040230|0.744541,2.990415,2.755523,1.089370,26.701658,0.049514
 38|0.740375,3.007493,2.748181|0.764386,2.954814,2.833181,1.153093,28.070076,0.039916|0.764355,2.955329,2.833498,1.152533,28.056757,0.049645
 39|0.760385,2.972302,2.827211|0.784199,2.918481,2.911492,1.218490,29.453680,0.039601|0.784165,2.919037,2.911844,1.217883,29.439369,0.049781
 40|0.780396,2.935857,2.906630|0.804008,2.880912,2.990183,1.286127,30.864280,0.039283|0.803969,2.881510,2.990573,1.285469,30.848946,0.049920
 41|0.800406,2.898130,2.986451|0.823811,2.842080,3.069266,1.356052,32.301319,0.038963|0.823769,2.842722,3.069697,1.355342,32.284932,0.050062
 42|0.820416,2.859092,3.066684|0.843611,2.801954,3.148753,1.428319,33.764230,0.038642|0.843564,2.802642,3.149227,1.427554,33.746760,0.050209
 43|0.840426,2.818711,3.147342|0.863406,2.760505,3.228657,1.502984,35.252438,0.038321|0.863354,2.761240,3.229178,1.502161,35.233860,0.050359
 44|0.860436,2.776955,3.228436|0.883197,2.717700,3.308989,1.580103,36.765363,0.037998|0.883140,2.718484,3.309560,1.579219,36.745652,0.050513
 45|0.880446,2.733792,3.309977|0.902984,2.673506,3.389762,1.659736,38.302414,0.037675|0.902921,2.674340,3.390385,1.658789,38.281547,0.050670
 46|0.900456,2.689185,3.391978|0.922766,2.627888,3.470988,1.741947,39.862995,0.037353|0.922698,2.628774,3.471668,1.740933,39.840950,0.050832
 47|0.920467,2.643099,3.474449|0.942545,2.580809,3.552679,1.826800,41.446501,0.037030|0.942470,2.581749,3.553418,1.825716,41.423261,0.050996
 48|0.940477,2.595496,3.557403|0.962319,2.532233,3.634848,1.914362,43.052321,0.036709|0.962239,2.533228,3.635650,1.913206,43.027869,0.051165
 49|0.960487,2.546337,3.640851|0.982090,2.482119,3.717507,2.004706,44.679837,0.036388|0.982002,2.483170,3.718376,2.003473,44.654161,0.051337
 50|0.980497,2.495580,3.724806|1.001857,2.430426,3.800668,2.097904,46.328424,0.036069|1.001762,2.431536,3.801607,2.096591,46.301514,0.051513
 51|1.000507,2.443182,3.809278|1.021620,2.377112,3.884344,2.194033,47.997453,0.035751|1.021517,2.378281,3.885357,2.192638,47.969299,0.051692
 52|1.020517,2.389099,3.894280|1.041379,2.322132,3.968546,2.293174,49.686285,0.035435|1.041268,2.323362,3.969637,2.291692,49.656884,0.051874
 53|1.040528,2.333284,3.979824|1.061135,2.265439,4.053288,2.395409,51.394278,0.035121|1.061016,2.266731,4.054461,2.393836,51.363629,0.052061
 54|1.060538,2.275689,4.065920|1.080888,2.206984,4.138582,2.500826,53.120784,0.034810|1.080759,2.208340,4.139840,2.499159,53.088887,0.052250
 55|1.080548,2.216263,4.152581|1.100637,2.146719,4.224439,2.609514,54.865148,0.034501|1.100498,2.148139,4.225787,2.607749,54.832009,0.052443
 56|1.100558,2.154954,4.239818|1.120383,2.084589,4.310871,2.721569,56.626711,0.034196|1.120234,2.086075,4.312314,2.719701,56.592339,0.052639
 57|1.120568,2.091708,4.327642|1.140125,2.020539,4.397892,2.837088,58.404809,0.033893|1.139966,2.022093,4.399432,2.835114,58.369216,0.052839
 58|1.140578,2.026466,4.416065|1.159865,1.954514,4.485512,2.956173,60.198771,0.033594|1.159695,1.956136,4.487155,2.954088,60.161974,0.053042
 59|1.160588,1.959170,4.505099|1.179601,1.886453,4.573744,3.078932,62.007924,0.033299|1.179420,1.888145,4.575493,3.076730,61.969943,0.053247
 60|1.180599,1.889758,4.594753|1.199335,1.816294,4.662598,3.205475,63.831590,0.033008|1.199142,1.818056,4.664458,3.203152,63.792449,0.053456
 61|1.200609,1.818166,4.685040|1.219066,1.743973,4.752087,3.335917,65.669084,0.032721|1.218860,1.745807,4.754063,3.333467,65.628812,0.053668
 62|1.220619,1.744325,4.775968|1.238794,1.669422,4.842221,3.470379,67.519720,0.032438|1.238575,1.671329,4.844317,3.467798,67.478351,0.053883
 63|1.240629,1.668167,4.867550|1.258520,1.592571,4.933011,3.608987,69.382808,0.032159|1.258288,1.594552,4.935231,3.606268,69.340379,0.054100
 64|1.260639,1.589618,4.959794|1.278243,1.513347,5.024468,3.751870,71.257651,0.031886|1.277997,1.515403,5.026817,3.749009,71.214206,0.054320
 65|1.280649,1.508603,5.052711|1.297964,1.431675,5.116602,3.899167,73.143552,0.031617|1.297704,1.433806,5.119084,3.896156,73.099137,0.054543
 66|1.300659,1.425042,5.146309|1.317683,1.347474,5.209422,4.051017,75.039810,0.031353|1.317408,1.349681,5.212042,4.047852,74.994477,0.054768
 67|1.320670,1.338852,5.240598|1.337400,1.260662,5.302938,4.207570,76.945718,0.031095|1.337109,1.262947,5.305701,4.204242,76.899526,0.054995
 68|1.340680,1.249949,5.335586|1.357115,1.171152,5.397158,4.368979,78.860570,0.030842|1.356809,1.173515,5.400068,4.365483,78.813580,0.055225
 69|1.360690,1.158241,5.431280|1.376828,1.078856,5.492091,4.535406,80.783654,0.030594|1.376506,1.081298,5.495153,4.531733,80.735934,0.055456
 70|1.380700,1.063637,5.527688|1.396540,0.983679,5.587745,4.707016,82.714258,0.030352|1.396200,0.986200,5.590963,4.703160,82.665881,0.055690
 71|1.400710,0.966037,5.624817|1.416250,0.885524,5.684125,4.883986,84.651665,0.030115|1.415893,0.888126,5.687504,4.879938,84.602708,0.055925
 72|1.420720,0.865342,5.722670|1.435959,0.784289,5.781239,5.066496,86.595157,0.029885|1.435585,0.786971,5.784783,5.062249,86.545705,0.056162
 73|1.440730,0.761446,5.821255|1.455666,0.679868,5.879091,5.254737,88.544014,0.029660|1.455274,0.682632,5.882804,5.250282,88.494155,0.056400
 74|1.460741,0.654237,5.920573|1.475373,0.572150,5.977685,5.448906,90.497514,0.029441|1.474963,0.574997,5.981573,5.444234,90.447341,0.056639
 75|1.480751,0.543601,6.020628|1.495078,0.461021,6.077024,5.649209,92.454932,0.029229|1.494650,0.463950,6.081090,5.644312,92.404546,0.056880
 76|1.500761,0.429419,6.121421|1.514783,0.346360,6.177110,5.855861,94.415544,0.029022|1.514336,0.349373,6.181359,5.850728,94.365048,0.057121
 77|1.520771,0.311565,6.222953|1.534488,0.228043,6.277944,6.069086,96.378622,0.028822|1.534021,0.231139,6.282380,6.063708,96.328126,0.057363
 78|1.540781,0.189910,6.325222|1.554192,0.105938,6.379524,6.289117,98.343437,0.028628|1.553706,0.109118,6.384151,6.283484,98.293055,0.057606
 79|1.560791,0.064317,6.428225|1.573896,-0.020090,6.481848,6.476017,99.690739,0.028441|1.573390,-0.016825,6.486671,6.476649,99.740888,0.057849
 80|1.580801,-0.065355,6.531957|1.593600,-0.150183,6.584912,6.450215,97.724637,0.028259|1.593074,-0.146834,6.589933,6.450740,97.774431,0.058092
