OneBody1_E-0.15_ecc0.4_RK4.txt
initial value : [x, y, v_x, v_y] = [18.00,0.00,0.00,0.84] , numerical interval dt = 0.02000 , [M, m] = [ 9, 1]

num|given_position|geodesic|newtonian
num| degree1, x1, y1 | degree2, x2, y2, simple error, relative error, d(rho) | degree2, x2, y2, simple error, relative error, dt
  1|0.000000,18.000000,0.000000|0.005556,17.999802,0.100000,0.000278,0.001543,0.119523|0.005556,17.999802,0.100000,0.000278,0.001543,0.119523
  2|0.020010,17.997426,0.360179|0.025564,17.996831,0.460177,0.004850,0.026941,0.119524|0.025564,17.996831,0.460177,0.004850,0.026941,0.119527
  3|0.040020,17.989703,0.720338|0.045571,17.988711,0.820333,0.016630,0.092360,0.119528|0.045571,17.988711,0.820333,0.016630,0.092360,0.119539
  4|0.060030,17.976829,1.080455|0.065576,17.975441,1.180445,0.035620,0.197767,0.119534|0.065576,17.975441,1.180445,0.035620,0.197766,0.119558
  5|0.080041,17.958800,1.440510|0.085578,17.957016,1.540494,0.061825,0.343112,0.119542|0.085578,17.957016,1.540494,0.061825,0.343110,0.119585
  6|0.100051,17.935611,1.800483|0.105579,17.933431,1.900459,0.095251,0.528332,0.119552|0.105579,17.933432,1.900459,0.095251,0.528328,0.119620
  7|0.120061,17.907255,2.160351|0.125577,17.904681,2.260318,0.135908,0.753344,0.119565|0.125577,17.904682,2.260318,0.135907,0.753339,0.119662
  8|0.140071,17.873725,2.520094|0.145574,17.870757,2.620050,0.183805,1.018053,0.119580|0.145574,17.870758,2.620050,0.183804,1.018045,0.119712
  9|0.160081,17.835010,2.879689|0.165568,17.831649,2.979633,0.238956,1.322345,0.119597|0.165568,17.831651,2.979633,0.238954,1.322334,0.119769
 10|0.180091,17.791101,3.239116|0.185561,17.787348,3.339046,0.301375,1.666093,0.119617|0.185561,17.787350,3.339046,0.301372,1.666079,0.119834
 11|0.200101,17.741983,3.598352|0.205551,17.737840,3.698266,0.371080,2.049154,0.119639|0.205551,17.737843,3.698266,0.371076,2.049134,0.119906
 12|0.220112,17.687644,3.957373|0.225540,17.683111,4.057270,0.448088,2.471367,0.119664|0.225539,17.683116,4.057271,0.448084,2.471341,0.119986
 13|0.240122,17.628067,4.316157|0.245526,17.623147,4.416036,0.532422,2.932557,0.119690|0.245526,17.623153,4.416036,0.532417,2.932525,0.120073
 14|0.260132,17.563237,4.674679|0.265510,17.557930,4.774539,0.624105,3.432535,0.119720|0.265510,17.557937,4.774539,0.624097,3.432495,0.120168
 15|0.280142,17.493134,5.032916|0.285493,17.487443,5.132754,0.723160,3.971095,0.119751|0.285493,17.487452,5.132755,0.723151,3.971046,0.120270
 16|0.300152,17.417739,5.390842|0.305473,17.411665,5.490657,0.829616,4.548016,0.119786|0.305473,17.411676,5.490658,0.829606,4.547957,0.120379
 17|0.320162,17.337030,5.748431|0.325452,17.330576,5.848223,0.943502,5.163062,0.119822|0.325452,17.330589,5.848224,0.943489,5.162991,0.120496
 18|0.340172,17.250986,6.105657|0.345429,17.244153,6.205424,1.064848,5.815983,0.119862|0.345428,17.244168,6.205425,1.064833,5.815899,0.120620
 19|0.360183,17.159581,6.462493|0.365403,17.152372,6.562233,1.193689,6.506512,0.119903|0.365403,17.152390,6.562234,1.193671,6.506413,0.120751
 20|0.380193,17.062791,6.818909|0.385376,17.055208,6.918621,1.330058,7.234369,0.119948|0.385376,17.055228,6.918623,1.330037,7.234254,0.120890
 21|0.400203,16.960587,7.174878|0.405348,16.952633,7.274561,1.473994,7.999259,0.119995|0.405347,16.952657,7.274563,1.473969,7.999126,0.121035
 22|0.420213,16.852943,7.530368|0.425317,16.844620,7.630021,1.625535,8.800872,0.120044|0.425316,16.844647,7.630024,1.625506,8.800720,0.121188
 23|0.440223,16.739828,7.885349|0.445284,16.731139,7.984971,1.784722,9.638883,0.120096|0.445284,16.731170,7.984974,1.784690,9.638711,0.121348
 24|0.460233,16.621210,8.239789|0.465250,16.612158,8.339378,1.951600,10.512956,0.120151|0.465249,16.612193,8.339381,1.951563,10.512760,0.121515
 25|0.480243,16.497058,8.593653|0.485214,16.487645,8.693209,2.126212,11.422737,0.120209|0.485213,16.487685,8.693213,2.126171,11.422516,0.121689
 26|0.500254,16.367336,8.946907|0.505176,16.357567,9.046429,2.308606,12.367860,0.120270|0.505175,16.357611,9.046433,2.308559,12.367612,0.121870
 27|0.520264,16.232011,9.299515|0.525137,16.221887,9.399002,2.498831,13.347944,0.120333|0.525135,16.221937,9.399007,2.498779,13.347667,0.122057
 28|0.540274,16.091044,9.651441|0.545095,16.080570,9.750891,2.696938,14.362596,0.120399|0.545094,16.080625,9.750896,2.696879,14.362288,0.122252
 29|0.560284,15.944399,10.002644|0.565053,15.933577,10.102056,2.902979,15.411409,0.120468|0.565051,15.933638,10.102063,2.902914,15.411067,0.122453
 30|0.580294,15.792035,10.353084|0.585008,15.780869,10.452459,3.117009,16.493962,0.120540|0.585007,15.780937,10.452466,3.116937,16.493585,0.122661
 31|0.600304,15.633911,10.702720|0.604962,15.622406,10.802056,3.339085,17.609822,0.120615|0.604960,15.622480,10.802065,3.339005,17.609406,0.122875
 32|0.620314,15.469987,11.051509|0.624915,15.458145,11.150805,3.569264,18.758541,0.120693|0.624913,15.458226,11.150815,3.569176,18.758085,0.123096
 33|0.640325,15.300218,11.399404|0.644866,15.288043,11.498660,3.807608,19.939660,0.120774|0.644863,15.288132,11.498671,3.807511,19.939161,0.123323
 34|0.660335,15.124559,11.746360|0.664815,15.112056,11.845575,4.054177,21.152707,0.120858|0.664812,15.112153,11.845587,4.054071,21.152164,0.123556
 35|0.680345,14.942966,12.092326|0.684763,14.930138,12.191500,4.309036,22.397198,0.120945|0.684760,14.930243,12.191513,4.308920,22.396607,0.123796
 36|0.700355,14.755390,12.437252|0.704710,14.742242,12.536384,4.572249,23.672637,0.121036|0.704707,14.742356,12.536399,4.572123,23.671996,0.124042
 37|0.720365,14.561785,12.781085|0.724655,14.548320,12.880175,4.843884,24.978513,0.121129|0.724651,14.548444,12.880192,4.843746,24.977820,0.124294
 38|0.740375,14.362099,13.123771|0.744599,14.348323,13.222817,5.124009,26.314308,0.121226|0.744595,14.348457,13.222836,5.123860,26.313560,0.124552
 39|0.760385,14.156284,13.465251|0.764542,14.142200,13.564255,5.412695,27.679488,0.121326|0.764537,14.142344,13.564275,5.412532,27.678683,0.124815
 40|0.780396,13.944287,13.805467|0.784483,13.929900,13.904427,5.710012,29.073511,0.121429|0.784478,13.930055,13.904449,5.709836,29.072647,0.125085
 41|0.800406,13.726057,14.144356|0.804423,13.711371,14.243272,6.016034,30.495821,0.121536|0.804418,13.711538,14.243297,6.015844,30.494895,0.125360
 42|0.820416,13.501538,14.481854|0.824362,13.486559,14.580726,6.330836,31.945853,0.121646|0.824356,13.486737,14.580753,6.330631,31.944863,0.125640
 43|0.840426,13.270678,14.817895|0.844300,13.255409,14.916722,6.654492,33.423030,0.121760|0.844294,13.255600,14.916751,6.654272,33.421974,0.125926
 44|0.860436,13.033419,15.152407|0.864237,13.017867,15.251190,6.987082,34.926766,0.121877|0.864230,13.018071,15.251222,6.986845,34.925641,0.126217
 45|0.880446,12.789708,15.485320|0.884173,12.773876,15.584059,7.328681,36.456462,0.121998|0.884165,12.774093,15.584093,7.328428,36.455267,0.126514
 46|0.900456,12.539485,15.816558|0.904107,12.523379,15.915252,7.679371,38.011513,0.122122|0.904099,12.523610,15.915290,7.679100,38.010245,0.126815
 47|0.920467,12.282694,16.146042|0.924041,12.266319,16.244692,8.039231,39.591299,0.122250|0.924033,12.266564,16.244732,8.038941,39.589957,0.127121
 48|0.940477,12.019275,16.473691|0.943974,12.002636,16.572297,8.408342,41.195195,0.122381|0.943965,12.002897,16.572341,8.408033,41.193777,0.127432
 49|0.960487,11.749171,16.799422|0.963906,11.732273,16.897984,8.786788,42.822563,0.122516|0.963896,11.732550,16.898031,8.786458,42.821068,0.127747
 50|0.980497,11.472321,17.123145|0.983837,11.455170,17.221663,9.174650,44.472759,0.122654|0.983827,11.455462,17.221714,9.174300,44.471185,0.128067
 51|1.000507,11.188666,17.444771|1.003768,11.171267,17.543246,9.572013,46.145128,0.122797|1.003756,11.171576,17.543300,9.571640,46.143473,0.128391
 52|1.020517,10.898146,17.764204|1.023697,10.880503,17.862635,9.978960,47.839007,0.122943|1.023685,10.880829,17.862693,9.978565,47.837271,0.128720
 53|1.040528,10.600699,18.081346|1.043626,10.582819,18.179735,10.395576,49.553724,0.123092|1.043614,10.583162,18.179796,10.395157,49.551905,0.129052
 54|1.060538,10.296265,18.396095|1.063555,10.278154,18.494442,10.821945,51.288600,0.123246|1.063541,10.278514,18.494507,10.821501,51.286698,0.129388
 55|1.080548,9.984783,18.708346|1.083483,9.966446,18.806650,11.258152,53.042946,0.123403|1.083468,9.966825,18.806720,11.257683,53.040961,0.129727
 56|1.100558,9.666194,19.017988|1.103410,9.647636,19.116251,11.704282,54.816068,0.123564|1.103395,9.648034,19.116326,11.703787,54.813999,0.130070
