OneBody1_E-0.05_ecc0.0_RK4.txt
initial value : [x, y, v_x, v_y] = [90.00,0.00,0.00,0.32] , numerical interval dt = 0.02000 , [M, m] = [ 9, 1]

num|given_position|geodesic|newtonian
num| degree1, x1, y1 | degree2, x2, y2, simple error, relative error, d(rho) | degree2, x2, y2, simple error, relative error, dt
  1|0.000000,90.000000,0.000000|0.000070,90.000000,0.006325,0.000000,0.000000,0.020000|0.000070,90.000000,0.006325,0.000000,0.000000,0.020000
  2|0.020010,89.981982,1.800793|0.020080,89.981982,1.807117,0.018018,0.020020,0.020000|0.020080,89.981982,1.807117,0.018018,0.020020,0.020000
  3|0.040020,89.927937,3.600865|0.040091,89.927935,3.607189,0.072065,0.080072,0.020000|0.040091,89.927935,3.607189,0.072065,0.080072,0.020000
  4|0.060030,89.837884,5.399495|0.060101,89.837883,5.405819,0.162117,0.180130,0.020000|0.060101,89.837883,5.405819,0.162117,0.180130,0.020000
  5|0.080041,89.711862,7.195963|0.080111,89.711860,7.202287,0.288140,0.320156,0.020000|0.080111,89.711860,7.202287,0.288140,0.320156,0.020000
  6|0.100051,89.549919,8.989550|0.100121,89.549917,8.995874,0.450083,0.500093,0.020000|0.100121,89.549917,8.995874,0.450083,0.500093,0.020000
  7|0.120061,89.352121,10.779537|0.120131,89.352118,10.785862,0.647882,0.719868,0.020000|0.120131,89.352118,10.785862,0.647882,0.719868,0.020000
  8|0.140071,89.118548,12.565209|0.140141,89.118544,12.571533,0.881456,0.979395,0.020000|0.140141,89.118544,12.571533,0.881456,0.979395,0.020000
  9|0.160081,88.849292,14.345849|0.160151,88.849288,14.352173,1.150712,1.278569,0.020000|0.160151,88.849288,14.352173,1.150712,1.278569,0.020000
 10|0.180091,88.544461,16.120746|0.180160,88.544457,16.127070,1.455543,1.617270,0.020000|0.180160,88.544457,16.127070,1.455543,1.617270,0.020000
 11|0.200101,88.204178,17.889188|0.200170,88.204173,17.895512,1.795827,1.995363,0.020000|0.200170,88.204173,17.895512,1.795827,1.995363,0.020000
 12|0.220112,87.828578,19.650467|0.220180,87.828573,19.656791,2.171427,2.412696,0.020000|0.220180,87.828573,19.656791,2.171427,2.412696,0.020000
 13|0.240122,87.417813,21.403878|0.240190,87.417807,21.410202,2.582193,2.869103,0.020000|0.240190,87.417807,21.410202,2.582193,2.869103,0.020000
 14|0.260132,86.972046,23.148719|0.260200,86.972040,23.155043,3.027960,3.364400,0.020000|0.260200,86.972040,23.155043,3.027960,3.364400,0.020000
 15|0.280142,86.491456,24.884292|0.280210,86.491450,24.890616,3.508550,3.898389,0.020000|0.280210,86.491450,24.890616,3.508550,3.898389,0.020000
 16|0.300152,85.976236,26.609901|0.300219,85.976229,26.616225,4.023771,4.470857,0.020000|0.300219,85.976229,26.616225,4.023771,4.470857,0.020000
 17|0.320162,85.426591,28.324856|0.320229,85.426584,28.331180,4.573416,5.081573,0.020000|0.320229,85.426584,28.331180,4.573416,5.081573,0.020000
 18|0.340172,84.842743,30.028470|0.340239,84.842735,30.034794,5.157265,5.730294,0.020000|0.340239,84.842735,30.034793,5.157265,5.730294,0.020000
 19|0.360183,84.224924,31.720061|0.360248,84.224915,31.726384,5.775085,6.416761,0.020000|0.360248,84.224915,31.726384,5.775085,6.416761,0.020000
 20|0.380193,83.573381,33.398951|0.380258,83.573373,33.405274,6.426627,7.140697,0.020000|0.380258,83.573373,33.405274,6.426627,7.140697,0.020000
 21|0.400203,82.888377,35.064468|0.400268,82.888368,35.070791,7.111632,7.901813,0.020000|0.400268,82.888368,35.070791,7.111632,7.901813,0.020000
 22|0.420213,82.170185,36.715946|0.420277,82.170176,36.722269,7.829824,8.699805,0.020000|0.420277,82.170176,36.722269,7.829824,8.699805,0.020000
 23|0.440223,81.419092,38.352723|0.440287,81.419083,38.359046,8.580917,9.534353,0.020000|0.440287,81.419083,38.359046,8.580917,9.534353,0.020000
 24|0.460233,80.635400,39.974144|0.460296,80.635390,39.980467,9.364610,10.405122,0.020000|0.460296,80.635390,39.980467,9.364610,10.405122,0.020000
 25|0.480243,79.819422,41.579560|0.480306,79.819412,41.585882,10.180588,11.311765,0.020000|0.480306,79.819412,41.585882,10.180588,11.311765,0.020000
 26|0.500254,78.971485,43.168328|0.500315,78.971474,43.174650,11.028526,12.253917,0.020000|0.500315,78.971474,43.174649,11.028526,12.253917,0.020000
 27|0.520264,78.091929,44.739811|0.520325,78.091917,44.746133,11.908083,13.231203,0.020000|0.520325,78.091917,44.746132,11.908083,13.231203,0.020000
 28|0.540274,77.181105,46.293381|0.540334,77.181093,46.299702,12.818907,14.243230,0.020000|0.540334,77.181093,46.299702,12.818907,14.243230,0.020000
 29|0.560284,76.239378,47.828415|0.560344,76.239366,47.834736,13.760634,15.289593,0.020000|0.560344,76.239366,47.834736,13.760634,15.289593,0.020000
 30|0.580294,75.267125,49.344299|0.580353,75.267113,49.350620,14.732887,16.369874,0.020000|0.580353,75.267113,49.350620,14.732887,16.369874,0.020000
 31|0.600304,74.264737,50.840426|0.600362,74.264724,50.846747,15.735276,17.483640,0.020000|0.600362,74.264724,50.846747,15.735276,17.483640,0.020000
 32|0.620314,73.232613,52.316197|0.620372,73.232600,52.322518,16.767400,18.630445,0.020000|0.620372,73.232600,52.322517,16.767400,18.630445,0.020000
 33|0.640325,72.171167,53.771021|0.640381,72.171154,53.777341,17.828846,19.809829,0.020000|0.640381,72.171154,53.777341,17.828846,19.809829,0.020000
 34|0.660335,71.080825,55.204315|0.660390,71.080811,55.210635,18.919189,21.021321,0.020000|0.660390,71.080811,55.210635,18.919189,21.021321,0.020000
 35|0.680345,69.962022,56.615506|0.680400,69.962008,56.621826,20.037992,22.264436,0.020000|0.680400,69.962008,56.621825,20.037992,22.264436,0.020000
 36|0.700355,68.815207,58.004028|0.700409,68.815192,58.010348,21.184808,23.538675,0.020000|0.700409,68.815192,58.010348,21.184808,23.538675,0.020000
 37|0.720365,67.640839,59.369326|0.720418,67.640824,59.375646,22.359176,24.843529,0.020000|0.720418,67.640824,59.375646,22.359176,24.843529,0.020000
 38|0.740375,66.439388,60.710854|0.740427,66.439373,60.717173,23.560627,26.178475,0.020000|0.740427,66.439373,60.717172,23.560627,26.178475,0.020000
 39|0.760385,65.211335,62.028073|0.760436,65.211320,62.034392,24.788680,27.542978,0.020000|0.760436,65.211320,62.034391,24.788680,27.542978,0.020000
 40|0.780396,63.957172,63.320456|0.780446,63.957156,63.326775,26.042844,28.936493,0.020000|0.780446,63.957156,63.326774,26.042844,28.936493,0.020000
 41|0.800406,62.677401,64.587486|0.800455,62.677385,64.593805,27.322615,30.358461,0.020000|0.800455,62.677385,64.593804,27.322615,30.358461,0.020000
 42|0.820416,61.372535,65.828656|0.820464,61.372518,65.834974,28.627482,31.808313,0.020000|0.820464,61.372518,65.834974,28.627482,31.808313,0.020000
 43|0.840426,60.043095,67.043469|0.840473,60.043078,67.049787,29.956922,33.285468,0.020000|0.840473,60.043078,67.049786,29.956922,33.285468,0.020000
 44|0.860436,58.689615,68.231438|0.860482,58.689598,68.237755,31.310402,34.789336,0.020000|0.860482,58.689598,68.237755,31.310402,34.789336,0.020000
 45|0.880446,57.312636,69.392087|0.880491,57.312618,69.398405,32.687382,36.319313,0.020000|0.880491,57.312618,69.398404,32.687382,36.319313,0.020000
 46|0.900456,55.912709,70.524953|0.900500,55.912691,70.531270,34.087309,37.874788,0.020000|0.900500,55.912691,70.531269,34.087309,37.874788,0.020000
 47|0.920467,54.490395,71.629581|0.920509,54.490377,71.635898,35.509623,39.455137,0.020000|0.920509,54.490377,71.635897,35.509623,39.455137,0.020000
 48|0.940477,53.046264,72.705529|0.940518,53.046245,72.711845,36.953755,41.059727,0.020000|0.940518,53.046245,72.711844,36.953755,41.059727,0.020000
 49|0.960487,51.580893,73.752366|0.960527,51.580875,73.758682,38.419125,42.687917,0.020000|0.960527,51.580875,73.758681,38.419125,42.687917,0.020000
 50|0.980497,50.094870,74.769673|0.980536,50.094851,74.775989,39.905149,44.339054,0.020000|0.980536,50.094851,74.775988,39.905149,44.339055,0.020000
 51|1.000507,48.588789,75.757043|1.000545,48.588770,75.763359,41.411230,46.012478,0.020000|1.000545,48.588770,75.763358,41.411230,46.012478,0.020000
 52|1.020517,47.063253,76.714081|1.020554,47.063234,76.720396,42.936766,47.707518,0.020000|1.020554,47.063234,76.720395,42.936766,47.707518,0.020000
 53|1.040528,45.518874,77.640403|1.040563,45.518855,77.646717,44.481145,49.423495,0.020000|1.040563,45.518855,77.646716,44.481145,49.423495,0.020000
 54|1.060538,43.956269,78.535638|1.060572,43.956250,78.541952,46.043750,51.159723,0.020000|1.060572,43.956250,78.541951,46.043750,51.159723,0.020000
 55|1.080548,42.376065,79.399428|1.080581,42.376045,79.405742,47.623955,52.915506,0.020000|1.080581,42.376045,79.405741,47.623955,52.915506,0.020000
 56|1.100558,40.778893,80.231427|1.100590,40.778873,80.237741,49.221127,54.690141,0.020000|1.100590,40.778873,80.237739,49.221127,54.690141,0.020000
 57|1.120568,39.165394,81.031302|1.120599,39.165374,81.037615,50.834626,56.482918,0.020000|1.120599,39.165374,81.037614,50.834626,56.482918,0.020000
 58|1.140578,37.536214,81.798733|1.140608,37.536193,81.805046,52.463807,58.293119,0.020000|1.140608,37.536193,81.805044,52.463807,58.293119,0.020000
 59|1.160588,35.892004,82.533412|1.160617,35.891983,82.539724,54.108017,60.120019,0.020000|1.160617,35.891983,82.539723,54.108017,60.120019,0.020000
 60|1.180599,34.233423,83.235045|1.180625,34.233402,83.241357,55.766598,61.962886,0.020000|1.180625,34.233402,83.241356,55.766598,61.962886,0.020000
 61|1.200609,32.561136,83.903352|1.200634,32.561115,83.909664,57.438885,63.820984,0.020000|1.200634,32.561115,83.909662,57.438885,63.820984,0.020000
 62|1.220619,30.875811,84.538064|1.220643,30.875790,84.544376,59.124210,65.693567,0.020000|1.220643,30.875790,84.544374,59.124210,65.693567,0.020000
 63|1.240629,29.178124,85.138928|1.240652,29.178102,85.145239,60.821898,67.579886,0.020000|1.240652,29.178102,85.145238,60.821898,67.579886,0.020000
 64|1.260639,27.468754,85.705703|1.260661,27.468732,85.712014,62.531268,69.479186,0.020000|1.260661,27.468732,85.712012,62.531268,69.479186,0.020000
