OneBody1_E-0.2_ecc0.8_RK4.txt
initial value : [x, y, v_x, v_y] = [4.50,0.00,0.00,1.90] , numerical interval dt = 0.02000 , [M, m] = [ 9, 1]

num|given_position|geodesic|newtonian
num| degree1, x1, y1 | degree2, x2, y2, simple error, relative error, d(rho) | degree2, x2, y2, simple error, relative error, dt
  1|0.000000,4.500000,0.000000|0.022221,4.499383,0.099998,0.001111,0.024688,0.052702|0.022221,4.499383,0.099998,0.001111,0.024688,0.052706
  2|0.020010,4.499499,0.090048|0.042226,4.497648,0.190031,0.004136,0.091865,0.052687|0.042226,4.497648,0.190031,0.004136,0.091866,0.052712
  3|0.040020,4.497998,0.180107|0.062225,4.494912,0.280060,0.008962,0.198979,0.052660|0.062225,4.494912,0.280060,0.008962,0.198980,0.052722
  4|0.060030,4.495493,0.270191|0.082220,4.491176,0.370098,0.015591,0.345944,0.052619|0.082220,4.491175,0.370098,0.015591,0.345947,0.052738
  5|0.080041,4.491985,0.360311|0.102209,4.486436,0.460157,0.024026,0.532663,0.052566|0.102209,4.486436,0.460157,0.024026,0.532667,0.052759
  6|0.100051,4.487470,0.450479|0.122193,4.480693,0.550249,0.034269,0.759020,0.052499|0.122193,4.480692,0.550249,0.034270,0.759025,0.052784
  7|0.120061,4.481946,0.540707|0.142171,4.473942,0.640386,0.046328,1.024885,0.052421|0.142171,4.473942,0.640386,0.046328,1.024889,0.052815
  8|0.140071,4.475408,0.631007|0.162145,4.466181,0.730581,0.060206,1.330111,0.052329|0.162145,4.466181,0.730580,0.060206,1.330115,0.052851
  9|0.160081,4.467853,0.721392|0.182113,4.457406,0.820845,0.075912,1.674538,0.052226|0.182113,4.457406,0.820845,0.075912,1.674541,0.052891
 10|0.180091,4.459276,0.811873|0.202076,4.447612,0.911190,0.093455,2.057990,0.052110|0.202076,4.447612,0.911190,0.093455,2.057990,0.052937
 11|0.200101,4.449670,0.902463|0.222033,4.436795,1.001630,0.112844,2.480275,0.051983|0.222033,4.436795,1.001630,0.112843,2.480271,0.052987
 12|0.220112,4.439029,0.993173|0.241986,4.424947,1.092177,0.134090,2.941187,0.051844|0.241986,4.424947,1.092177,0.134089,2.941177,0.053043
 13|0.240122,4.427346,1.084017|0.261933,4.412062,1.182842,0.157206,3.440507,0.051693|0.261933,4.412063,1.182842,0.157205,3.440488,0.053104
 14|0.260132,4.414613,1.175006|0.281876,4.398133,1.273638,0.182206,3.977999,0.051531|0.281876,4.398134,1.273638,0.182204,3.977969,0.053169
 15|0.280142,4.400822,1.266152|0.301813,4.383151,1.364578,0.209104,4.553413,0.051358|0.301813,4.383153,1.364579,0.209102,4.553369,0.053240
 16|0.300152,4.385963,1.357469|0.321745,4.367107,1.455675,0.237918,5.166486,0.051175|0.321745,4.367110,1.455675,0.237915,5.166425,0.053315
 17|0.320162,4.370025,1.448967|0.341672,4.349992,1.546940,0.268665,5.816940,0.050981|0.341672,4.349996,1.546941,0.268661,5.816858,0.053396
 18|0.340172,4.352999,1.540661|0.361594,4.331796,1.638387,0.301363,6.504485,0.050777|0.361594,4.331800,1.638388,0.301358,6.504377,0.053482
 19|0.360183,4.334872,1.632562|0.381511,4.312506,1.730029,0.336034,7.228814,0.050564|0.381511,4.312512,1.730030,0.336028,7.228676,0.053572
 20|0.380193,4.315632,1.724683|0.401423,4.292111,1.821877,0.372700,7.989610,0.050341|0.401422,4.292118,1.821879,0.372692,7.989437,0.053668
 21|0.400203,4.295265,1.817036|0.421330,4.270597,1.913946,0.411384,8.786540,0.050110|0.421329,4.270607,1.913948,0.411374,8.786326,0.053768
 22|0.420213,4.273757,1.909635|0.441232,4.247952,2.006248,0.452111,9.619260,0.049869|0.441231,4.247964,2.006251,0.452099,9.618999,0.053874
 23|0.440223,4.251094,2.002491|0.461129,4.224160,2.098796,0.494908,10.487412,0.049621|0.461128,4.224174,2.098800,0.494893,10.487098,0.053985
 24|0.460233,4.227259,2.095619|0.481021,4.199205,2.191603,0.539803,11.390624,0.049364|0.481020,4.199223,2.191608,0.539785,11.390250,0.054100
 25|0.480243,4.202236,2.189030|0.500908,4.173073,2.284683,0.586825,12.328515,0.049101|0.500907,4.173093,2.284689,0.586803,12.328073,0.054221
 26|0.500254,4.176007,2.282738|0.520791,4.145744,2.378049,0.636006,13.300688,0.048830|0.520790,4.145767,2.378057,0.635981,13.300170,0.054347
 27|0.520264,4.148553,2.376756|0.540668,4.117200,2.471714,0.687378,14.306736,0.048552|0.540667,4.117228,2.471723,0.687349,14.306134,0.054478
 28|0.540274,4.119855,2.471097|0.560541,4.087423,2.565692,0.740978,15.346240,0.048269|0.560540,4.087455,2.565703,0.740944,15.345543,0.054614
 29|0.560284,4.089892,2.565775|0.580410,4.056392,2.659996,0.796841,16.418768,0.047979|0.580408,4.056429,2.660010,0.796802,16.417968,0.054754
 30|0.580294,4.058643,2.660801|0.600273,4.024086,2.754641,0.855006,17.523877,0.047684|0.600271,4.024128,2.754656,0.854961,17.522963,0.054900
 31|0.600304,4.026084,2.756191|0.620132,3.990482,2.849639,0.915513,18.661114,0.047385|0.620130,3.990530,2.849657,0.915462,18.660075,0.055051
 32|0.620314,3.992192,2.851957|0.639987,3.955556,2.945005,0.978405,19.830013,0.047081|0.639984,3.955611,2.945026,0.978346,19.828837,0.055207
 33|0.640325,3.956942,2.948114|0.659837,3.919285,3.040752,1.043726,21.030098,0.046772|0.659833,3.919346,3.040777,1.043659,21.028774,0.055367
 34|0.660335,3.920308,3.044674|0.679682,3.881642,3.136896,1.111522,22.260883,0.046460|0.679678,3.881711,3.136925,1.111447,22.259398,0.055533
 35|0.680345,3.882263,3.141651|0.699524,3.842600,3.233449,1.181843,23.521870,0.046145|0.699519,3.842677,3.233482,1.181758,23.520211,0.055704
 36|0.700355,3.842777,3.239060|0.719360,3.802130,3.330426,1.254738,24.812553,0.045827|0.719355,3.802217,3.330465,1.254642,24.810705,0.055879
 37|0.720365,3.801822,3.336914|0.739193,3.760204,3.427842,1.330261,26.132413,0.045507|0.739187,3.760300,3.427886,1.330154,26.130362,0.056060
 38|0.740375,3.759367,3.435227|0.759021,3.716790,3.525710,1.408468,27.480923,0.045184|0.759014,3.716897,3.525760,1.408349,27.478655,0.056245
 39|0.760385,3.715378,3.534013|0.778845,3.671856,3.624046,1.489417,28.857547,0.044860|0.778837,3.671975,3.624103,1.489283,28.855046,0.056436
 40|0.780396,3.669822,3.633287|0.798665,3.625369,3.722864,1.573167,30.261739,0.044535|0.798656,3.625499,3.722928,1.573019,30.258989,0.056631
 41|0.800406,3.622663,3.733063|0.818481,3.577292,3.822178,1.659783,31.692942,0.044209|0.818471,3.577436,3.822251,1.659619,31.689928,0.056831
 42|0.820416,3.573865,3.833355|0.838293,3.527590,3.922004,1.749330,33.150594,0.043883|0.838281,3.527748,3.922086,1.749148,33.147299,0.057036
 43|0.840426,3.523388,3.934177|0.858101,3.476223,4.022356,1.841877,34.634121,0.043557|0.858088,3.476396,4.022448,1.841677,34.630528,0.057245
