OneBody2_E-0.15_ecc0.8_RK4.txt
initial value : [x, y, v_x, v_y] = [0.67,0.00,0.00,1.64] , numerical interval dt = 0.02000 , [M, m] = [ 1, 1]

num|geodesic|
num|newtonian
num|degree, x, y, simple error, relative error
  1|0.000000,0.666667,0.000000,0.000000,0.000000
  2|0.049291,0.666217,0.032865,0.000810,0.121454
  3|0.098555,0.664866,0.065738,0.003242,0.485257
  4|0.147765,0.662611,0.098630,0.007300,1.089739
  5|0.196895,0.659449,0.131546,0.012992,1.932121
  6|0.245916,0.655373,0.164496,0.020329,3.008526
  7|0.294801,0.650377,0.197486,0.029322,4.313989
  8|0.343519,0.644451,0.230521,0.039988,5.842478
  9|0.392042,0.637586,0.263606,0.052345,7.586920
 10|0.440338,0.629772,0.296744,0.066410,9.539228
 11|0.488375,0.620996,0.329937,0.082207,11.690348
 12|0.536120,0.611247,0.363183,0.099756,14.030304
 13|0.583540,0.600511,0.396481,0.119080,16.548262
 14|0.630600,0.588777,0.429827,0.140201,19.232596
 15|0.677264,0.576032,0.463214,0.163143,22.070978
 16|0.723497,0.562263,0.496633,0.187926,25.050464
 17|0.769262,0.547461,0.530073,0.214570,28.157605
 18|0.814524,0.531616,0.563522,0.243092,31.378556
 19|0.859247,0.514718,0.596964,0.273508,34.699200
 20|0.903395,0.496761,0.630381,0.305829,38.105279
 21|0.946933,0.477742,0.663755,0.340065,41.582518
 22|0.989830,0.457657,0.697063,0.376217,45.116766
 23|1.032052,0.436507,0.730282,0.414287,48.694121
 24|1.073570,0.414296,0.763388,0.454268,52.301056
 25|1.114357,0.391028,0.796355,0.496150,55.924535
 26|1.154388,0.366713,0.829156,0.539917,59.552123
 27|1.193639,0.341362,0.861763,0.585549,63.172075
 28|1.232091,0.314991,0.894147,0.633017,66.773417
 29|1.269729,0.287616,0.926281,0.682291,70.346006
 30|1.306537,0.259259,0.958136,0.733333,73.880577
 31|1.342506,0.229944,0.989684,0.786102,77.368772
 32|1.377629,0.199694,1.020897,0.840550,80.803151
 33|1.411900,0.168540,1.051750,0.896629,84.177190
 34|1.445320,0.136510,1.082217,0.954282,87.485268
 35|1.477889,0.103637,1.112273,1.013454,90.722630
 36|1.509612,0.069954,1.141896,1.074083,93.885357
 37|1.540495,0.035496,1.171065,1.136107,96.970315
 38|1.570547,0.000299,1.199761,1.199462,99.975102
 39|1.599780,-0.035601,1.227965,1.192880,97.102011
 40|1.628207,-0.072167,1.255662,1.185567,94.262134
 41|1.655841,-0.109362,1.282836,1.178128,91.505828
 42|1.682698,-0.147148,1.309476,1.170570,88.833155
 43|1.708796,-0.185488,1.335571,1.162902,86.243747
 44|1.734153,-0.224346,1.361112,1.155131,83.736855
 45|1.758788,-0.263687,1.386091,1.147263,81.311406
 46|1.782719,-0.303473,1.410501,1.139305,78.966053
 47|1.805966,-0.343672,1.434340,1.131266,76.699219
 48|1.828549,-0.384249,1.457602,1.123150,74.509142
 49|1.850490,-0.425172,1.480288,1.114966,72.393907
 50|1.871806,-0.466409,1.502395,1.106718,70.351489
 51|1.892520,-0.507929,1.523925,1.098414,68.379774
 52|1.912650,-0.549705,1.544879,1.090059,66.476589
 53|1.932216,-0.591706,1.565259,1.081659,64.639728
 54|1.951238,-0.633908,1.585068,1.073218,62.866965
 55|1.969734,-0.676283,1.604311,1.064743,61.156076
 56|1.987722,-0.718807,1.622992,1.056239,59.504853
 57|2.005221,-0.761458,1.641117,1.047708,57.911111
 58|2.022249,-0.804212,1.658691,1.039158,56.372704
 59|2.038821,-0.847050,1.675720,1.030590,54.887529
 60|2.054956,-0.889950,1.692211,1.022010,53.453534
 61|2.070668,-0.932894,1.708172,1.013421,52.068721
 62|2.085973,-0.975864,1.723609,1.004827,50.731151
 63|2.100886,-1.018843,1.738529,0.996231,49.438947
 64|2.115421,-1.061815,1.752941,0.987637,48.190295
 65|2.129592,-1.104766,1.766852,0.979047,46.983446
 66|2.143413,-1.147680,1.780271,0.970464,45.816714
 67|2.156895,-1.190545,1.793205,0.961891,44.688477
 68|2.170052,-1.233349,1.805662,0.953330,43.597178
 69|2.182895,-1.276078,1.817651,0.944784,42.541322
 70|2.195436,-1.318723,1.829179,0.936255,41.519475
 71|2.207685,-1.361273,1.840256,0.927745,40.530264
 72|2.219654,-1.403719,1.850888,0.919256,39.572374
 73|2.231351,-1.446050,1.861084,0.910790,38.644544
 74|2.242786,-1.488259,1.870852,0.902348,37.745571
 75|2.253969,-1.530337,1.880200,0.893933,36.874303
 76|2.264909,-1.572278,1.889135,0.885544,36.029639
 77|2.275614,-1.614073,1.897666,0.877185,35.210528
 78|2.286092,-1.655718,1.905800,0.868856,34.415963
 79|2.296351,-1.697204,1.913544,0.860559,33.644984
 80|2.306398,-1.738528,1.920906,0.852294,32.896673
 81|2.316241,-1.779683,1.927894,0.844063,32.170155
 82|2.325886,-1.820665,1.934513,0.835867,31.464591
 83|2.335341,-1.861469,1.940772,0.827706,30.779183
 84|2.344610,-1.902091,1.946677,0.819582,30.113165
 85|2.353702,-1.942527,1.952236,0.811495,29.465809
 86|2.362620,-1.982773,1.957453,0.803445,28.836417
 87|2.371372,-2.022825,1.962338,0.795435,28.224322
 88|2.379961,-2.062682,1.966894,0.787464,27.628889
 89|2.388394,-2.102340,1.971130,0.779532,27.049508
 90|2.396675,-2.141795,1.975050,0.771641,26.485598
 91|2.404810,-2.181047,1.978662,0.763791,25.936602
 92|2.412802,-2.220091,1.981970,0.755982,25.401988
 93|2.420656,-2.258928,1.984981,0.748214,24.881247
 94|2.428376,-2.297553,1.987700,0.740489,24.373894
 95|2.435966,-2.335967,1.990133,0.732807,23.879460
 96|2.443431,-2.374167,1.992285,0.725167,23.397502
 97|2.450773,-2.412152,1.994161,0.717570,22.927591
 98|2.457997,-2.449920,1.995767,0.710016,22.469319
