0.321437	0.694430	0.035575
0.321462	0.694386	0.035578
0.321503	0.694312	0.035584
0.321561	0.694210	0.035592
0.321636	0.694078	0.035603
0.321727	0.693917	0.035616
0.321835	0.693726	0.035632
0.321960	0.693507	0.035651
0.322101	0.693258	0.035673
0.322259	0.692980	0.035697
0.322434	0.692673	0.035723
0.322625	0.692337	0.035753
0.322834	0.691972	0.035785
0.323059	0.691578	0.035820
0.323300	0.691155	0.035857
0.323559	0.690704	0.035897
0.323835	0.690223	0.035940
0.324127	0.689714	0.035986
0.324437	0.689177	0.036034
0.324764	0.688611	0.036085
0.325108	0.688016	0.036139
0.325469	0.687393	0.036195
0.325847	0.686742	0.036255
0.326242	0.686063	0.036317
0.326655	0.685356	0.036382
0.327085	0.684622	0.036449
0.327533	0.683859	0.036520
0.327998	0.683069	0.036593
0.328481	0.682251	0.036670
0.328981	0.681406	0.036749
0.329500	0.680534	0.036831
0.330036	0.679634	0.036916
0.330590	0.678708	0.037004
0.331162	0.677755	0.037095
0.331752	0.676775	0.037189
0.332360	0.675769	0.037285
0.332987	0.674736	0.037385
0.333632	0.673678	0.037488
0.334295	0.672593	0.037595
0.334977	0.671482	0.037704
0.335678	0.670346	0.037816
0.336398	0.669185	0.037932
0.337136	0.667998	0.038050
0.337894	0.666786	0.038172
0.338671	0.665549	0.038297
0.339466	0.664288	0.038426
0.340282	0.663002	0.038558
0.341117	0.661691	0.038693
0.341971	0.660357	0.038831
0.342846	0.658999	0.038973
0.343740	0.657617	0.039118
0.344654	0.656212	0.039267
0.345589	0.654783	0.039420
0.346544	0.653332	0.039576
0.347519	0.651858	0.039735
0.348515	0.650361	0.039898
0.349532	0.648843	0.040065
0.350570	0.647302	0.040236
0.351629	0.645739	0.040410
0.352709	0.644155	0.040588
0.353811	0.642550	0.040770
0.354935	0.640923	0.040956
0.356080	0.639276	0.041146
0.357247	0.637609	0.041340
0.358437	0.635921	0.041538
0.359649	0.634213	0.041739
0.360883	0.632486	0.041946
0.362141	0.630739	0.042156
0.363421	0.628974	0.042371
0.364724	0.627189	0.042589
0.366051	0.625386	0.042813
0.367401	0.623564	0.043040
0.368776	0.621725	0.043273
0.370174	0.619868	0.043509
0.371596	0.617993	0.043751
0.373043	0.616102	0.043997
0.374515	0.614194	0.044247
0.376011	0.612269	0.044503
0.377533	0.610328	0.044763
0.379080	0.608371	0.045029
0.380653	0.606399	0.045299
0.382251	0.604412	0.045575
0.383876	0.602409	0.045855
0.385527	0.600392	0.046141
0.387205	0.598361	0.046432
0.388910	0.596316	0.046729
0.390641	0.594257	0.047031
0.392401	0.592185	0.047339
0.394188	0.590100	0.047652
0.396003	0.588003	0.047971
0.397847	0.585893	0.048296
0.399719	0.583771	0.048627
0.401620	0.581638	0.048964
0.403550	0.579494	0.049306
0.405509	0.577338	0.049655
0.407499	0.575172	0.050011
0.409518	0.572996	0.050372
0.411568	0.570810	0.050741
0.413649	0.568615	0.051115
0.415760	0.566410	0.051497
0.417904	0.564196	0.051885
0.420078	0.561975	0.052281
0.422285	0.559745	0.052683
0.424525	0.557507	0.053092
0.426796	0.555262	0.053509
0.429102	0.553010	0.053933
0.431440	0.550751	0.054365
0.433812	0.548486	0.054804
0.436219	0.546216	0.055251
0.438660	0.543939	0.055706
0.441135	0.541658	0.056169
0.443647	0.539372	0.056640
0.446193	0.537081	0.057120
0.448776	0.534787	0.057608
0.451395	0.532489	0.058104
0.454051	0.530187	0.058609
0.456744	0.527883	0.059123
0.459474	0.525576	0.059647
0.462243	0.523267	0.060179
0.465050	0.520956	0.060721
0.467896	0.518644	0.061272
0.470780	0.516331	0.061833
