OneBody2_E-0.05_ecc0.45_EU1.txt
initial value : [x, y, v_x, v_y] = [5.50,0.00,0.00,0.51] , numerical interval dt = 0.02000 , [M, m] = [ 1, 1]

num|geodesic|
num|newtonian
num|degree, x, y, simple error, relative error
  1|0.000000,5.500000,0.000000,0.000000,0.000000
  2|0.001867,5.500000,0.010269,0.000003,0.000054
  3|0.003734,5.499980,0.020538,0.000032,0.000577
  4|0.005601,5.499947,0.030807,0.000080,0.001449
  5|0.007468,5.499901,0.041076,0.000147,0.002669
  6|0.009335,5.499841,0.051345,0.000233,0.004237
  7|0.011203,5.499769,0.061614,0.000339,0.006155
  8|0.013070,5.499683,0.071883,0.000463,0.008420
  9|0.014937,5.499583,0.082151,0.000607,0.011035
 10|0.016804,5.499471,0.092420,0.000770,0.013998
 11|0.018671,5.499345,0.102688,0.000952,0.017309
 12|0.020537,5.499207,0.112956,0.001153,0.020969
 13|0.022404,5.499055,0.123223,0.001374,0.024977
 14|0.024271,5.498889,0.133491,0.001613,0.029333
 15|0.026138,5.498711,0.143758,0.001872,0.034038
 16|0.028005,5.498519,0.154025,0.002150,0.039091
 17|0.029871,5.498314,0.164292,0.002447,0.044492
 18|0.031738,5.498096,0.174558,0.002764,0.050241
 19|0.033605,5.497865,0.184824,0.003099,0.056338
 20|0.035471,5.497620,0.195089,0.003454,0.062784
 21|0.037338,5.497362,0.205354,0.003828,0.069577
 22|0.039204,5.497091,0.215618,0.004220,0.076718
 23|0.041070,5.496807,0.225883,0.004633,0.084207
 24|0.042937,5.496510,0.236146,0.005064,0.092043
 25|0.044803,5.496199,0.246409,0.005514,0.100227
 26|0.046669,5.495875,0.256672,0.005984,0.108759
 27|0.048535,5.495538,0.266934,0.006472,0.117638
 28|0.050401,5.495188,0.277195,0.006980,0.126864
 29|0.052266,5.494825,0.287456,0.007507,0.136438
 30|0.054132,5.494448,0.297716,0.008053,0.146358
 31|0.055998,5.494058,0.307976,0.008619,0.156626
 32|0.057863,5.493655,0.318235,0.009203,0.167240
 33|0.059728,5.493239,0.328493,0.009806,0.178201
 34|0.061594,5.492810,0.338750,0.010429,0.189509
 35|0.063459,5.492367,0.349007,0.011071,0.201163
 36|0.065324,5.491911,0.359263,0.011732,0.213164
 37|0.067189,5.491442,0.369518,0.012412,0.225511
 38|0.069053,5.490960,0.379773,0.013111,0.238204
 39|0.070918,5.490465,0.390026,0.013829,0.251243
 40|0.072782,5.489956,0.400279,0.014566,0.264627
 41|0.074647,5.489435,0.410531,0.015323,0.278358
 42|0.076511,5.488900,0.420782,0.016098,0.292433
 43|0.078375,5.488352,0.431032,0.016893,0.306855
 44|0.080239,5.487790,0.441281,0.017707,0.321621
 45|0.082102,5.487216,0.451529,0.018540,0.336732
 46|0.083966,5.486629,0.461776,0.019392,0.352189
 47|0.085829,5.486028,0.472022,0.020263,0.367990
 48|0.087693,5.485414,0.482267,0.021153,0.384135
 49|0.089556,5.484787,0.492512,0.022062,0.400625
 50|0.091419,5.484147,0.502755,0.022990,0.417458
 51|0.093281,5.483494,0.512996,0.023937,0.434636
