result_new_OneBody2_E-0.25_ecc0.8_EU1.txt
geod|
43|0.000308229478957589,0.0021561159042369216,599.5164484360023
44|0.0002928419774690383,0.0018886398180462116,544.9347987502558
45|0.0002756110632979869,0.0016586558700188991,501.81033742668853
46|0.00025766086210188277,0.0014611084719597933,467.0665152793171
47|0.00023882040016776074,0.0012915745270816181,440.81415414024275
48|0.0002194094502345756,0.0011461829662193779,422.3945299502678
49|0.00019984684918350482,0.0010213982635915997,411.09050143378744
50|0.00018071374331096735,0.0009144314903783979,406.0110391299176
51|0.00016162785259776768,0.0008226829305555405,408.99824339242815
52|0.000143401811520949,0.0007441800464964565,418.94745164201936
53|0.0001258716285770234,0.0006771621898087332,437.9784129783973
54|0.00010969877508415493,0.0006200449486630788,465.22504302114044
55|9.429967393126404e-05,0.0005717211691229629,506.2811728699042
56|7.995906528934782e-05,0.0005311576520865557,564.2869700445546
57|6.703883925229803e-05,0.0004976094362860728,642.2703642187766
58|5.555877779173102e-05,0.0004703772165264297,746.6298850016053
59|4.567018516121735e-05,0.00044907975872021666,883.3105715138869
60|3.718210103009767e-05,0.0004336088075151956,1066.1761855904908
61|3.016801016375581e-05,0.0004243125647107604,1306.4983484410727
62|2.505049948986482e-05,0.00042351159199771615,1590.6313272079253
63|2.128836154424718e-05,0.00045369550196783237,2031.1903268123324
64|1.931117213205269e-05,0.0003607510331771202,1768.094959281863
65|1.8825473444561425e-05,0.00039540709162011467,2000.383253491803
66|2.0134510303027042e-05,0.00041283091971022756,1950.3648387622427
67|2.2826651862928315e-05,0.0004316574423257613,1791.0239001226269
68|2.688903373648799e-05,0.0004547790807309937,1591.3180487920092
69|3.220006957782573e-05,0.00048326275042454014,1400.8127521480092
70|3.87687035297013e-05,0.0005180606344432626,1236.2856822033482
71|4.670718396582174e-05,0.0005600944186103796,1099.1611804732906
72|5.529589680230984e-05,0.0006104931572727956,1004.0478454583883
73|6.466294427687203e-05,0.0006704976572771137,936.9117348047055
74|7.469542048710309e-05,0.0007417026568665719,892.969384240409
75|8.451893294880719e-05,0.000826048652544209,877.3533854770075
76|9.524555579432104e-05,0.0009258216728547097,872.0366111926362
77|0.00010446512365369642,0.001043828024036575,899.2119738419893
78|0.00011366240471755162,0.001183573471414956,941.3060275788708
79|0.00012117269266864739,0.001349162024935513,1013.4208502115754
80|0.00012713048130885696,0.001545624735413531,1115.7782457053045
81|0.0001311403179200532,0.0017791195549290428,1256.6533794844418
82|0.00013163469731747313,0.002056925982611979,1462.601673061274
83|0.0001280202422355714,0.002387544385484386,1764.9741195545
84|0.00011887108792496548,0.0027809707655161997,2239.4845744758563
85|0.00010381204734333238,0.003248371247670745,3029.088897483709
86|8.053138176000729e-05,0.003801943181639178,4621.07034369459
87|4.636680408642846e-05,0.0044535544254835635,9505.04937364686
88|2.769443678829475e-07,0.005213513445274209,1882412.8978530942
89|6.14389741726562e-05,0.006087808105335268,9808.707277936104
90|0.00014296137590275038,0.007074021964502353,4848.205009802412
91|0.00024782478441220945,0.008155654693727588,3190.8955063034396
92|0.00038357975520275644,0.00929811619036991,2324.037260635671
93|0.0005557481385305429,0.010441729666397337,1778.8600343325265
94|0.0007739712067471594,0.01150540146839274,1386.541278033786
95|0.0010511797978260962,0.012390589804719965,1078.7317288958996
96|0.0013994774306269608,0.012997641916094205,828.7496626702517
97|0.001838034994839699,0.013248914181718363,620.819473998853
98|0.0023878905980334597,0.013103852821469641,448.76269592339287
99|0.0030741123211697197,0.012572582729494908,308.9825424697221
100|0.003924432963707147,0.01170842921568871,198.3470306148011
101|0.004964028643878793,0.010593893575320923,113.41322412360348
102|0.0062086609989036035,0.009320096374694886,50.11443492148687
103|0.007646310284703417,0.007972966240536339,4.272072982526004
104|0.009217934230585922,0.0066237754238445135,28.1425180723655
105|0.0107769833285416,0.0053315360682233415,50.52849294010336
106|0.012084405039678559,0.004146140011796362,65.69016018428121
107|0.012845571772025943,0.0031109889914393563,75.78162306317716
108|0.012835942388830346,0.0022593903567211804,82.39793940889552
109|0.012048646282091069,0.0016048052213131214,86.68061802346642
110|0.010731315291983734,0.0011337789007268562,89.43485612081693
111|0.0092351006878173,0.0008102161802896468,91.22677480540669
112|0.007849740663249893,0.0005887694621171669,92.49950428459876
113|0.0067197679521742715,0.00042372722713590605,93.69431756942137
1|0.0022182029444802187,0.0010713561005548655,51.701619402281
2|0.00215693103692155,0.00043220768710039437,79.96191441905084
3|0.0020631973352860933,0.00036616127624267136,82.25272638829297
4|0.0019452585856413185,0.0003351776429512121,82.7695070760626
5|0.0018123019678781827,0.00031577369622803886,82.57609924698464
6|0.0016729306482332063,0.0003016879569810449,81.96649949000219
7|0.0015321884119154916,0.00029056482494249636,81.03595989351977
8|0.0013985985070097962,0.00028126899841618425,79.889225034457
9|0.0012736079072297457,0.0002733108195140943,78.54042692710827
10|0.001163177158882256,0.00026633221646754635,77.1030393406731
11|0.001066928517386878,0.0002601925246588088,75.61293747250542
12|0.0009826267812937939,0.0002547019134064854,74.07948589889567
13|0.000912377140500964,0.00024978654787011223,72.62244561136632
14|0.00085386386807218,0.0002453585556962956,71.26490944624973
15|0.0008067190541583003,0.00024136415805342537,70.08076643172194
16|0.0007680314263684984,0.00023775536441217326,69.04353698957897
17|0.000738487811439148,0.00023447553359057238,68.24923445471201
18|0.0007148642290022433,0.000231497405953629,67.6165911565142
19|0.0006972597956081961,0.00022879055475844012,67.18718672731246
20|0.0006845722284232192,0.00022632091063812254,66.93980543741756
21|0.000674790156871441,0.00022408203410595462,66.79233805886027
22|0.0006684823794440575,0.00022202492859113576,66.78671937833538
23|0.0006662195971367524,0.0002201557259238207,66.95448064422065
24|0.0006647454690384969,0.00021844786549429784,67.13811892388438
25|0.0006649911998806157,0.0002168718334636388,67.38726264308862
26|0.0006662014497696989,0.00021544297766817877,67.66098636641276
27|0.0006683935718817535,0.0002141304376799269,67.96342055219391
28|0.0006723055058555083,0.00021292336710088122,68.32937329139729
29|0.0006756505681715375,0.0002118207900265734,68.64935811423823
30|0.0006802454134894331,0.00021080632351222484,69.01025433881892
31|0.0006848956976254206,0.00020987098456215492,69.35723420518019
32|0.0006895174917492808,0.00020901203271472824,69.68720370175492
33|0.0006945380668798018,0.00020823463813601784,70.01825413666558
34|0.00069912083048429,0.0002074853594951076,70.32196003209062
35|0.0007032929424052314,0.00020680529382155477,70.59471503946995
36|0.0007077836298314821,0.00020615191123596333,70.8735971634373
37|0.0007124777071139121,0.0002055795239574998,71.14583068286355
38|0.0007167172347963824,0.00020501918498205818,71.39469025880149
39|0.0007206243733628437,0.00020447103604670502,71.62585063664628
40|0.000724886684233983,0.0002039926033128303,71.85869077890463
41|0.0007274474603911063,0.0002034944392406146,72.02623552617705
42|0.0007308173708588939,0.00020304274668059286,72.21703331408685
43|0.000734001033620979,0.000202570197324059,72.40191933726057
44|0.0007371276016752137,0.00020214782665850528,72.57627767579191
45|0.0007399158261194305,0.0002017165925405351,72.73789998539972
46|0.0007424757594141074,0.00020129237008692513,72.88903138793833
47|0.00074511754988138,0.000200883733183721,73.03999439877629
48|0.0007464351437878047,0.00020044383701955937,73.14651665482927
49|0.000748668302080091,0.0002000034735447631,73.2854358880861
50|0.000750106445970733,0.0001995783527244388,73.39332920060978
51|0.0007519955884280893,0.00019911142001749482,73.52226222048706
52|0.0007531423677282767,0.00019867952674323952,73.61992429897127
53|0.0007546247549370388,0.00019818744636856955,73.73695401960342
54|0.0007548407400728152,0.00019771389125033956,73.80720451955638
55|0.0007560685619647511,0.00019718914916344588,73.91914449517357
56|0.0007560991589798949,0.00019668448032916785,73.98694628962049
57|0.0007571798722667555,0.00019612519907297177,74.09793811794873
58|0.0007572442939629553,0.00019553786799741957,74.17770334404324
59|0.0007570657587567808,0.0001949601523372202,74.24792363382345
60|0.0007578003490380514,0.00019433125087564562,74.35587735973876
61|0.000757630590142444,0.00019368651294038308,74.43523064400455
62|0.0007574146249167413,0.00019300232339714007,74.51827347295335
63|0.0007565192269869403,0.0001922850932357667,74.58292051590037
64|0.000755937960434272,0.00019155907409973416,74.65941861291275
65|0.0007555277259037041,0.00019078161749175315,74.74856170717563
66|0.0007556916331024066,0.00018998050215257578,74.860049545258
67|0.0007544036527595832,0.00018914945983572462,74.92728738205041
68|0.0007533357666860141,0.0001882720764250223,75.00821217433408
69|0.000752599404602261,0.0001873872413272748,75.10133011249106
70|0.0007515962083917138,0.0001864447419596127,75.19349620475438
71|0.0007503152270835756,0.00018550813314743841,75.27597382389587
72|0.0007490625679427154,0.0001844664688982478,75.3736901571679
73|0.0007480842220324302,0.00018343245676188946,75.47970517764276
74|0.0007465112747824243,0.00018236252130054975,75.57136409578
75|0.0007455079910201334,0.0001812566902523738,75.68682127681194
76|0.0007439390347236952,0.00018012858612170835,75.78718447155961
77|0.0007427171948872768,0.0001789681350674588,75.90359610637249
78|0.0007407786698547802,0.00017775460555602418,76.00435693013804
79|0.0007391237094422909,0.00017651836523691067,76.11788622366026
80|0.0007370850191521505,0.00017526013341273572,76.22253486927019
81|0.0007351752856932237,0.00017393266025134135,76.34133469444177
82|0.0007337883704625625,0.00017260007690211854,76.47822126244442
83|0.0007319839925583604,0.0001712626826736452,76.60294700228836
84|0.000730306288248217,0.00016986564190635267,76.74049304521138
85|0.0007277295995185007,0.00016842125579941136,76.85661598609613
86|0.0007261205458732878,0.00016699439249612258,77.00183620403105
87|0.0007237365178116573,0.00016551314692514474,77.13074539535432
88|0.0007216799076221747,0.00016401667968291012,77.2729325078039
89|0.0007196185659843479,0.00016247433393901112,77.42215923559912
90|0.0007183108616597433,0.00016095423373052586,77.59267716506169
91|0.0007150458216158562,0.0001593750128217053,77.71121681942695
92|0.0007136238887399671,0.00015778431187563058,77.889709920694
93|0.0007112684844605699,0.0001561760792414546,78.04259816742767
94|0.0007087619261916256,0.00015457505103189106,78.1908359747164
95|0.0007068069645366215,0.000152896056712315,78.3680602507146
96|0.0007045891335073495,0.00015124550230383171,78.53422723808526
97|0.0007024390095566879,0.00014960052159562753,78.70270307310508
98|0.0006997500349319452,0.00014788085706696208,78.86661669386778
99|0.0006977318958132361,0.00014617560937491003,79.04988861021809
100|0.0006946265471765578,0.00014446821660130116,79.20203061796013
101|0.0006925150917600487,0.0001427615631546253,79.38506108339209
102|0.0006901762205255846,0.00014102265164595007,79.56715293109372
103|0.0006879712684786377,0.00013928352881853456,79.75445557100915
104|0.0006853666951673887,0.00013753849094721993,79.93213094289203
105|0.0006824434385976907,0.00013578360940791345,80.10331673978338
106|0.0006808143521328525,0.00013403943924161776,80.31189577280509
107|0.0006782315446147713,0.00013229717614948733,80.49380374594183
108|0.0006750681111356016,0.00013054164423909054,80.66244841287303
109|0.0006733746817202402,0.00012877001029443225,80.8769153652363
110|0.0006698804217037946,0.0001270127239147989,81.03949304985645
111|0.0006683341116300312,0.00012526677334823155,81.25686372004677
112|0.000665343439625321,0.00012353157415834204,81.4334121596048
113|0.0006626681678554291,0.00012176630798288457,81.62484424490272
114|0.0006605330201847615,0.00012002703829849803,81.82876031467366
115|0.0006577797303770616,0.00011830422101810623,82.01461438310204
116|0.0006555485726300603,0.00011658592718244432,82.21551658411799
117|0.0006523663939885793,0.00011486536287708127,82.39250765589067
118|0.0006498196064583794,0.00011312316782841059,82.59160439234053
119|0.00064744153977081,0.00011144645856620006,82.78663760041542
120|0.0006443985347663883,0.00010975168059035312,82.96835348482891
121|0.0006419231726884078,0.00010806914583283422,83.16478506606406
122|0.0006393393055192931,0.00010639714377791432,83.35826643858617
123|0.0006366103526209699,0.00010473971499047607,83.54728059962342
124|0.0006344587465747509,0.00010310321937423428,83.74942107255087
125|0.0006314017095143676,0.00010147329976195607,83.92888422174171
126|0.000629274316936268,9.985591292949181e-05,84.13157660467414
127|0.0006264900431331988,9.826312233263135e-05,84.31529384869417
128|0.0006238849620978648,9.667222715448176e-05,84.50479927751209
129|0.0006210047569670252,9.51069596053511e-05,84.68498694440738
130|0.00061848544978238,9.355493505236456e-05,84.87354309057994
131|0.0006160978316116505,9.203064073659561e-05,85.06233328303516
132|0.000613162615090701,9.05101302217659e-05,85.23880484651248
133|0.0006110579822631301,8.898822909564341e-05,85.4370237066433
134|0.0006085198010481463,8.751845817422943e-05,85.61781259648691
135|0.0006050734242037947,8.604617409280202e-05,85.7792177526176
136|0.0006025474887829674,8.460042557123515e-05,85.9595422524933
137|0.0006006339386264159,8.31543703260218e-05,86.15556581498096
138|0.0005974756412681081,8.175387041009508e-05,86.31678603054392
139|0.0005944512746811625,8.035666268058073e-05,86.48221206629921
140|0.0005920847595159984,7.898071294709652e-05,86.66057322406684
141|0.0005892171268171431,7.760899401731969e-05,86.82845584673495
142|0.0005868889553664047,7.627803831400382e-05,87.00298623503961
143|0.0005846168673802055,7.497661122357613e-05,87.17508587127112
144|0.0005815364520094235,7.367284429549148e-05,87.33134543141284
145|0.000578878922618209,7.237776664570372e-05,87.49690758849076
146|0.0005764461329076376,7.112282543952908e-05,87.66184360006369
147|0.0005734732801920828,6.987812391789916e-05,87.81492942539647
148|0.0005713186926272762,6.864893983837828e-05,87.98412502089018
149|0.0005692103711925078,6.744736387021e-05,88.1507141676097
150|0.0005655929554104766,6.626457086056359e-05,88.28405300549184
151|0.0005628769854797433,6.508454119380502e-05,88.43716426985675
152|0.0005605383137532449,6.393983606101106e-05,88.5931372589175
153|0.0005577929811804161,6.28123913438694e-05,88.73912123975741
154|0.0005558396536873289,6.169348511364525e-05,88.90084852630017
155|0.0005532254388360691,6.06093345167924e-05,89.04436957123512
156|0.0005500825002342502,5.952866973379933e-05,89.17822877323869
157|0.0005475908736047863,5.845650061708785e-05,89.32478544935032
158|0.0005454672426883356,5.742902909711134e-05,89.47158974862133
159|0.0005427893354648106,5.64073937812104e-05,89.60786623913555
160|0.000539798224465482,5.5399930735666736e-05,89.73691868095254
161|0.0005380347942081087,5.441632045655176e-05,89.8860963933303
162|0.0005353960168856808,5.3445472268154326e-05,90.01758127020841
163|0.0005322470827540116,5.249096105530704e-05,90.13785838267022
164|0.0005298535817344074,5.154662131690024e-05,90.27153479869494
165|0.0005270074192424978,5.064046997982352e-05,90.39093793923956
166|0.0005249785610459412,4.9715947390227555e-05,90.5299090135841
167|0.0005217847016782962,4.884106556368728e-05,90.63961334884057
168|0.0005194433515844921,4.796241560811598e-05,90.76657436045468
169|0.0005170166059209613,4.710364853888205e-05,90.88933546825322
170|0.0005140683354429854,4.6269498896966965e-05,90.99934858716878
171|0.0005115775416713042,4.5440030750576454e-05,91.11766505579475
172|0.0005090998848351624,4.463793002640326e-05,91.23198976152662
173|0.0005063437298362672,4.383524525009008e-05,91.34278896585433
174|0.0005038718662753183,4.30540193638862e-05,91.45536350696722
175|0.0005018867461141774,4.229192616489463e-05,91.57341242972905
176|0.0004993238739134931,4.1538662858053854e-05,91.68101806699306
177|0.0004966197809621598,4.080225594171871e-05,91.78400508681557
178|0.000494203713085728,4.008183196702042e-05,91.88961335058453
179|0.0004916640740875167,3.936262633841281e-05,91.99399988468423
180|0.0004889084245820463,3.867634651744112e-05,92.08924523022804
181|0.00048638055435823446,3.797719977605141e-05,92.19187538733713
182|0.0004840035575361945,3.731688749408768e-05,92.28995594907438
183|0.00048134303745417384,3.664987014317944e-05,92.38591455752204
184|0.0004789480449596262,3.600911262591211e-05,92.48162446744143
185|0.0004767351815617715,3.537320886537465e-05,92.58011360741345
186|0.0004741349402839212,3.475603024272189e-05,92.66959101940277
187|0.0004712012983429936,3.4143744506387463e-05,92.75389422175705
188|0.00046895308544980807,3.353732930366782e-05,92.8484681422877
189|0.0004669559100656251,3.2960662514458505e-05,92.94137587640206
190|0.00046391339865792247,3.238127103588617e-05,93.01997503638319
191|0.0004620379878166325,3.1811146113502886e-05,93.1150366523266
192|0.00045918770775132955,3.127196042718161e-05,93.18972178494883
193|0.0004566311874185658,3.0716083210702294e-05,93.27332778465113
194|0.0004546495386748006,3.018176872227052e-05,93.36153099148775
195|0.00045168696575936806,2.966265051029815e-05,93.43291864523258
196|0.00044971889102196627,2.914885418991986e-05,93.51842789532805
197|0.0004470917076395686,2.8651073075591782e-05,93.59167871243781
198|0.00044478565294436834,2.8154224071874623e-05,93.67015912372605
199|0.0004418005419077886,2.766738592230311e-05,93.73758443056012
200|0.0004395430200907491,2.7192390085195584e-05,93.81348608844218
201|0.00043701428489661964,2.6726849815750242e-05,93.88421597658467
202|0.0004354155325771991,2.6274865039033202e-05,93.96556551772193
203|0.00043263703286422484,2.582371065118494e-05,94.03109103254015
204|0.00043002076952713963,2.538503119908775e-05,94.09678950460888
205|0.00042768923632241496,2.4954040928504284e-05,94.1653801851369
206|0.00042581325830015615,2.453693179238492e-05,94.23763085951428
207|0.0004232166641813251,2.4118014262164422e-05,94.30126072449946
208|0.0004204042932052232,2.371289665337173e-05,94.35950178515515
209|0.0004182202305078597,2.3311473365650315e-05,94.4260292388672
210|0.0004158718279243523,2.2921271442433166e-05,94.48838081751414
211|0.0004133854899994738,2.2536890368130003e-05,94.5482144600289
212|0.0004111105671795734,2.2163721158596772e-05,94.60881745009594
213|0.0004087455040178156,2.1790977397628808e-05,94.66881539162348
214|0.0004059191664955719,2.1430013370959955e-05,94.72062047328978
215|0.00040432017850466906,2.1074427921652372e-05,94.78768831187361
216|0.00040118118683851733,2.0723698017866e-05,94.83432955040146
217|0.0003996267900401307,2.0385492091268276e-05,94.89886749353786
218|0.00039689912393070514,2.005073978339489e-05,94.94815216903942
219|0.0003947593896547197,1.971800939259971e-05,95.00505626735155
220|0.0003924315609089568,1.939629159997125e-05,95.05740783054115
221|0.000390019009322895,1.9079457012072254e-05,95.10806997710297
222|0.00038777131918399377,1.8771493127456296e-05,95.15913318010263
223|0.00038492153220071046,1.8468219894929305e-05,95.20208189203107
224|0.0003830522681687043,1.8165140276860114e-05,95.25779070211384
225|0.00038061468027850154,1.787356038396304e-05,95.30402758745808
226|0.0003784851359207586,1.7582442129127074e-05,95.35452242097871
227|0.00037574165207709953,1.7298615728966737e-05,95.39614103644352
228|0.0003738740842713639,1.7026367335581938e-05,95.44596214290587
229|0.0003715025002559713,1.675051848759601e-05,95.49114246174531
230|0.0003691038855362372,1.6488365505384905e-05,95.53286590808155
231|0.0003671528093751597,1.621986793098884e-05,95.58225689227527
232|0.00036443739160763045,1.5967885395262726e-05,95.6184832393778
233|0.0003626481762060152,1.5714956451473583e-05,95.66661092415197
234|0.000359971361788336,1.546507768557248e-05,95.7038033223693
235|0.0003575600492609077,1.52253075411668e-05,95.74188795067062
236|0.00035519398415351233,1.4981257806523374e-05,95.78223211121487
237|0.0003531865386534605,1.4748758506044624e-05,95.82408815401773
238|0.0003505723603303146,1.4518420411446797e-05,95.85865229142215
239|0.0003484107439919448,1.4293488467709281e-05,95.89751788250257
240|0.00034670657767854607,1.4073182584617427e-05,95.94089541685432
241|0.00034472623128589674,1.3857975252440369e-05,95.98000558276422
242|0.00034218243516859204,1.3641543018527713e-05,96.01337134332843
243|0.000339909998064325,1.343896902050723e-05,96.0463154667301
244|0.0003378971866885294,1.3225582774056832e-05,96.08591509634319
245|0.0003351427936020279,1.3027116864794408e-05,96.11296524541604
246|0.00033311275804059903,1.2827843156371088e-05,96.14909881211825
247|0.0003311541635673265,1.2634939679623258e-05,96.1845747178551
248|0.0003284836311645556,1.2444894708307785e-05,96.21141100267688
249|0.0003266185723735937,1.225433661744546e-05,96.24812008441802
250|0.0003241265211122446,1.207017033455493e-05,96.27609296112642
251|0.0003218877052972857,1.1890013662085863e-05,96.30616097899589
252|0.00031974959933211977,1.1710652482843642e-05,96.33755522843363
253|0.0003175227508953604,1.1540748706018178e-05,96.36537896151529
254|0.0003153389427552611,1.1364046279549456e-05,96.39624393350958
255|0.0003134906409623106,1.119654644199386e-05,96.42842720675034
256|0.0003108040320278782,1.1036980112066885e-05,96.4488941665091
257|0.00030922506665831406,1.0870520044559129e-05,96.48459286886636
258|0.0003065992365125503,1.0711858582146405e-05,96.50623442380689
259|0.0003045455440910949,1.0555343268769946e-05,96.53406740844888
260|0.00030243768210747035,1.0403258699831497e-05,96.5601975827421
261|0.0002999947656361357,1.0249678444651522e-05,96.58338090569107
262|0.00029772873389966037,1.0104560780543892e-05,96.60611837890349
263|0.00029610088965847936,9.957053353604195e-06,96.63727678593314
264|0.0002936894954772562,9.815488390296778e-06,96.65786875545336
265|0.0002914635938893184,9.676566149696697e-06,96.6800086348447
266|0.0002899369209301561,9.535185104825317e-06,96.7112897956441
267|0.00028697279094247463,9.399727424419524e-06,96.72452311818519
268|0.0002850902469200278,9.26776444831745e-06,96.74918221565216
269|0.0002831767840598687,9.135283802308436e-06,96.77399973566439
270|0.0002810711392813303,9.01074009984626e-06,96.7941425352721
271|0.00027887969858175765,8.880698588287217e-06,96.81558082805955
272|0.00027650415130775485,8.760032931931505e-06,96.83186205686243
273|0.00027432464657728417,8.636179204435379e-06,96.8518398502694
274|0.0002726163167832141,8.518003712376654e-06,96.87546078940308
275|0.00027072795373905834,8.401595203766377e-06,96.89666505149141
276|0.00026833062226527815,8.284233405930763e-06,96.91267685514448
277|0.00026646106797523217,8.170186429623527e-06,96.933816076132
278|0.0002643614782598114,8.059125498949271e-06,96.95147509690166
279|0.0002620918080085133,7.949078726809944e-06,96.9670632641247
280|0.00025959902554317793,7.84072351001086e-06,96.97967914417046
281|0.0002576272785250744,7.732778272373508e-06,96.99846292805485
282|0.00025564904312824765,7.631358148074696e-06,97.01490838585052
283|0.00025377516147351287,7.530176031167457e-06,97.03273717276173
284|0.00025167998689035187,7.427916526303591e-06,97.04866619786512
285|0.0002494191236288579,7.328301661946313e-06,97.06185253346852
286|0.0002474796942504298,7.234337606742969e-06,97.07679548067391
287|0.00024537375246724835,7.1359593327713355e-06,97.09180005562175
288|0.00024353376839680863,7.044835361735835e-06,97.10724495904111
289|0.00024091794200442607,6.950614868550531e-06,97.1149451092261
290|0.00023922796439324046,6.860493260596456e-06,97.13223607532802
291|0.00023698024270624174,6.771714855524635e-06,97.14249813478384
292|0.00023499640217394813,6.68568122952351e-06,97.15498570715366
293|0.00023310896596528963,6.598657364076388e-06,97.16928204080364
294|0.00023093576221056011,6.515253723637926e-06,97.1787592959736
295|0.00022880678890935258,6.429573969235491e-06,97.18995489605742
296|0.00022698341010363166,6.348626648833289e-06,97.20304376168515
297|0.00022482614709717907,6.270213376069478e-06,97.21108356077497
298|0.00022243721735426547,6.190686611340368e-06,97.21688362901935
299|0.00022109467602282606,6.113357933656971e-06,97.23495922940008
300|0.00021867478159354192,6.03597655635113e-06,97.23974730311134
301|0.00021671668317368997,5.962517590329952e-06,97.24870392855209
302|0.0002145249680114425,5.88814730928533e-06,97.25526246950832
303|0.0002126213030497759,5.813692824929717e-06,97.26570539191518
304|0.00021064726961839142,5.743984000883273e-06,97.27317424465598
305|0.00020834399548652627,5.673632329727951e-06,97.27679585078569
306|0.00020657848702754222,5.605802495534107e-06,97.28635707609442
307|0.00020473938496046173,5.539886918093373e-06,97.29417624305006
308|0.00020287245927708142,5.473526148325192e-06,97.3019865940258
309|0.00020088637441872947,5.408638882542505e-06,97.30761287409733
310|0.00019887160543063942,5.344286129194131e-06,97.31269523488709
311|0.0001967821905810574,5.2806619668110955e-06,97.3164939615631
312|0.00019466163336501197,5.21739067593785e-06,97.31976425670143
313|0.00019300294578705746,5.1552519395592356e-06,97.32892577440394
314|0.0001909364293544158,5.0985639168388275e-06,97.32970605238727
315|0.00018883338078579115,5.038280559865882e-06,97.33189093003571
316|0.0001866483290737797,4.979691881956683e-06,97.33204582828691
317|0.00018463349716180133,4.924058539135245e-06,97.33306327680069
318|0.00018278541729488396,4.868388414625002e-06,97.33655535180307
319|0.0001808472779551984,4.812347285110263e-06,97.33899932610407
320|0.0001787621168021225,4.761346453996396e-06,97.33649022557341
321|0.0001771428814003606,4.704884535744469e-06,97.3440171580415
322|0.0001751220715346946,4.654500831424713e-06,97.34213923428688
323|0.00017325495470732477,4.603713191109193e-06,97.34281008073556
324|0.0001710304710029753,4.553896805870039e-06,97.33737691350285
325|0.00016895594592991614,4.503548553635994e-06,97.33448353720318
326|0.00016723644572591567,4.4560335665799755e-06,97.33548895562933
327|0.00016544607966606506,4.405932771067711e-06,97.33693733936724
328|0.00016346601355188284,4.362598031271148e-06,97.33118956260196
329|0.00016137761632917247,4.317709790147006e-06,97.32446798486608
330|0.00015942285269154866,4.2701638531816855e-06,97.3214857336397
331|0.00015759558954853148,4.224721041445889e-06,97.3192644200586
332|0.00015582582074369355,4.184374243987321e-06,97.31471060186496
333|0.00015348740876497402,4.138439036349695e-06,97.30372734177392
334|0.00015168691699285475,4.0988084863968766e-06,97.2978496974858
335|0.0001500356707420103,4.055778012101996e-06,97.29679082844505
336|0.00014772015700659225,4.0176361641997005e-06,97.28023836041523
337|0.00014596819397416638,3.9790202341905e-06,97.27404982835185
338|0.00014435340747542824,3.937041423096588e-06,97.27263700112742
339|0.00014208119155867394,3.900364220488228e-06,97.25483424111239
340|0.0001401502625868467,3.86234637517191e-06,97.24413903771423
341|0.0001385513562821572,3.825219277331371e-06,97.23913256428801
342|0.00013654343585978168,3.7915037900404513e-06,97.22322514724618
343|0.00013482621724447696,3.755144459383075e-06,97.21482621397442
