OneBody2_zook_numericalmethod_E-0.05_ecc0.90_EU1.txt
initial value : [x, y, v_x, v_y] = [1.00,0.00,0.00,1.38] , numerical interval dt = 0.02000 , [M, m] = [ 1, 1]

num|geodesic|
num|newtonian
num|degree, x, y, simple error, relative error
  1|0.000000,1.000000,0.000000,0.000000,0.000000
  2|0.027561,1.000000,0.027568,0.000180,0.017990
  3|0.055102,0.999600,0.055136,0.001119,0.111865
  4|0.082614,0.998800,0.082703,0.002818,0.281354
  5|0.110086,0.997600,0.110268,0.005275,0.526022
  6|0.137509,0.996001,0.137829,0.008491,0.845271
  7|0.164874,0.994002,0.165386,0.012464,1.238345
  8|0.192170,0.991603,0.192937,0.017193,1.704332
  9|0.219388,0.988805,0.220481,0.022679,2.242169
 10|0.246520,0.985608,0.248016,0.028921,2.850649
 11|0.273555,0.982012,0.275542,0.035917,3.528423
 12|0.300485,0.978018,0.303056,0.043667,4.274010
 13|0.327301,0.973625,0.330557,0.052170,5.085799
 14|0.353994,0.968835,0.358044,0.061425,5.962062
 15|0.380556,0.963647,0.385514,0.071430,6.900956
 16|0.406978,0.958062,0.412965,0.082185,7.900535
 17|0.433251,0.952081,0.440397,0.093688,8.958755
 18|0.459369,0.945705,0.467805,0.105937,10.073486
 19|0.485323,0.938934,0.495189,0.118931,11.242518
 20|0.511105,0.931769,0.522546,0.132667,12.463571
 21|0.536709,0.924211,0.549873,0.147143,13.734304
 22|0.562127,0.916262,0.577168,0.162357,15.052324
 23|0.587351,0.907923,0.604428,0.178307,16.415197
 24|0.612377,0.899194,0.631650,0.194988,17.820453
 25|0.637196,0.890079,0.658832,0.212399,19.265598
 26|0.661804,0.880578,0.685970,0.230535,20.748125
 27|0.686194,0.870694,0.713061,0.249393,22.265517
 28|0.710361,0.860428,0.740103,0.268969,23.815260
 29|0.734299,0.849783,0.767091,0.289258,25.394850
 30|0.758004,0.838761,0.794022,0.310255,27.001801
 31|0.781471,0.827365,0.820893,0.331956,28.633650
 32|0.804696,0.815598,0.847700,0.354355,30.287969
 33|0.827675,0.803462,0.874440,0.377446,31.962367
 34|0.850403,0.790961,0.901110,0.401224,33.654499
 35|0.872878,0.778098,0.927704,0.425682,35.362072
 36|0.895097,0.764877,0.954221,0.450812,37.082846
 37|0.917057,0.751302,0.980656,0.476609,38.814645
 38|0.938755,0.737375,1.007005,0.503065,40.555358
 39|0.960189,0.723103,1.033265,0.530172,42.302941
 40|0.981358,0.708487,1.059432,0.557922,44.055424
 41|1.002259,0.693534,1.085502,0.586307,45.810910
 42|1.022893,0.678247,1.111472,0.615318,47.567583
 43|1.043257,0.662632,1.137339,0.644946,49.323703
 44|1.063351,0.646693,1.163098,0.675183,51.077610
 45|1.083175,0.630435,1.188746,0.706018,52.827727
 46|1.102729,0.613864,1.214280,0.737443,54.572558
 47|1.122012,0.596984,1.239697,0.769447,56.310688
 48|1.141025,0.579802,1.264993,0.802020,58.040785
 49|1.159770,0.562321,1.290165,0.835153,59.761597
 50|1.178246,0.544549,1.315210,0.868834,61.471951
 51|1.196454,0.526491,1.340125,0.903054,63.170753
 52|1.214397,0.508152,1.364907,0.937802,64.856988
 53|1.232075,0.489538,1.389554,0.973066,66.529713
 54|1.249491,0.470655,1.414063,1.008837,68.188062
 55|1.266646,0.451509,1.438432,1.045102,69.831237
 56|1.283542,0.432106,1.462657,1.081852,71.458510
 57|1.300181,0.412452,1.486737,1.119075,73.069221
 58|1.316566,0.392553,1.510670,1.156759,74.662772
 59|1.332698,0.372414,1.534453,1.194895,76.238629
 60|1.348582,0.352042,1.558085,1.233470,77.796314
 61|1.364219,0.331443,1.581563,1.272474,79.335407
 62|1.379612,0.310622,1.604887,1.311896,80.855542
 63|1.394765,0.289586,1.628055,1.351724,82.356402
 64|1.409679,0.268341,1.651065,1.391949,83.837720
 65|1.424359,0.246891,1.673916,1.432558,85.299274
 66|1.438807,0.225244,1.696607,1.473542,86.740884
 67|1.453026,0.203404,1.719137,1.514889,88.162411
 68|1.467020,0.181379,1.741504,1.556589,89.563755
 69|1.480792,0.159172,1.763709,1.598631,90.944848
 70|1.494345,0.136790,1.785750,1.641006,92.305660
 71|1.507683,0.114238,1.807626,1.683703,93.646188
 72|1.520808,0.091522,1.829338,1.726711,94.966458
 73|1.533725,0.068646,1.850885,1.770022,96.266523
 74|1.546436,0.045617,1.872266,1.813625,97.546462
 75|1.558946,0.022440,1.893481,1.857511,98.806373
 76|1.571257,-0.000882,1.914531,1.899906,99.953622
 77|1.583372,-0.024341,1.935414,1.897410,98.733385
 78|1.595296,-0.047934,1.956132,1.894900,97.532758
 79|1.607031,-0.071656,1.976684,1.892380,96.351571
 80|1.618581,-0.095503,1.997070,1.889848,95.189638
