result_new_OneBody2_E-0.05_ecc0.4_EU1.txt
geod|
39|8.270044050462388e-06,4.386770914521776e-06,46.95589421586568
40|7.699685636630704e-06,4.389238069890666e-06,42.9945808565329
41|7.127547034357917e-06,4.380993550157086e-06,38.53434387680969
42|8.175631871942812e-06,4.367062356180895e-06,46.584405651044435
43|7.988778782497263e-06,4.380107299084557e-06,45.17175380195781
44|7.864233450227687e-06,4.3762880643782864e-06,44.352007197197544
45|7.797918001983817e-06,4.37270765729636e-06,43.92467763595452
46|7.785815113514616e-06,4.369255453440246e-06,43.881849366598836
47|8.009338207770611e-06,4.3658313781946845e-06,45.49073512766658
48|8.207894427236795e-06,4.370759233651711e-06,46.74932441689389
49|7.059268770426286e-06,4.36931733638346e-06,38.10524179660025
50|7.545219565585626e-06,4.352137725760485e-06,42.319269996979976
51|8.078392196075868e-06,4.357956354894554e-06,46.05416215108421
52|7.176149212639871e-06,4.364362798270349e-06,39.182385023668665
53|7.791486233976741e-06,4.348560169731286e-06,44.188309660764176
54|7.173901044765785e-06,4.3543487286967775e-06,39.30291620242248
55|7.861134485587229e-06,4.345881546186092e-06,44.71686555987658
56|7.533615723254172e-06,4.350834521105185e-06,42.247724320801616
57|8.413259133810413e-06,4.350341226810883e-06,48.29184317729925
58|8.156151001692535e-06,4.355521879162438e-06,46.5983172913474
59|7.699818741713216e-06,4.354459290922819e-06,43.44724938351019
60|7.363519392455942e-06,4.344729408245485e-06,40.996564595229586
61|7.188123192669593e-06,4.341841780330924e-06,39.59700378036496
62|7.035836236291004e-06,4.339839611233742e-06,38.31806958711247
63|8.294161572663938e-06,4.337376282137484e-06,47.70566929353421
64|8.178925873458809e-06,4.346559961732055e-06,46.85659181926384
65|8.18466617147351e-06,4.342179574123861e-06,46.94738327559515
66|8.096979367877566e-06,4.344460649008397e-06,46.34467433319895
67|8.280559999462866e-06,4.339960563370937e-06,47.5885620821242
68|8.323212990823947e-06,4.3415276476110876e-06,47.838320941714805
69|8.372670976974916e-06,4.34128542181611e-06,48.149336887180105
70|7.038092297406706e-06,4.340524803581047e-06,38.32810625145708
71|7.093907152366796e-06,4.328282537713335e-06,38.98591502893781
72|7.430745499803493e-06,4.326369523965923e-06,41.7774498658266
73|7.606378360947019e-06,4.330412613384738e-06,43.068666743977396
74|7.658680367228499e-06,4.333445881243847e-06,43.417851725648895
75|7.826319115444846e-06,4.328657700725103e-06,44.69101455136534
76|7.987474193171806e-06,4.3294395535298236e-06,45.79713875969828
77|8.266189931660506e-06,4.328635759165422e-06,47.63445075721979
78|8.232761723903081e-06,4.333383776256028e-06,47.36415407633579
79|7.105687495290169e-06,4.330001345920209e-06,39.062879576532964
80|7.352814004768504e-06,4.323760078861483e-06,41.1958458889698
81|7.403163979624594e-06,4.325574536778731e-06,41.57127211171032
82|7.434090132818483e-06,4.325417464201564e-06,41.816451147039416
83|7.443843777821257e-06,4.3245192262730825e-06,41.90475572367764
84|7.568337865748731e-06,4.321989239386426e-06,42.89381214142117
85|7.339977539544407e-06,4.324968804425566e-06,41.07653897951822
86|7.222033445053455e-06,4.3188215990142e-06,40.19936861449645
87|7.075405354051156e-06,4.318180717888254e-06,38.96914025687874
88|6.898654649312164e-06,4.3167884449246685e-06,37.4256479797104
89|8.217436341162454e-06,4.313668023669948e-06,47.505914927967325
90|7.570779484211698e-06,4.323707207376515e-06,42.88953711578461
91|7.235929242455086e-06,4.315727110792977e-06,40.35697467200923
92|6.864699161113208e-06,4.314490182011355e-06,37.14961019046756
93|7.987863940073225e-06,4.311528313039048e-06,46.0240141120941
94|7.329571431569093e-06,4.322252074473454e-06,41.02994813779775
95|7.947245558526106e-06,4.314711571140606e-06,45.70808792347407
96|6.982509451525232e-06,4.320352299913566e-06,38.12608017351348
97|7.504310454820029e-06,4.310030064402781e-06,42.565941396595036
98|8.138069270025028e-06,4.31208674633865e-06,47.01339343201008
99|8.117267768170677e-06,4.3186332820965845e-06,46.79695920552538
100|7.0503906473007305e-06,4.315687601064155e-06,38.78796485246625
101|7.081101601080775e-06,4.310883506164487e-06,39.121287208948885
102|7.055070610384462e-06,4.311564705261617e-06,38.88700846005196
103|8.114936590253308e-06,4.310406858110127e-06,46.88304942163968
104|7.907680998009425e-06,4.313669732525227e-06,45.44962380739571
105|6.996715194773628e-06,4.314141314409881e-06,38.340475575846845
106|7.799965654697871e-06,4.304975803393063e-06,44.807759495707494
107|7.340438652470027e-06,4.308762454385828e-06,41.301022208857404
108|7.52993526642598e-06,4.309901012078399e-06,42.76310672556344
109|7.823984028654252e-06,4.307574416273496e-06,44.943977384186816
110|8.047102163288855e-06,4.3106018363658904e-06,46.43286802010545
111|7.950003877432721e-06,4.311850958060859e-06,45.76290748359639
112|7.526220730191824e-06,4.310112069916272e-06,42.732053384695
113|7.208270404568395e-06,4.305401494875127e-06,40.271365345194496
114|7.928073762819565e-06,4.305104653212766e-06,45.69797428724118
115|6.939793077087586e-06,4.308515778816968e-06,37.91578897298884
116|6.975749900384187e-06,4.302287187840648e-06,38.32509408624726
117|7.376726454566551e-06,4.3004436243165856e-06,41.70254718264085
118|7.4321645611163945e-06,4.304289259238203e-06,42.08565722888608
119|6.869495594585828e-06,4.304256712828192e-06,37.34246345218449
120|7.580060276346501e-06,4.300785898081472e-06,43.261850944615446
121|6.759013735369024e-06,4.3010001480325855e-06,36.366453503030755
122|7.210369346033474e-06,4.2990517599150735e-06,40.376816309971105
123|7.293358383897441e-06,4.3014728632329025e-06,41.02205545349505
124|7.205889421157963e-06,4.29999653128732e-06,40.32663728280853
125|7.900364817459149e-06,4.302546667389606e-06,45.53989889325951
126|7.334112607892962e-06,4.3019013791223415e-06,41.34394153571298
127|7.463427407650158e-06,4.298795730051097e-06,42.40185513635802
128|7.98092646103754e-06,4.2982426542437224e-06,46.14356271508684
129|7.82306869329119e-06,4.3024907743216545e-06,45.002518282738194
130|7.268346644551116e-06,4.3025263227747246e-06,40.80460752377278
131|7.671566719658074e-06,4.2994501026072385e-06,43.956035843498896
132|8.177779744933389e-06,4.299053516731988e-06,47.43006475082064
133|8.278137833883648e-06,4.3031149115080325e-06,48.01832250370676
134|7.668911015557e-06,4.3032872714121595e-06,43.88659272897291
135|6.639623468807088e-06,4.299260472961919e-06,35.248429475559576
136|7.3719718347575736e-06,4.293012427325493e-06,41.765751096814
137|7.0750065006564e-06,4.296173930384839e-06,39.276749357244384
138|6.6529324191932915e-06,4.294787599334882e-06,35.44519425832901
139|7.381855509969171e-06,4.2906063857373056e-06,41.876315786148126
140|7.986989061237182e-06,4.29590591366491e-06,46.213699796911
141|7.529361619518227e-06,4.297634729866218e-06,42.92165860747693
142|7.488337401717615e-06,4.294826315032196e-06,42.64646363227325
143|7.487749926760046e-06,4.2967153373041356e-06,42.61673561040884
144|8.142620269602219e-06,4.2920845810812125e-06,47.28865599806623
145|7.4670180243430195e-06,4.298547692016541e-06,42.43287376563222
146|7.216527159847885e-06,4.294207693433805e-06,40.49481699000048
147|7.207460973823743e-06,4.293700248680921e-06,40.42700662168133
148|7.056988597042846e-06,4.2937037338930395e-06,39.15671430031403
149|7.700538643184984e-06,4.290019802510869e-06,44.28935427383955
150|8.200990003537356e-06,4.294239870361594e-06,47.6375429245817
151|7.891403548399012e-06,4.295777168650261e-06,45.56383864665269
152|7.685792947853543e-06,4.293127220833526e-06,44.142039084822166
153|8.007677981147765e-06,4.293980117253682e-06,46.37671335731944
154|7.499848349468152e-06,4.294588135778099e-06,42.73766700785826
155|6.495492737457198e-06,4.291018514734901e-06,33.938521861626874
156|6.937365006898233e-06,4.2843431931061104e-06,38.24250001483367
157|7.140904708435869e-06,4.286019875010538e-06,39.97931564683573
158|7.579451374084556e-06,4.290864628941904e-06,43.3881897624793
159|7.419321437218684e-06,4.2881260302607416e-06,42.20325852510508
160|7.0989866678417e-06,4.28838228927475e-06,39.59162779244176
161|7.87197768747916e-06,4.285846525675652e-06,45.55565709373718
162|7.77340767399437e-06,4.290311810706271e-06,44.807837300758834
163|6.793980905861474e-06,4.289746701857666e-06,36.85960026533622
164|7.2570800710991534e-06,4.284888197148007e-06,40.95575417153941
165|8.168550079901138e-06,4.287988835116607e-06,47.50612050886142
166|7.209830945598128e-06,4.291507790910032e-06,40.476998374973576
167|6.316056585298213e-06,4.285782139845651e-06,32.14465256974424
168|7.227921472008347e-06,4.279818259789181e-06,40.78770395661213
169|7.507226253977706e-06,4.282169548730508e-06,42.95936469929091
170|6.588031287613205e-06,4.2866881635461596e-06,34.93218267487623
171|7.390444253019268e-06,4.279749340696526e-06,42.09077026799721
172|7.937527453982796e-06,4.286884175641603e-06,45.99219718615798
173|6.877741072663923e-06,4.285902262424202e-06,37.68444875805476
174|7.919926271249267e-06,4.283775711044768e-06,45.911419319702105
175|7.628656621072594e-06,4.285302745543618e-06,43.82624676399314
176|7.440428872129701e-06,4.281513112047719e-06,42.456097818697295
177|6.294142747442777e-06,4.281437592013049e-06,31.97743102104671
178|7.912595926029553e-06,4.276935388958236e-06,45.94775938338164
179|6.845835063273853e-06,4.283560302908995e-06,37.42822806396262
180|7.45438234606155e-06,4.279654527650223e-06,42.58874405722781
181|6.843736389150479e-06,4.2798467898563786e-06,37.46330152866041
182|7.899356637253163e-06,4.2794301542414814e-06,45.82558617419805
183|6.941636671697893e-06,4.281281279716609e-06,38.32461302430242
184|7.328073452939066e-06,4.281086475543816e-06,41.57964568672816
185|8.12765543045657e-06,4.277441027156215e-06,47.37177204723196
186|7.20878849413964e-06,4.283845246533247e-06,40.57468533005533
187|7.311420960220971e-06,4.277639401806255e-06,41.49373391192383
188|7.117493610486747e-06,4.277850969458541e-06,39.896665826918955
189|7.814527126726034e-06,4.280278146140404e-06,45.2266518916844
190|7.202310476905893e-06,4.277167688471195e-06,40.61395017354677
191|6.557576523569253e-06,4.2798905468544035e-06,34.73365455253761
192|6.922462753244929e-06,4.274949857219212e-06,38.24524580915492
193|7.1358928304121605e-06,4.275266055842053e-06,40.087860658143896
194|7.459373750684506e-06,4.274057641140416e-06,42.70219211434191
195|6.304016991975914e-06,4.275760050020949e-06,32.17403989450912
196|7.889259942217564e-06,4.271896756335991e-06,45.85174290587237
197|7.98208935570699e-06,4.278212259123393e-06,46.4023507070291
198|7.000788905919819e-06,4.2784661520300915e-06,38.885942576953724
199|7.01298459127031e-06,4.273662289833169e-06,39.0607203792665
200|7.252840221738666e-06,4.2748773534384554e-06,41.05926474671914
201|8.045920045773869e-06,4.273706940338684e-06,46.88355196142603
202|7.744537093401505e-06,4.277527381191248e-06,44.767165169422654
203|6.342356841493313e-06,4.2764944474527056e-06,32.57247180614641
204|7.227386563002369e-06,4.2702314200226965e-06,40.915967579728076
205|7.003105927161357e-06,4.273562698386968e-06,38.97618081411463
206|7.310743561639299e-06,4.270985206389355e-06,41.57933224740733
207|7.801693311826341e-06,4.273136825716506e-06,45.22808504611438
208|7.1651460231692e-06,4.273858387193741e-06,40.35211043328633
209|7.045123830096145e-06,4.268688964970124e-06,39.409312484549055
210|7.047516152880462e-06,4.269287760649831e-06,39.42138381754702
211|6.7946417665609715e-06,4.2716186179347915e-06,37.132541130320384
212|7.469183506358945e-06,4.2668321693639655e-06,42.87418208788998
213|7.021156621433988e-06,4.272351542766728e-06,39.15031706137684
214|7.527915081517733e-06,4.267487550890792e-06,43.3111624576083
215|7.232077877006304e-06,4.267751460673708e-06,40.98858539338172
216|7.0674560497252514e-06,4.269381017607543e-06,39.59097888166541
217|6.557538251961148e-06,4.26840632172798e-06,34.9084037679622
218|6.993737796889832e-06,4.264511568763396e-06,39.0238568757917
219|6.24859591535909e-06,4.266563966126569e-06,31.719637116566837
220|7.267302926550201e-06,4.262571605906373e-06,41.345893394183555
221|7.094376753613574e-06,4.266509538553009e-06,39.860685628517956
222|7.385682826210882e-06,4.264619684946069e-06,42.25828829513965
223|7.76550966374856e-06,4.267263744139882e-06,45.04850384694529
224|7.3140059591025874e-06,4.267427151205538e-06,41.654037813647854
225|7.743725571884852e-06,4.267931636547928e-06,44.88529330063672
226|6.953557211808459e-06,4.268725012579466e-06,38.61091693715611
227|7.091601331943309e-06,4.264581704660486e-06,39.86433380777957
228|6.799988400807422e-06,4.265217317112047e-06,37.276108932691706
229|6.9412525451895135e-06,4.261950138584325e-06,38.599696368374055
230|7.127727196909461e-06,4.2631432588535745e-06,40.18930381199147
231|6.459223481414256e-06,4.2617854614235284e-06,34.020157783882645
232|7.106734134509907e-06,4.26166920419746e-06,40.033366613462704
233|6.394947265064843e-06,4.261093803137328e-06,33.36780388455445
234|7.484084175501948e-06,4.261479128686574e-06,43.05944416504693
235|7.205322571479655e-06,4.262495107099085e-06,40.84241108134377
236|6.938539285350487e-06,4.2638573081177356e-06,38.54819966040799
237|6.1701081763843035e-06,4.262391851028724e-06,30.918685229170574
238|6.305134294670722e-06,4.257803723817233e-06,32.470847965664284
239|6.32676333900406e-06,4.2570285767595806e-06,32.71395896041673
240|6.336981828169996e-06,4.259491690916661e-06,32.78358994211091
241|5.814872507947655e-06,4.259085653046668e-06,26.755304656715474
242|6.188077067648123e-06,4.255518371465428e-06,31.230359206195136
243|6.943071169551729e-06,4.2565830273844085e-06,38.69308086526168
244|7.148066365481043e-06,4.261136496097606e-06,40.38756387776144
245|6.79116430379878e-06,4.261647337244767e-06,37.24717667542036
246|6.798717548051059e-06,4.25810709892005e-06,37.36896600240891
247|6.228142485298349e-06,4.258036685911293e-06,31.632317405029337
248|6.540760140616442e-06,4.254759366162375e-06,34.950078053750794
249|6.263030917885715e-06,4.256071306940612e-06,32.044542606578986
250|6.336260550021677e-06,4.253308624413421e-06,32.87352073299969
251|8.020287642906965e-06,4.253741421322843e-06,46.96273237675216
252|6.872729908735664e-06,4.260538595701746e-06,38.00806008269962
253|7.024105113551116e-06,4.253032905410237e-06,39.4508932218973
254|6.55017882422726e-06,4.2564934350508565e-06,35.0171415273841
255|6.695895347519354e-06,4.2556031765172975e-06,36.444598434563616
256|7.709014516521506e-06,4.254080321786091e-06,44.816807483382
257|6.27433186917159e-06,4.2564859690230605e-06,32.16033104756617
258|6.412463259941603e-06,4.2507863664553724e-06,33.710554054791054
259|6.430494170928114e-06,4.251937937738148e-06,33.87851967954641
260|6.213274094335475e-06,4.2492229379575974e-06,31.61056677297507
261|6.858413092558635e-06,4.249629570907132e-06,38.0377134833425
262|7.517101452414465e-06,4.253437117185399e-06,43.41652638173174
263|6.230050079381044e-06,4.254770358258497e-06,31.705679664757866
264|7.043774161274996e-06,4.250009594031212e-06,39.662892410765245
265|6.590572986020504e-06,4.251408485700381e-06,35.492581681165014
266|6.426402357817551e-06,4.247520392297588e-06,33.905159437603686
267|6.551893314110657e-06,4.246999518286998e-06,35.17904955594537
268|7.19133460336252e-06,4.249580207726922e-06,40.906932549906585
269|6.871443422262757e-06,4.250714109588216e-06,38.13942939824918
270|6.482647256333962e-06,4.251637379937279e-06,34.41510525220763
271|5.906517446696569e-06,4.250560227347933e-06,28.036101379414184
272|6.2665998701305625e-06,4.245288579340922e-06,32.25531121628046
273|7.464870912521349e-06,4.2455112190253885e-06,43.1267965812497
274|7.317746559820648e-06,4.249328249272821e-06,41.93119132323478
275|6.854072619688623e-06,4.246982561184609e-06,38.03709419440689
276|6.179138247297544e-06,4.247717294347808e-06,31.2571247907335
277|6.411515928839151e-06,4.2442397614195215e-06,33.80286645894725
278|6.422170130804261e-06,4.246196862567331e-06,33.882211525349746
279|6.743915722751126e-06,4.243074588572426e-06,37.082923882662364
280|6.663466531442452e-06,4.244524474117384e-06,36.3015563432482
281|6.40605571966546e-06,4.246956686770886e-06,33.70403142555443
282|7.131939844029489e-06,4.246953285047539e-06,40.45163899408265
283|6.908931776905547e-06,4.244431442756991e-06,38.566024679172095
284|7.506015280434042e-06,4.2438616389972594e-06,43.46052491979667
285|6.6616279861264616e-06,4.246863969825654e-06,36.24885720622357
286|6.1795725683211344e-06,4.244256590624218e-06,31.317958585324984
287|6.4035392117745005e-06,4.238834899084054e-06,33.80481076324322
288|6.978614413455375e-06,4.242890485173234e-06,39.20153437632874
289|6.674276975537907e-06,4.244947209741667e-06,36.39839603151097
290|6.579971587150624e-06,4.242759032990762e-06,35.5201010096149
291|6.207642886835174e-06,4.242752112304515e-06,31.6527675697597
292|6.645385975723173e-06,4.238484672569598e-06,36.21913477932556
293|6.067684098276516e-06,4.238908731579727e-06,30.139594235241084
294|7.005828829065308e-06,4.239870980526916e-06,39.480808281572244
295|6.314703091980789e-06,4.240386616061187e-06,32.84899457195117
296|7.119759635187961e-06,4.2403626636655645e-06,40.442333998068754
297|6.286803744259828e-06,4.239849713982835e-06,32.55953443983306
298|5.722780329620036e-06,4.239108635673006e-06,25.925714573872852
299|6.546548196872948e-06,4.235962041576613e-06,35.2947245756171
300|6.931724332304157e-06,4.237397689621503e-06,38.869500769472175
301|6.942966611411805e-06,4.239909069170267e-06,38.93231371440932
302|5.984430242023109e-06,4.239184438148413e-06,29.163107151278183
303|6.9143345085009855e-06,4.233062309566549e-06,38.7784564897444
304|5.7195939628940096e-06,4.238803015255144e-06,25.889791430047822
305|6.408138792046714e-06,4.231587185543617e-06,33.965425486796015
306|7.3050211133462994e-06,4.23591648512911e-06,42.01363118047564
307|6.570119666093888e-06,4.2372003115076495e-06,35.50801923175961
308|6.516078226326272e-06,4.232302281081957e-06,35.04831995443823
309|6.678746303556693e-06,4.236587193062746e-06,36.566130819992395
310|7.51781245345029e-06,4.232270176984798e-06,43.70343496607975
311|6.16188898394654e-06,4.237735957701716e-06,31.22667466515196
312|6.0336349534395595e-06,4.229397644550659e-06,29.902990863913132
313|6.699617929761814e-06,4.232316795693691e-06,36.827490163395645
314|6.218299949622974e-06,4.232368352674598e-06,31.936889713221156
315|7.06182210574724e-06,4.232963402017731e-06,40.05848152741276
316|6.201616493228812e-06,4.232720563379644e-06,31.748108448803507
317|6.64941373695882e-06,4.2321236062292655e-06,36.35343244313036
318|6.571621056217225e-06,4.230348096712078e-06,35.627023218116555
319|7.149916371851361e-06,4.229661426435882e-06,40.84320422141278
320|5.993625120659374e-06,4.232325643727108e-06,29.38621354314032
321|7.3153564557060236e-06,4.22903896080129e-06,42.189570851293055
322|6.228624978454889e-06,4.231241769403482e-06,32.067803342799586
323|6.427754613902437e-06,4.226739170221094e-06,34.24236885024855
324|6.737324893535401e-06,4.227457552019587e-06,37.25317364350475
325|6.965469433239946e-06,4.229191768345686e-06,39.28346382278929
326|7.2947446243532e-06,4.228327338040572e-06,42.03597856017498
327|6.342420344473965e-06,4.228794361793575e-06,33.32522708814078
328|5.484722425563859e-06,4.224767158333975e-06,22.97208809250459
329|7.066385649068252e-06,4.2234249857386885e-06,40.232175322959144
330|6.16728763436214e-06,4.227457088390452e-06,31.45354426415232
331|5.855036267377045e-06,4.223976162620602e-06,27.857386876394703
332|5.551708318840554e-06,4.2242905191614e-06,23.91007818574262
333|5.824391751119151e-06,4.221035654339289e-06,27.528301070610144
334|5.9934311007481256e-06,4.219896826640479e-06,29.591301614967534
335|4.986095635928223e-06,4.221806122473026e-06,15.328416646242577
336|5.701355758169768e-06,4.217994282740278e-06,26.017697164466615
337|5.812666207027917e-06,4.219241951375352e-06,27.412966767746
338|6.36918302010514e-06,4.2212967397148304e-06,33.72310504518762
339|6.311133995851037e-06,4.2208055308634584e-06,33.12128163277421
340|6.205518305435476e-06,4.2222844882644495e-06,31.959196952716937
341|5.94804541886873e-06,4.219313629150179e-06,29.063863302633326
342|6.220059452388682e-06,4.218210980511117e-06,32.183751412678184
343|5.73276144066881e-06,4.220015629385898e-06,26.387733502240902
344|5.7625045286613386e-06,4.217138384277064e-06,26.81761266647146
345|7.0002319088047216e-06,4.217984338694691e-06,39.74507711109666
346|6.761301712288059e-06,4.221936666937154e-06,37.55733959831784
347|7.024774571817716e-06,4.220151591738386e-06,39.92473995295214
348|6.4847471881179786e-06,4.221253172786987e-06,34.90489219808597
349|6.435399460436031e-06,4.217646857540558e-06,34.46177065666113
350|6.874462568973172e-06,4.216919753829984e-06,38.65819020002521
351|6.485792384935962e-06,4.219069035471534e-06,34.94905810937099
352|6.574239715284591e-06,4.216499679188246e-06,35.8633110170106
353|5.110951527775853e-06,4.21597775179805e-06,17.510903226414893
354|6.142520152963016e-06,4.210526947545645e-06,31.45277764347944
355|7.453747549845957e-06,4.216215424790448e-06,43.43495809866028
356|6.0478586938472745e-06,4.218347301687686e-06,30.25056445218905
357|6.226277189824714e-06,4.212717877649652e-06,32.33969916189595
358|5.718540677435158e-06,4.211933008591018e-06,26.346016472158308
359|5.447404705982706e-06,4.212021394778276e-06,22.67838315459927
360|5.612371601237953e-06,4.2089912017928555e-06,25.005122596221998
361|5.493936027001212e-06,4.207985432103101e-06,23.40672677253632
362|5.805673179537507e-06,4.208804647021225e-06,27.505312185752288
363|7.037412139254684e-06,4.21293748686935e-06,40.13513201295139
364|4.761682741438733e-06,4.213641904726728e-06,11.509394188375
365|6.104980574406227e-06,4.206424543795606e-06,31.098477832507687
366|6.497939670779829e-06,4.212247917578793e-06,35.17563826391645
367|6.322563467442421e-06,4.2121280579010545e-06,33.37942624710531
368|5.422187045134308e-06,4.208146231476917e-06,22.390242231625543
369|5.305396099331006e-06,4.204258075901635e-06,20.75505773392153
370|6.309264028558914e-06,4.20456198035879e-06,33.358915377026236
371|5.588589156779733e-06,4.2078886970386975e-06,24.705706950493123
372|6.362441567375754e-06,4.205068485418906e-06,33.90794334393669
373|6.7780524712901524e-06,4.205792107470074e-06,37.94984436481453
374|6.17423615967283e-06,4.2083315587859715e-06,31.840450381979412
375|5.9370502221156585e-06,4.206089656122458e-06,29.1552286275991
376|5.7739621643904115e-06,4.206310872945096e-06,27.150356147351392
377|5.22552747650451e-06,4.202440758049875e-06,19.578630541217716
378|5.030118011895013e-06,4.2003893518938185e-06,16.495212598175364
379|5.547162102992331e-06,4.199981141539411e-06,24.28594903917094
380|4.997219170910228e-06,4.20288456304263e-06,15.895532709303037
381|5.888732394154772e-06,4.200628699990716e-06,28.66667359243032
382|4.947958121448437e-06,4.201854213903289e-06,15.07902632221022
383|5.759073688160754e-06,4.197287440277364e-06,27.1187057580812
384|6.5743881627611245e-06,4.202782701412389e-06,36.07340185330195
385|5.530796959085649e-06,4.204130876317436e-06,23.98688819318975
386|5.897495652718021e-06,4.199312259700605e-06,28.794991857853464
387|5.821675226336254e-06,4.197946147144194e-06,27.891096910500778
388|6.05674988385374e-06,4.198406601929605e-06,30.682186280766864
389|5.490198782709399e-06,4.200505092200046e-06,23.490837792086136
390|6.312134134489611e-06,4.197867342625727e-06,33.49527666580298
391|5.218445792820603e-06,4.198658334786387e-06,19.541976644410333
392|5.868025451327696e-06,4.193661322204889e-06,28.53368893865255
393|5.675830112572555e-06,4.1979203988518066e-06,26.03865310286551
394|5.389789465404249e-06,4.197420491180992e-06,22.12273748124642
395|6.077444138163912e-06,4.192707084627045e-06,31.01200127371758
396|5.577301315895511e-06,4.19745653523762e-06,24.740366397728646
397|6.038714590594907e-06,4.196643674347911e-06,30.50435467037901
398|5.618731987233616e-06,4.192557344850911e-06,25.382499923881976
399|6.141881746302147e-06,4.194821297431872e-06,31.701366605479578
400|5.440743622742161e-06,4.1950223561570965e-06,22.896158190177967
401|5.701851976347427e-06,4.189615880889619e-06,26.52184065336852
402|5.8040739876474845e-06,4.193305894517607e-06,27.75237008621863
403|5.670602256202528e-06,4.1915538986359024e-06,26.08273849481925
404|5.0637150312837775e-06,4.192837860017562e-06,17.19838430650049
405|4.20369606946025e-06,4.188301483409873e-06,0.36621548741875265
406|4.643915033852863e-06,4.185603394546433e-06,9.869078912199392
407|6.381835903290778e-06,4.186674921413669e-06,34.39701388663378
408|6.057601848574734e-06,4.191099417738542e-06,30.81256374212434
409|5.1711877349092106e-06,4.188960499362793e-06,18.994228906362896
410|5.842401023414823e-06,4.187112223164036e-06,28.332337914101075
411|5.211412361205703e-06,4.18975592175741e-06,19.604214148425676
412|5.060579803206622e-06,4.186412720486032e-06,17.27404994515996
413|6.175132775787517e-06,4.18585291050988e-06,32.21436586882043
414|5.1760459633953815e-06,4.188630784440761e-06,19.076630809261516
415|5.691598667922904e-06,4.184065023338235e-06,26.486998338110674
416|5.6067661819980685e-06,4.18314820649357e-06,25.391070882809093
417|5.7166037059630526e-06,4.184130556694754e-06,26.807405727106094
418|5.782440534396471e-06,4.186377443815559e-06,27.601893717485463
419|6.281836168575694e-06,4.184212015090338e-06,33.391895254742984
420|4.61346771718496e-06,4.184411862340198e-06,9.300072768398232
421|5.717859676401815e-06,4.178481535888068e-06,26.922279098014887
422|5.688995556418774e-06,4.183109059141543e-06,26.47016476534546
423|6.070494496412948e-06,4.182054096801835e-06,31.10851020006676
424|5.059429615705824e-06,4.184162410325598e-06,17.29972095398189
425|4.679559725495608e-06,4.179098883838606e-06,10.694613831518069
426|5.4959211608363034e-06,4.177064750976456e-06,23.997003800890766
427|5.661101107001798e-06,4.178336052262921e-06,26.192166977992223
428|5.4448032766885035e-06,4.1811438222794095e-06,23.208541983864734
429|4.7907760558629775e-06,4.178406506127885e-06,12.782262050960849
430|6.349263257376947e-06,4.177062162824541e-06,34.211860597032505
431|5.653109289127656e-06,4.18021729586826e-06,26.05454658540098
