result_new_OneBody2_zook_numericalmethod_E-0.05_ecc0.30_EU1.txt
122|0.0006480861736761767,7.941881699835562e-06,98.7745639357207
123|0.0006534918164255998,7.944977339136017e-06,98.78422695748623
124|0.0006589512465087211,7.947867917579288e-06,98.79386100873336
125|0.0006644635338117766,7.950539956169678e-06,98.80346481761603
126|0.0006700277792477394,7.952980798364706e-06,98.81303715387834
127|0.0006741597306971769,7.954048191649576e-06,98.8201537663153
128|0.0006796194103309006,7.943198246707084e-06,98.831228460229
129|0.0006854605323942664,7.942147481898587e-06,98.84134138924713
130|0.0006897353101500414,7.952179416292893e-06,98.84706795501552
131|0.0006954654811766048,7.939602785000943e-06,98.85837572102521
132|0.0007008989797885334,7.946225093036219e-06,98.86628097312487
133|0.0007054397404830937,7.94139782023251e-06,98.8742627662578
134|0.0007113040256809811,7.93790592368282e-06,98.88403472536469
135|0.000715719172993623,7.94256068559207e-06,98.89026855989188
136|0.0007214528986416724,7.935851773055447e-06,98.900018034719
137|0.0007263050358030654,7.938357624581727e-06,98.90702153595777
138|0.0007321209989106237,7.942460474197333e-06,98.91514374181105
139|0.000736477674691649,7.94314842522681e-06,98.92146786003357
140|0.0007425097662245861,7.932734908067118e-06,98.93163224661645
141|0.0007470812698198159,7.941257198496032e-06,98.9370290061734
142|0.0007525970723714082,7.938806396268205e-06,98.94514519286486
143|0.0007572397922590568,7.933883454214197e-06,98.95226273958144
144|0.0007631938201129174,7.930937638178648e-06,98.96082260768237
145|0.0007676779468495099,7.935401708181189e-06,98.96631110210376
146|0.0007738476362986191,7.929146192964254e-06,98.97536080475867
147|0.0007781653825533752,7.941416532375456e-06,98.9794693119967
148|0.0007841695727970333,7.93184194591845e-06,98.98850424435284
149|0.0007885480914771037,7.941898058305696e-06,98.99284544035494
150|0.0007943783666695126,7.930575808501317e-06,99.00166266589676
151|0.000798726292957852,7.935963093785858e-06,99.00642270528026
152|0.0008046158261514336,7.932219048711886e-06,99.01416069745328
153|0.0008090205250645965,7.936968048127824e-06,99.0189410772373
154|0.0008144792435214043,7.930249871890283e-06,99.02634107192176
155|0.0008199619298441263,7.929877378742844e-06,99.03289688336503
156|0.000824354284882034,7.928057682349277e-06,99.03827058004754
157|0.0008296369051237207,7.927414179320635e-06,99.04447184902672
158|0.0008353498874447141,7.923284703892364e-06,99.05150107482157
159|0.0008395672734407,7.928956918590302e-06,99.05559004389298
160|0.0008450778401210002,7.92473614730227e-06,99.06224778700059
161|0.0008503563779136414,7.926889443510277e-06,99.06781560656263
162|0.0008553985187331747,7.92592876130982e-06,99.07342266934856
163|0.0008604586999174657,7.923084842431649e-06,99.07920219259894
164|0.0008657014444990452,7.918704415743605e-06,99.0852846017456
165|0.0008705378191624646,7.923685410915482e-06,99.08979423564404
166|0.0008755564191531562,7.915906094169145e-06,99.0958999419106
167|0.0008805934170794671,7.917498438203552e-06,99.10089057167127
168|0.0008866486493692705,7.91744497874447e-06,99.1070369323433
169|0.00089145387136913,7.923092843142854e-06,99.11121673284404
170|0.000896006324620835,7.919768020059337e-06,99.1161035583749
171|0.00090156657683238,7.913253284641542e-06,99.1222774348574
172|0.0009063183616788706,7.912322242731307e-06,99.12698202118796
173|0.0009116298196971684,7.913677690041254e-06,99.13191982984166
174|0.000917124678593062,7.907956124597604e-06,99.1377447026364
175|0.000921368238084419,7.911700450335957e-06,99.14130961722917
176|0.0009266089372639286,7.906661114276403e-06,99.14671003091951
177|0.0009318596632139631,7.906885281627751e-06,99.15149398629863
178|0.0009372996233505404,7.905574880950894e-06,99.15655840629798
179|0.0009420072880601538,7.9124066640901e-06,99.16004825393826
180|0.0009469017184038364,7.904941154990297e-06,99.16517828605112
181|0.0009525979838587162,7.906719947214924e-06,99.16998355222347
182|0.000957220830509975,7.902759836753148e-06,99.17440578131351
183|0.0009631111366541489,7.901177127678238e-06,99.17961937859768
184|0.0009676440146861864,7.903794003283338e-06,99.18319197108384
185|0.0009729664754596357,7.907336547319233e-06,99.18729609428898
186|0.000977998934933666,7.904877746156558e-06,99.19172941157726
187|0.000983516170250276,7.900560436979731e-06,99.196702537695
188|0.0009884476664572261,7.904723535290259e-06,99.2002891196433
189|0.0009933821132515064,7.905500416072186e-06,99.20418333382347
190|0.0009980207774704652,7.904781364587166e-06,99.20795422870631
191|0.0010039177098937202,7.90210193279961e-06,99.21287353984061
192|0.0010079557543480888,7.903326606495398e-06,99.2159054033471
193|0.0010137457040251263,7.89457762806478e-06,99.22124674889186
194|0.0010187329996487193,7.901972477242225e-06,99.22433331599477
195|0.0010239132963638653,7.895090670118066e-06,99.22892976405764
196|0.0010287851918118207,7.896380550320714e-06,99.23245585053434
197|0.0010336558963661702,7.895858940898393e-06,99.23612306874499
198|0.0010379029874254542,7.892642939211214e-06,99.23955870299697
199|0.001043911420979704,7.885946178731729e-06,99.24457707615356
200|0.0010490901679212072,7.895175054173365e-06,99.24742645621988
201|0.0010544654535662445,7.89014321611603e-06,99.25173999874237
202|0.0010595208924746302,7.893291220639753e-06,99.25501315956082
203|0.0010642535072671322,7.89342018059358e-06,99.25831391424184
204|0.0010686603559841856,7.89054448979698e-06,99.2616415079298
205|0.0010743104853769836,7.885741121427259e-06,99.26597187416819
206|0.0010785891950737536,7.884403851576849e-06,99.26900771048075
207|0.0010841125502540905,7.884840698579865e-06,99.2726916871563
208|0.0010884428132342805,7.88854878308598e-06,99.27524453401044
209|0.001094546777256511,7.87757356590646e-06,99.28028899910046
210|0.0010987371401709467,7.881138847309899e-06,99.28270934337546
211|0.0011047078564594415,7.875395585443812e-06,99.28710603990052
212|0.0011085492577338485,7.885378735750237e-06,99.2886758363927
213|0.001113841408406202,7.875254855349567e-06,99.29296443857135
214|0.0011197007380943091,7.877746140749764e-06,99.29644181943138
215|0.0011243039454882364,7.882806288606048e-06,99.29887230937513
216|0.0011298040192331271,7.880572901797223e-06,99.30248319463881
217|0.0011337096228842825,7.881197809922469e-06,99.30483100338587
218|0.0011387257094153114,7.871870746356535e-06,99.30871230171853
219|0.0011444101769892967,7.875930025491584e-06,99.31179133287581
220|0.001149059734983915,7.873080365428109e-06,99.31482410133026
221|0.0011542493040064272,7.871558089789232e-06,99.31803657472724
222|0.0011594247638164745,7.872295295641152e-06,99.32101715080434
223|0.001163889995240197,7.870397093157067e-06,99.32378514074838
224|0.001168565328132587,7.864044716754393e-06,99.32703422500808
225|0.0011744687721062519,7.867022109309119e-06,99.33016336439489
226|0.0011790734065471042,7.87278190372831e-06,99.33229077511098
227|0.0011838880527044182,7.862886338472208e-06,99.33584207387594
228|0.001188918119973792,7.861276140275208e-06,99.33878742293469
229|0.00119422852852491,7.86779052930342e-06,99.34118216560933
230|0.0011988032344296684,7.864274463642573e-06,99.34398955243194
231|0.0012039516163140362,7.857541509892485e-06,99.34735404617432
232|0.0012083623575218638,7.859414276722987e-06,99.34958133809785
233|0.0012136282469015214,7.856713317266895e-06,99.35262603376894
234|0.0012188762731666358,7.857524984444808e-06,99.35534679299064
235|0.0012236126810227788,7.854536264062517e-06,99.35808639564792
236|0.001227725941665092,7.858046750186531e-06,99.35995107022589
237|0.0012332926600304717,7.848851472758156e-06,99.36358564944639
238|0.0012381016196298944,7.851850803319849e-06,99.36581531928962
239|0.0012437513349343732,7.85028784378028e-06,99.3688217553395
240|0.0012483920161292517,7.851069328879134e-06,99.37110545185782
241|0.0012532548725081583,7.854999635625859e-06,99.37323206891624
242|0.0012579648636439345,7.848678126975983e-06,99.37608129179056
243|0.0012635076909965903,7.849010410510004e-06,99.37879203534415
244|0.0012686508261232632,7.851436812700285e-06,99.38111916604409
245|0.0012733927127337452,7.851019477200794e-06,99.38345654104255
246|0.001277980617286012,7.846565443614395e-06,99.38601843114978
247|0.0012827598553490915,7.848795231524264e-06,99.38813214345656
248|0.0012877659326937518,7.841873182812265e-06,99.39104825001787
249|0.0012923658477275168,7.843325759537834e-06,99.39310329398371
250|0.001297395487655173,7.840584979490473e-06,99.3956673154721
251|0.0013026562624967042,7.838317163333386e-06,99.3982820035494
252|0.0013064697279094872,7.843225729331493e-06,99.39966265105265
253|0.001312130884670637,7.833693455694402e-06,99.40297926470492
254|0.0013169847217371355,7.837562350232474e-06,99.40488585623875
255|0.0013222486647794796,7.835745016393503e-06,99.40739248031683
256|0.0013258679327750045,7.834505016290905e-06,99.40910366540855
257|0.001332167570832432,7.825479958256665e-06,99.412575404957
258|0.0013368252524932345,7.834302882869792e-06,99.41396208156164
259|0.001341881345922502,7.834365549186373e-06,99.41616555196984
260|0.0013465116844812997,7.834767517422847e-06,99.41814336943976
261|0.001351530263154821,7.831022799109633e-06,99.4205810248873
262|0.0013567885261851487,7.827578439645322e-06,99.42308043673881
263|0.0013605377428413945,7.831365017807457e-06,99.4243919318657
264|0.0013657445386305866,7.819567626299317e-06,99.42745019986388
265|0.0013711966553051624,7.820701625860238e-06,99.42964405611683
266|0.0013751262481216386,7.829088767508097e-06,99.43066400061795
267|0.0013798335206010037,7.8219158261561e-06,99.4331261192474
268|0.0013843726398672374,7.815259801091656e-06,99.43546559820474
269|0.0013896876047008178,7.815390294041435e-06,99.43761531241951
270|0.0013941445991907386,7.815999527593931e-06,99.43936952220517
271|0.0014000646167593445,7.812231972437189e-06,99.44200918451037
272|0.001404847159476752,7.82128491749745e-06,99.44326435336848
273|0.00140903874893894,7.814077642720463e-06,99.44543202601031
274|0.0014144168194922813,7.813409474977107e-06,99.44758791274967
275|0.001418923572566122,7.814644652270886e-06,99.44925542126711
276|0.0014237645344623573,7.81032883168109e-06,99.45143114309766
277|0.0014288593851050635,7.806122736653265e-06,99.45368152961537
278|0.0014330752864060159,7.809234496392037e-06,99.45507158134193
279|0.0014380460169007847,7.80803457978152e-06,99.45703861434079
280|0.0014433378797580332,7.806982461389111e-06,99.45910222610537
281|0.0014488887451467036,7.805984747477623e-06,99.46124333054384
282|0.0014528292420861177,7.812322737166255e-06,99.46226834435487
283|0.0014578005013632378,7.801995705492004e-06,99.46481046630207
284|0.0014623093324344083,7.802867731498964e-06,99.46640101663654
285|0.0014671216537731624,7.799728884094748e-06,99.46836522628949
286|0.0014721980771179588,7.796603185283857e-06,99.47041072078108
287|0.0014763711286418513,7.800853184747325e-06,99.47161976867405
288|0.0014820418091963106,7.799428914267992e-06,99.47373759189037
289|0.0014860399991309947,7.802226148712066e-06,99.47496526652886
290|0.0014903248574835715,7.797033836354217e-06,99.47682320420263
291|0.0014956335823574918,7.790393626194714e-06,99.47912418401872
292|0.0014997240187204497,7.79485853641404e-06,99.4802471361988
293|0.0015048351405075877,7.784203472027684e-06,99.48272051452746
294|0.0015102205801458268,7.784631803176012e-06,99.48453676863387
295|0.0015151270851223586,7.792257365579758e-06,99.48570272143537
296|0.0015198551951733918,7.787440166495685e-06,99.48761959749677
297|0.0015236501859181573,7.788593187285642e-06,99.48882012030916
298|0.0015293568852934314,7.785337750476629e-06,99.49094041911722
299|0.0015329273141651,7.786314943913908e-06,99.49206235207866
300|0.0015387093854055678,7.777843253009564e-06,99.4945216213808
301|0.0015432392544054707,7.784213954309394e-06,99.49559253809234
302|0.0015475886450486698,7.775745650917543e-06,99.49755733374013
303|0.0015529539118794844,7.77306556543067e-06,99.49946579187123
304|0.0015565939282291552,7.780183294059384e-06,99.50017900282378
305|0.0015617108900265464,7.772016262563852e-06,99.50233962558642
306|0.001566595094533163,7.773659055132498e-06,99.5037863272865
307|0.0015709847588070147,7.773664858490292e-06,99.50517248401611
308|0.0015760697719002792,7.770999813416779e-06,99.50693808408957
309|0.0015805041334688852,7.767199150521265e-06,99.50856192109578
310|0.001585631724844383,7.768974588984179e-06,99.51003915554561
311|0.0015905021569597722,7.76936695956465e-06,99.5115148429339
312|0.0015948709625588364,7.768086335957491e-06,99.51293323921992
313|0.0015995362779817057,7.764401765086859e-06,99.51458420343651
314|0.0016043196871518006,7.766598463021523e-06,99.5158945860217
315|0.0016089178499241186,7.758378057332038e-06,99.5177890494721
316|0.001613816146488034,7.757456859991407e-06,99.51930975056402
317|0.0016181087838074149,7.763867795773649e-06,99.52018876150557
318|0.0016234024270032066,7.757458210022605e-06,99.52214816973368
319|0.0016277053483477744,7.760726298045029e-06,99.52321061634879
320|0.0016321954165876562,7.758758423292988e-06,99.52464280046112
321|0.0016368674282816187,7.755083347049663e-06,99.52622410263298
322|0.001641845507085904,7.75112752826601e-06,99.52790152941836
323|0.0016465134161744999,7.75333343483453e-06,99.52910596666449
324|0.0016506681477848062,7.7538116176612e-06,99.53026223786611
325|0.0016556786858377137,7.74909389633649e-06,99.53196873508004
326|0.0016598225011303924,7.746328057223195e-06,99.53330382905716
327|0.0016644788286805934,7.747268250923867e-06,99.53455291125181
328|0.0016697847942008792,7.738997126693903e-06,99.53652727264189
329|0.0016739184449088285,7.746611817793791e-06,99.53721689121983
330|0.0016775290611317217,7.741343443612436e-06,99.53852701434634
331|0.001683303976006023,7.73211679927499e-06,99.54065831783865
332|0.001686882490312236,7.736097080268678e-06,99.54139680003219
333|0.001692625353881816,7.731342209993386e-06,99.54323369951523
334|0.0016964937170307337,7.739516410865122e-06,99.54379339379983
335|0.001701350074820418,7.731446322267743e-06,99.54556993080429
336|0.0017063434819073464,7.732701313045709e-06,99.5468262167004
337|0.001710300502778317,7.732401680726753e-06,99.54789221729364
338|0.0017152450381026085,7.72700765772072e-06,99.54950998335093
339|0.0017194581625288308,7.730923654136745e-06,99.55038605633959
340|0.0017246544177691447,7.721899866197646e-06,99.5522639326094
341|0.0017296707260125999,7.722418081002047e-06,99.55353247500439
342|0.0017339409640682035,7.728987668542686e-06,99.55425312460414
343|0.001737512483196646,7.721675013172558e-06,99.5555902424962
344|0.0017428782612887161,7.7199523396132e-06,99.55705728213599
345|0.0017471897986940377,7.721267598626014e-06,99.5580750526132
346|0.0017519632143763175,7.716354895492827e-06,99.55955953685707
347|0.001756482747890864,7.720479757722387e-06,99.56045797961904
348|0.0017602970910521876,7.712121606218147e-06,99.56188522690745
349|0.0017662525169370724,7.708191640531936e-06,99.56358495930701
350|0.001770256839441764,7.71690342560305e-06,99.56408001067028
351|0.0017740804828738632,7.709772201991427e-06,99.56542150841419
352|0.001779151526857703,7.708513768633907e-06,99.5667309022156
353|0.001783150001753775,7.70874960664969e-06,99.56768922417811
354|0.0017887510725174138,7.702561637401573e-06,99.56938884589674
355|0.001792908846389274,7.708714047538479e-06,99.57004428512565
356|0.0017963527678892532,7.699290737406272e-06,99.57139316536066
357|0.0018019276736556122,7.694364573040957e-06,99.57299259645471
358|0.0018055152111395856,7.701960228700955e-06,99.57342036327461
359|0.0018112289774494528,7.693259769681049e-06,99.57524642850433
360|0.0018153158425651128,7.69585387594418e-06,99.57605978554841
361|0.0018192253251640977,7.692402476777715e-06,99.57716054353608
362|0.0018239724351056807,7.696079784125232e-06,99.57805942480269
363|0.0018286049945466232,7.688761188617832e-06,99.57952859083576
364|0.0018326841613669487,7.689281414258176e-06,99.58043608515048
365|0.0018377370829600892,7.686329379197332e-06,99.58175032487145
366|0.0018413677470228151,7.6913754067931e-06,99.58230095974969
367|0.0018459668616372937,7.68201015688419e-06,99.58384896736062
368|0.0018506071721029471,7.681818445348654e-06,99.58490280589265
369|0.0018556667113180936,7.678512059072773e-06,99.58621276050059
370|0.001858683255758109,7.683249380718848e-06,99.58662944012023
371|0.0018638097295040623,7.67179815497343e-06,99.58838082914103
372|0.001868763429439646,7.67266534218436e-06,99.58942554090514
373|0.0018722495594678534,7.67862954731413e-06,99.58987147260984
374|0.001877841979734285,7.669901011198021e-06,99.5915576979335
375|0.0018823153323994646,7.673445097111653e-06,99.59234008430829
376|0.001886807319368522,7.672200919017769e-06,99.59337655518607
377|0.001890567183347791,7.668111431158309e-06,99.5944015373429
378|0.001895479856744764,7.668683581485425e-06,99.5954225757558
379|0.0018998390255244857,7.668935742444205e-06,99.59633760337526
380|0.0019042029807572192,7.665848396953834e-06,99.59742482947351
381|0.0019083954889005383,7.66109083016886e-06,99.5985585338717
382|0.0019137265342852317,7.662402795816092e-06,99.59960826907393
383|0.0019173549421722669,7.663628720067095e-06,99.60030203320703
384|0.001921377454845441,7.657580349373916e-06,99.60145361703592
385|0.0019261265354977297,7.660179219826091e-06,99.60230135047453
386|0.0019301333112773378,7.652954671755197e-06,99.6035012386429
387|0.0019345303627416044,7.649563100287082e-06,99.6045777700048
388|0.001939641056903696,7.654807420820475e-06,99.60534927874542
389|0.0019434314870112601,7.64901196781409e-06,99.60641720488036
390|0.0019477789160244896,7.648065500021062e-06,99.60734427110285
391|0.0019525112105966969,7.64534857289334e-06,99.608435099814
392|0.001955652772894112,7.649190179037646e-06,99.6088676740034
393|0.0019608772835093546,7.63833019234994e-06,99.61046362989734
394|0.0019649454752572737,7.639516173441052e-06,99.61120976283371
395|0.0019693911436604594,7.634903667508297e-06,99.61232162071586
396|0.0019738028267139995,7.638026270129217e-06,99.61302992544371
397|0.001978712634816304,7.637703641094618e-06,99.61400642484887
398|0.001982457928273007,7.636952100043004e-06,99.61477356007772
399|0.001987163038001505,7.631618313297395e-06,99.61595409297807
400|0.0019917636562860608,7.632723431072463e-06,99.61678568604346
401|0.001995785586720089,7.633194543998911e-06,99.61753433861884
402|0.001999164057234104,7.629292889888006e-06,99.61837584753083
403|0.002004023440992597,7.62058601289084e-06,99.61973568487221
404|0.002007709403627267,7.622466426937535e-06,99.62034015414949
405|0.002012873992033981,7.6183433570520265e-06,99.62151911211522
406|0.0020169569828052403,7.624487896151777e-06,99.62198063909388
407|0.002020882561490467,7.617894416611648e-06,99.62304121170736
408|0.002024656314355333,7.615207236355559e-06,99.62387654722622
409|0.0020299870272815213,7.611533101581358e-06,99.6250452343149
410|0.002034044379858102,7.6159325406166545e-06,99.62557687452484
411|0.0020386304203059424,7.61683160277471e-06,99.62637506401815
412|0.0020430400851019215,7.614441123848792e-06,99.62729849603177
413|0.0020472952435497405,7.610156512072308e-06,99.62828241134008
414|0.0020509302936950746,7.610993982609671e-06,99.62890040651273
415|0.002055452648387579,7.600223932868744e-06,99.630240865007
416|0.002059953850767293,7.606818932970327e-06,99.6307286723857
417|0.0020641891013131186,7.600478463487548e-06,99.63179349902329
418|0.002068331433419779,7.600523952433491e-06,99.63252872196277
419|0.0020723787282328487,7.598591972524105e-06,99.6333396078137
420|0.002076153397940317,7.592338352679917e-06,99.6343074475994
421|0.002081546008699142,7.593340747291677e-06,99.63520668217
422|0.002084503202188337,7.594066282479162e-06,99.63568939234506
423|0.00208951530142798,7.587444683210265e-06,99.63688015694238
424|0.0020938030908022043,7.591099771886434e-06,99.63744920402338
425|0.0020979818228772373,7.5914458879111635e-06,99.63815483026922
426|0.0021014276309800906,7.588646873557536e-06,99.63888136038175
427|0.0021063015581281874,7.581058389050099e-06,99.64007725485484
428|0.0021099638190200665,7.583869454208525e-06,99.64056874407777
429|0.002113978259412619,7.580884581415148e-06,99.64139250024635
430|0.002118320971467469,7.575764026768184e-06,99.64236939874507
431|0.0021230063792865295,7.576891816185594e-06,99.64310555587063
432|0.0021264723762222104,7.577355139787301e-06,99.64366547976283
433|0.002131355633776977,7.572055471527506e-06,99.64473054841115
434|0.0021350232898305066,7.576796885899739e-06,99.64511877121016
435|0.002138379729078821,7.566198927833057e-06,99.64617140609107
436|0.0021437789742630997,7.561707233705306e-06,99.64727206841346
437|0.002148407829885457,7.5673784376562025e-06,99.64776806654723
438|0.0021528973802356077,7.5697648327377465e-06,99.64839174861604
439|0.0021566088133981864,7.569018746877987e-06,99.64903144697107
440|0.002159537148221702,7.563830191514853e-06,99.64974762310788
441|0.0021638641596819497,7.553882111821508e-06,99.6509077486208
442|0.002168506466133202,7.552753773509835e-06,99.65170711309995
443|0.0021729745831562397,7.559051148575691e-06,99.65213347605768
444|0.0021766724934302317,7.553743202493024e-06,99.65296831630425
445|0.0021806528378309764,7.5524930664983e-06,99.65365908156153
446|0.0021838289872944117,7.549020081043523e-06,99.65432182991599
447|0.0021890380627551664,7.541961890566995e-06,99.65546684551138
448|0.0021927908974337385,7.543821329392131e-06,99.6559716962424
449|0.002197498801845832,7.541122517551457e-06,99.65683155270814
450|0.0022002696621141737,7.546331790564409e-06,99.65702695808143
