result_new_OneBody2_zook_numericalmethod_E-0.05_ecc0.15_EU1.txt
geod|
newt|
num|numerrical|theoretical|relative difference(%)
1|5.833537272792455e-06,nan,nan
2|9.10063170422859e-06,6.242851608107003e-06,31.401997015149238
3|1.2984199187826562e-05,6.200712064696745e-06,52.24417020257767
4|1.6335036649550716e-05,6.402952866579881e-06,60.802335471001285
5|1.9152223650564792e-05,6.3696946934754806e-06,66.7417485839163
6|2.2586994267825844e-05,6.213368340723946e-06,72.4913892169592
7|2.548007225122717e-05,6.2368901456721915e-06,75.52247857000559
8|2.9007022732230325e-05,6.153554849674947e-06,78.78598259987021
9|3.198229823198062e-05,6.193293234701969e-06,80.6352464423304
10|3.558489034816148e-05,6.1413632330697965e-06,82.74165475014006
11|3.8653742981509254e-05,6.185657513313458e-06,83.99726123218524
12|4.119149455839022e-05,6.152957361393874e-06,85.06255374474974
13|4.434702342237529e-05,6.080517039208644e-06,86.2887820422673
14|4.810391546250514e-05,6.0776804531315065e-06,87.3655181814279
15|5.134444119825332e-05,6.118849553260475e-06,88.08274194740164
16|5.403459777930664e-05,6.12145322342883e-06,88.67123384830093
17|5.7360859592847646e-05,6.072348218921775e-06,89.41377750957041
18|6.011605265854314e-05,6.08297558102322e-06,89.88127910597476
19|6.352787831787055e-05,6.0453254011605395e-06,90.48398032291915
20|6.63858041640708e-05,6.063258286559403e-06,90.8666342708236
21|6.986321425195285e-05,6.035175214691435e-06,91.36144066757888
22|7.280842345025462e-05,6.055164588403272e-06,91.68342850804841
23|7.636885402462212e-05,6.04497451917041e-06,92.08450277750475
24|7.94001407147249e-05,6.058640492412337e-06,92.36948393557601
25|8.302110388314077e-05,6.053004444339649e-06,92.70907737765116
26|8.613863685802414e-05,6.067964024580874e-06,92.95558387511721
27|8.872550848160188e-05,6.066940599680493e-06,93.16212360626986
28|9.187082272354985e-05,6.040887313929488e-06,93.42458559219914
29|9.569449212598613e-05,6.033376017455794e-06,93.69516898682886
30|9.89234813957296e-05,6.063546994283797e-06,93.87046744743301
31|0.00010168620566375353,6.059070424058177e-06,94.0414037631675
32|0.00010503676652362515,6.044322717002615e-06,94.24551714885177
33|0.0001078194019186185,6.053673532235848e-06,94.38535789986562
34|0.00011125789033528122,6.031945041229392e-06,94.57841145194124
35|0.00011409127321826418,6.043615670137115e-06,94.70282388857623
36|0.00011761834619861133,6.025062640802048e-06,94.87744655869581
37|0.00012057894209505093,6.039669413482329e-06,94.99110764405171
38|0.00012411561761815904,6.034719532976851e-06,95.13782419264703
39|0.00012716451109717752,6.039809045788047e-06,95.25039730528866
40|0.00013083341012709582,6.038285301102064e-06,95.38475279728911
41|0.00013392726165406543,6.056492711792316e-06,95.47777454941455
42|0.00013649541607563265,6.046145474059017e-06,95.5704406434361
43|0.00013968306304867895,6.029910043281461e-06,95.68314875714026
44|0.0001434410157727939,6.032660284205349e-06,95.79432685156044
45|0.0001467189622239573,6.042366742065042e-06,95.88167292729229
46|0.00014946897208112375,6.047628591687726e-06,95.95392374251065
47|0.0001527928010052193,6.0375306780713345e-06,96.0485502992611
48|0.00015553382601751764,6.043385424092662e-06,96.11442373737273
49|0.00015894849708963932,6.024718937069906e-06,96.20964082870677
50|0.00016183564864569178,6.0332696936171715e-06,96.27197731519225
51|0.00016523555615854946,6.0274982285335454e-06,96.3521784483541
52|0.00016821621724183444,6.026495354305439e-06,96.41741120260629
53|0.00017176621370040834,6.023683985389994e-06,96.49309147845781
54|0.00017473460254180395,6.033591276377592e-06,96.54699688063553
55|0.00017837901488704233,6.031003794149115e-06,96.61899478592355
56|0.00018137833441755902,6.0430910817643735e-06,96.6682398417816
57|0.00018506104680682256,6.03122728293215e-06,96.74095257375913
58|0.00018821767918808519,6.044104420510621e-06,96.78876902181395
59|0.00019078934911398449,6.044406172023287e-06,96.8318953861454
60|0.00019398273906290342,6.032538308886615e-06,96.8901674767411
61|0.00019773010219736875,6.034276065491895e-06,96.94822589052797
62|0.00019987162614754084,6.038281112452637e-06,96.97892030557888
63|0.00020372143112901142,6.017980496153541e-06,97.04597574108807
64|0.00020704577441321703,6.0324966231206645e-06,97.08639471623258
65|0.00020984552817004953,6.03659182374372e-06,97.12331643357588
66|0.0002132027724943697,6.029639024518474e-06,97.17187588417607
67|0.0002160351001574412,6.0337411813549124e-06,97.20705516050046
68|0.00021949110927543813,6.028173153538319e-06,97.2535684140292
69|0.00022227710549671542,6.033450395293016e-06,97.2856177059665
70|0.00022576250035477585,6.017324425400261e-06,97.33466611330743
71|0.00022872446093558096,6.0235207648418054e-06,97.3664728555035
72|0.00023231136338708325,6.020587640875874e-06,97.40839726774612
73|0.00023530307144170592,6.0278104516697795e-06,97.4382780408529
74|0.00023891942933040866,6.024889975364545e-06,97.4782754201909
75|0.0002419384841729766,6.031821067509213e-06,97.50687820991855
76|0.0002444348275361108,6.028887396425375e-06,97.53353993897015
77|0.00024755653784325204,6.017684679449076e-06,97.56916753971598
78|0.0002512259112208426,6.0161063437647044e-06,97.60530021981842
79|0.00025437343758483166,6.023638098540118e-06,97.63197047784077
80|0.0002581470027411825,6.022976155151127e-06,97.66684250012783
81|0.00026017249930276876,6.031389093053008e-06,97.68177301243736
82|0.000263970739828423,6.012803410726519e-06,97.72217048956458
83|0.00026725836248076007,6.0209285290824255e-06,97.74715055753742
84|0.0002699338521754413,6.030794969191788e-06,97.76582487872913
85|0.0002732362813873124,6.022450717679817e-06,97.79588175951531
86|0.0002770801025633318,6.022712147668585e-06,97.8263642564186
87|0.0002792582391482057,6.031195681543977e-06,97.8402801292666
88|0.0002832105796422013,6.0157435282093275e-06,97.87587612870628
89|0.0002865562540588229,6.025101960460688e-06,97.89741041239886
90|0.0002893938332739765,6.024943884241907e-06,97.91808145457684
91|0.000292759307237489,6.0273054938164705e-06,97.94120789849832
92|0.00029560708253484336,6.028058818330351e-06,97.96078674210392
93|0.0002990841174277392,6.022024731322517e-06,97.98651135904016
94|0.0003019514146807012,6.023831749857322e-06,98.00503277779731
95|0.00030545863813635776,6.016665086150397e-06,98.03028484548388
96|0.0003083442003894987,6.027714340106627e-06,98.04513451769404
97|0.0003118594729585311,6.021565514657823e-06,98.06914138040035
98|0.00031487105251315484,6.0229117462284876e-06,98.08718149917041
99|0.0003183052799400343,6.026304895101475e-06,98.10675308426025
100|0.00032132386511207756,6.027236050698548e-06,98.12424886380715
101|0.00032373965892418255,6.021113181375881e-06,98.14013729384142
102|0.00032792090478395153,6.018263952967118e-06,98.16472086251036
103|0.000330238616371048,6.026210320086989e-06,98.17519514031754
104|0.0003334063934428144,6.0127167706980345e-06,98.19658024292526
105|0.0003368821732578908,6.01714246251106e-06,98.21387329453471
106|0.00034006801410058074,6.017420464132783e-06,98.23052442022582
107|0.0003436634230347124,6.02279730976818e-06,98.24747211775289
108|0.000346639181877606,6.022969419205992e-06,98.26246721833868
109|0.0003492242379401489,6.01629637486667e-06,98.27723974419618
110|0.0003522125302506396,6.013781765901172e-06,98.292570181526
111|0.0003559570166054016,6.007032100185938e-06,98.31242767526477
112|0.00035908168055875933,6.0174955649472395e-06,98.32419867379936
113|0.00036271630618145423,6.021303462944161e-06,98.339941336982
114|0.00036585452722093237,6.020801240680385e-06,98.35431823506053
115|0.00036835771865817435,6.024528575565569e-06,98.36448966034666
116|0.00037150922183215584,6.0113373159254024e-06,98.3819143744859
117|0.00037518058969077117,6.013879973565395e-06,98.39707060044815
118|0.00037821396609771796,6.022442541109285e-06,98.4076625717324
119|0.0003808720966809176,6.015297906003525e-06,98.42065145795047
