result_new_OneBody2_zook_numericalmethod_E-0.05_ecc0.00_EU1.txt
120|0.00024142536459059727,4.4979922240173664e-06,98.13690155065316
121|0.00024394806951733017,4.496941999221349e-06,98.15659865309904
122|0.0002454856882874168,4.498276480191521e-06,98.16760133286267
123|0.0002480328060876502,4.497239933343167e-06,98.18683665105416
124|0.00024951713611010007,4.507924867169777e-06,98.19334057073313
125|0.00025201078937620025,4.496451065705287e-06,98.21577041330838
126|0.0002534404268477175,4.5060370634786295e-06,98.2220527642237
127|0.00025596009547079746,4.494622459105813e-06,98.24401438402393
128|0.00025741580210514314,4.5050329013918144e-06,98.24990040838608
129|0.00025979966785705244,4.492751882523294e-06,98.27068605607482
130|0.00026128263881908254,4.502114574478355e-06,98.27691782552927
131|0.0002636936463318307,4.490882805185947e-06,98.29693173587708
132|0.00026603480527320755,4.499174339755996e-06,98.30880236323382
133|0.0002674777416320495,4.498408179287594e-06,98.31821214287216
134|0.0002698473032225479,4.4963594323377265e-06,98.33373934864582
135|0.000271235382067303,4.50508228411195e-06,98.3390506615416
136|0.000273548747554031,4.492717376791688e-06,98.35761727408227
137|0.00027587697189446203,4.500427865039569e-06,98.3686830277515
138|0.00027722457317480576,4.499118151812809e-06,98.37708537151363
139|0.0002794961166969756,4.496016462240959e-06,98.39138499834134
140|0.0002817832429595768,4.493736177835217e-06,98.40525074144318
141|0.0002839969347370186,4.500480981661781e-06,98.41530649412493
142|0.00028532070065523385,4.498233954208786e-06,98.42344633814558
143|0.00028756709850696893,4.4954726234891496e-06,98.43672219567907
144|0.0002897389539668893,4.492303897762895e-06,98.44953402493603
145|0.00029192727497395765,4.4981830100709885e-06,98.45914260307734
146|0.00029313707498346275,4.504616233802494e-06,98.46330723124782
147|0.00029526700832072095,4.490872251849964e-06,98.4790470573089
148|0.00029750834334052456,4.4973680530802085e-06,98.48832204079314
149|0.00029957949985615073,4.4939195813498145e-06,98.49992419925006
150|0.0003016681255161302,4.498604168290399e-06,98.50875721105979
151|0.0003037749390877309,4.494302135782391e-06,98.52051583014739
152|0.0003059006641397133,4.500039398891431e-06,98.5289213374064
153|0.00030794878477635734,4.495855385755476e-06,98.54006393010431
154|0.00031001601940339185,4.5007774875927e-06,98.54821131622353
155|0.0003110094661558094,4.495852282460078e-06,98.55443233351369
156|0.0003130174480538983,4.4904275089407975e-06,98.56543859236639
157|0.00031504551381544843,4.485676511123415e-06,98.5761814358826
158|0.00031699402473961413,4.490043709282077e-06,98.58355572696668
159|0.0003199577548009813,4.493974637753695e-06,98.59544750195256
160|0.00032184598365780914,4.497407292802791e-06,98.60262127813765
161|0.00032375481718993626,4.5006130164892966e-06,98.60986994554928
162|0.00032568502696328494,4.4948995814309e-06,98.61986299359792
163|0.0003275338524790783,4.498342855541182e-06,98.62660215990086
164|0.0003294043535380098,4.4919361528172885e-06,98.63634584528982
165|0.0003311925212265976,4.494694398005095e-06,98.64287563579073
166|0.00033300268315983317,4.487619037263357e-06,98.65237751399457
167|0.00033582999541081904,4.490594022854566e-06,98.6628371246704
168|0.00033757978839332736,4.4926690510038725e-06,98.66915342521357
169|0.0003392454080781704,4.494074309135954e-06,98.67527335606547
170|0.00034104165638026984,4.496115856511551e-06,98.68165199986647
171|0.00034363961959016365,4.488282431935886e-06,98.69389844009001
172|0.0003453756878322167,4.498366092064998e-06,98.6975440801003
173|0.000347027078460016,4.490900616715976e-06,98.70589331626655
174|0.0003495866159095584,4.491635079872935e-06,98.7151581681162
175|0.0003511764982544463,4.491151733176935e-06,98.72111267254483
176|0.00035279151515688056,4.492292580593471e-06,98.72664381437977
177|0.0003553138406040546,4.4835969408296705e-06,98.73813051211084
178|0.0003568679943626307,4.492544009693233e-06,98.74111882246068
179|0.00035932850105169223,4.48327477897692e-06,98.75231862603296
180|0.0003608214320447445,4.491564085995492e-06,98.75518367616297
181|0.00036321977836983876,4.491237472592502e-06,98.76349314105373
182|0.00036564447565545777,4.489329178625212e-06,98.77221468461198
183|0.00036710315861299136,4.497606088449402e-06,98.77483862970766
184|0.0003694665121756202,4.487919488482817e-06,98.78529735697683
185|0.00037074713417695193,4.494654957554189e-06,98.78767641251437
186|0.0003731662651986767,4.484480744082475e-06,98.79826201821997
187|0.0003753776518298224,4.491511660376091e-06,98.80346855001045
188|0.00037662405621574635,4.4878856435559555e-06,98.80839113447784
189|0.00037889218253539525,4.4864847641434835e-06,98.81589407991432
190|0.00038106949055283224,4.48319408796749e-06,98.82352321581465
191|0.000383276139469757,4.48911402273211e-06,98.82875202486056
192|0.00038539128257752964,4.49476328334697e-06,98.833714334874
193|0.0003875363444798552,4.4906515661580215e-06,98.84123085998932
194|0.0003885968280243901,4.495851337438239e-06,98.84305506035781
195|0.0003906803102964318,4.483629041374115e-06,98.85235346568346
196|0.0003926709709247689,4.488284906400963e-06,98.85698581287261
197|0.0003946927647309195,4.483212052264207e-06,98.86412611203536
198|0.00039662110818383667,4.487388721940988e-06,98.86859558673285
199|0.0003985812209013062,4.48185029888748e-06,98.8755490565379
200|0.00040044727414745296,4.485571654555542e-06,98.87985961095495
201|0.00040333760243882466,4.479512357491444e-06,98.88938885677766
202|0.0004051413506740431,4.490125354195129e-06,98.89171388042104
203|0.0004069781981375087,4.4931760978528246e-06,98.89596638876102
204|0.0004087198263054148,4.486533994096931e-06,98.90229597260976
205|0.00041049524798175696,4.489188764722485e-06,98.90639689818724
206|0.00041316634247934303,4.482085051549234e-06,98.91518630858144
207|0.0004148804189636479,4.491509043802466e-06,98.91739671517348
208|0.00041649819471345495,4.484090338152669e-06,98.92338300740111
209|0.00041914240328289054,4.485905767737108e-06,98.92974184129267
210|0.00042069852308834754,4.485187549363445e-06,98.93387133464655
211|0.00042314798029075007,4.48569918631847e-06,98.93992187242952
212|0.00042464207675507737,4.483625078322007e-06,98.94414017739743
213|0.00042716379140550487,4.484743328703189e-06,98.95011154528174
214|0.00042859678974060955,4.492703894243277e-06,98.95176445512756
215|0.00043092183976867204,4.483079685257962e-06,98.95965363749849
216|0.00043229345076767345,4.4897316637815265e-06,98.9614157568641
217|0.0004346939365582614,4.480764191683306e-06,98.96921401132018
218|0.0004368575210254022,4.486980932583151e-06,98.97289603208588
219|0.00043820722792098366,4.483630695162333e-06,98.97682411209091
220|0.00044030878890843894,4.482793869442503e-06,98.98189770852503
221|0.0004425889082035894,4.479051806782763e-06,98.98798823834908
222|0.00044462881016116285,4.484621337397243e-06,98.99137859830277
223|0.000446708192839651,4.4796224631937775e-06,98.9971926785767
224|0.000448828122966205,4.484894720491184e-06,99.00075452249928
225|0.00045084722323807114,4.490025894199334e-06,99.0040914831523
226|0.0004527646918575101,4.484597116771738e-06,99.0095082064873
227|0.00045472343272834337,4.488524119494741e-06,99.01291119031109
228|0.0004565802052240997,4.482843646513857e-06,99.01816951431051
229|0.00045833422253771516,4.485586147850995e-06,99.02132855735383
230|0.0004602758589555833,4.479683841651649e-06,99.0267393445712
231|0.0004619694806589081,4.483145929157217e-06,99.02955798665252
232|0.00046469525931591704,4.476006578713054e-06,99.03678669214267
233|0.0004663284331396511,4.4846494180461605e-06,99.03830667414974
234|0.00046800557514004026,4.4773918386198375e-06,99.04330373900352
235|0.00047056798033828784,4.4794309470574944e-06,99.04807995141589
236|0.0004721863708514462,4.487721751544882e-06,99.04958676730702
237|0.0004745396303071914,4.479167730053746e-06,99.05610249513741
238|0.00047609940631687664,4.48630435379016e-06,99.05769587311684
239|0.00047854358840204725,4.478542926733553e-06,99.06413061729899
240|0.00047989434431983113,4.485481658988988e-06,99.0653189161155
241|0.0004821278545374952,4.4757171266951445e-06,99.07167422820059
242|0.0004844079760939479,4.48145358333818e-06,99.07485966282499
243|0.0004855940419208338,4.477724521834148e-06,99.07788726069992
244|0.0004878160011774213,4.477277112613365e-06,99.08217912044567
245|0.000489931849587677,4.4733218622639015e-06,99.08695018173883
246|0.000492096465652736,4.478767342774859e-06,99.08985988411153
247|0.0004941548185506406,4.474678378940666e-06,99.09447844866413
248|0.0004961062147827988,4.479062187812133e-06,99.0971566059149
249|0.0004979499659416575,4.482458118459931e-06,99.09981756701534
250|0.0004998434690755005,4.476340890846586e-06,99.1044514597488
251|0.0005017879192941166,4.480592634692471e-06,99.10707443076838
252|0.0005034658577560691,4.474398386022926e-06,99.11128067234486
253|0.0005061817746998543,4.476612478043762e-06,99.11561168303655
254|0.0005079625292037093,4.47614210941083e-06,99.1188046652914
255|0.0005096353588402991,4.479331227713601e-06,99.12107134051558
256|0.0005121864292529921,4.4720055747404786e-06,99.12687933156238
257|0.0005136413508779469,4.479000462964677e-06,99.12799067767638
258|0.000516136089826702,4.470716991278323e-06,99.13381042725003
259|0.0005175348503332344,4.477652272072419e-06,99.13481144908611
260|0.0005199744445292254,4.478832343224326e-06,99.13864375637165
261|0.0005213182518151172,4.47626945465629e-06,99.14135569988757
262|0.0005235383570791896,4.476531517028093e-06,99.14494679205501
263|0.0005258139274353368,4.472922245923883e-06,99.14933363067414
264|0.000527979401937273,4.47876591991303e-06,99.15171578597963
265|0.0005300341707901168,4.47420738858284e-06,99.15586435079965
266|0.0005311599174575576,4.479228266518476e-06,99.1567081552466
267|0.0005329921958150408,4.468279010794163e-06,99.161661456607
268|0.0005350505918926274,4.472308628322708e-06,99.16413350511344
269|0.0005378139084104561,4.466786114321053e-06,99.16945507647377
270|0.0005396497874059492,4.475331937925375e-06,99.1706969886085
271|0.0005413739007646967,4.478486847148133e-06,99.17275530999514
272|0.0005431574774981129,4.4722241803185625e-06,99.17662476066454
273|0.0005458144125825015,4.475357970434857e-06,99.1800586669634
274|0.0005473739872847716,4.473578986363691e-06,99.18271984232304
275|0.0005488207730888206,4.475042045370969e-06,99.18460775087193
276|0.0005513132041379265,4.4670071464025796e-06,99.18975146742812
277|0.0005527081836849135,4.473864576581832e-06,99.19055575642928
278|0.0005551499834268725,4.4659580549222255e-06,99.19554027051313
279|0.0005573029100727211,4.471864098576361e-06,99.19758823832575
280|0.0005595181319737463,4.467438136757096e-06,99.20155614600051
281|0.0005608128484961838,4.473568756324653e-06,99.20230630087728
282|0.0005628007264153467,4.473545359928721e-06,99.20512800535597
283|0.0005648524347368067,4.4683873436923705e-06,99.20892837334154
284|0.0005667900491523881,4.472753657225326e-06,99.21086235301517
285|0.0005687929563791272,4.46774885354273e-06,99.21452106545343
286|0.0005705014777035444,4.4713405458196576e-06,99.21624382747994
287|0.0005732589865079518,4.4645321111147496e-06,99.22120154830702
288|0.0005750998242586292,4.4733662711848865e-06,99.22215829626595
289|0.0005766441662764521,4.466843584793878e-06,99.22537262214279
290|0.0005792387874219429,4.468843490812446e-06,99.22849719531003
291|0.0005807351042381725,4.466607951059132e-06,99.23086999245231
292|0.0005823001188272059,4.468941533275483e-06,99.23253638651556
293|0.0005845482432178528,4.470343444751279e-06,99.23524816016165
294|0.0005868651379650203,4.466438683792262e-06,99.23893269597171
295|0.0005880835625351466,4.472200950900174e-06,99.23952967982626
296|0.0005903549705017497,4.4636090468230805e-06,99.24391099086887
297|0.0005923234126985477,4.468556292991366e-06,99.24558844084295
298|0.0005943625369084771,4.463254127173855e-06,99.24906873330391
299|0.0005962851647005607,4.467521840467725e-06,99.25077427631271
300|0.0005982800806965116,4.462481481226632e-06,99.25411498306421
301|0.0006001588739170671,4.467021730292231e-06,99.25569346310965
302|0.0006027123485914387,4.460273135720172e-06,99.25996652530117
303|0.0006045479635385931,4.468033045768038e-06,99.2609299319089
304|0.0006060757269104045,4.471142961648411e-06,99.26227981700555
305|0.0006086593471898993,4.463924620168314e-06,99.26659721225384
306|0.0006099516032023189,4.470231264264157e-06,99.26711705637055
307|0.0006124934715874275,4.462415461148339e-06,99.2714346081791
308|0.0006137434204518399,4.469028800357933e-06,99.27184086192439
309|0.0006158560553650716,4.45969327778073e-06,99.2758546028849
310|0.0006180453294977184,4.464661021330585e-06,99.2776159274662
311|0.0006201166730157581,4.460348472790088e-06,99.28072431094321
312|0.0006220697083136884,4.464719189911648e-06,99.28227992293425
313|0.000624101351125006,4.459833046865924e-06,99.28539923221979
314|0.0006258172774860071,4.463630689954812e-06,99.2867517643671
315|0.0006276123213897478,4.457260592616308e-06,99.28980671017636
316|0.0006292888370786898,4.460520177218541e-06,99.29118078783578
317|0.0006320260831511604,4.4638636325089465e-06,99.29372161189093
318|0.000633464983357257,4.461694906865432e-06,99.29566826516294
319|0.0006359649096818742,4.463585350222843e-06,99.29813967999341
320|0.0006373664500500809,4.46088257000099e-06,99.3001070938625
321|0.0006396283236309586,4.46226886019474e-06,99.30236534322559
322|0.0006417706122245903,4.457993933115745e-06,99.30536022556987
323|0.0006437929925287023,4.462434926466585e-06,99.30685251653036
324|0.0006458992500082417,4.457659793288826e-06,99.30985214904152
325|0.0006478862060230739,4.4625360970940164e-06,99.31121606609184
326|0.0006497535522669295,4.457273430347186e-06,99.31400553105155
327|0.0006515009855228016,4.460750163914895e-06,99.31531183174876
328|0.0006531282076771561,4.4635377047796965e-06,99.31659088486559
329|0.0006548421240903934,4.457139894498141e-06,99.31935656999933
330|0.0006574146534994441,4.460291442853759e-06,99.32154061076804
331|0.0006586806100425946,4.456874668434807e-06,99.3233633113708
332|0.0006610121715944217,4.457750939934613e-06,99.32561741954281
333|0.0006634327518995065,4.454705386791602e-06,99.32853701086702
334|0.0006655233549839323,4.460396825223256e-06,99.32979108970099
335|0.0006667261748098952,4.4561258611963694e-06,99.33164078004482
336|0.0006685748969808003,4.45620080213871e-06,99.33347769677528
337|0.000670514065543415,4.450481736029133e-06,99.33625825844202
338|0.0006733096260074234,4.4543196704438515e-06,99.33844408302062
339|0.000675006992377547,4.4618734680312855e-06,99.33898855590881
340|0.0006767971633809822,4.456040473499456e-06,99.34159882537938
341|0.0006782525243753668,4.458987564959216e-06,99.34257707790093
342|0.0006807780255133622,4.451750914569175e-06,99.34607893502259
343|0.0006829667563206243,4.4574777184891445e-06,99.34733606325099
344|0.0006842732950023134,4.453279967009394e-06,99.34919570885864
345|0.000686434907755995,4.4545038200283216e-06,99.35106682808565
346|0.0006884749589612937,4.449829864583421e-06,99.3536685965606
347|0.0006906115659823797,4.454885626614669e-06,99.35493613978537
348|0.0006924085027719684,4.449881176427084e-06,99.35733296766107
349|0.0006943028357788705,4.453698936757178e-06,99.35853654813883
350|0.0006958558804797121,4.4568942296763225e-06,99.35950900830157
351|0.0006984825031590702,4.449935737227406e-06,99.36291378565656
352|0.0007000121857956287,4.4569214505685295e-06,99.363308019345
353|0.0007023952562956737,4.449680302442971e-06,99.3664990954082
354|0.0007036813222800475,4.455451401597088e-06,99.36683676821765
355|0.0007058201609435599,4.44703529822732e-06,99.36994782179607
356|0.0007080604439710925,4.4524076283636305e-06,99.37118254998221
357|0.0007099548864530902,4.447753537917265e-06,99.37351603280906
358|0.0007119517008895571,4.451948820261009e-06,99.37468387045098
359|0.0007136011471207127,4.4461310171328705e-06,99.37694452495313
360|0.0007153539128879061,4.449173548692897e-06,99.37804582199999
361|0.0007179586630172707,4.452424427370261e-06,99.37984947369273
362|0.0007194673129902185,4.449772527337359e-06,99.381518458588
363|0.0007218274045097672,4.4518950712557626e-06,99.38324659836387
364|0.0007230914381892717,4.448105149990056e-06,99.38484887040998
365|0.0007252063894345184,4.449124070049493e-06,99.38650236196641
366|0.0007274285626355237,4.445009249565146e-06,99.38894216176217
367|0.000729298402442069,4.449740186984741e-06,99.38986014886572
368|0.0007312764889846335,4.444524382307691e-06,99.39222381011061
369|0.0007329008152705541,4.448165915604818e-06,99.39307395722261
370|0.0007356070309150198,4.4417292066611935e-06,99.39618179000598
371|0.0007369853351306688,4.448133855916581e-06,99.39644201263137
372|0.0007394462982084349,4.440634418401146e-06,99.39946492001378
373|0.0007408125970354007,4.446896204157724e-06,99.3997272424965
374|0.0007430286186735913,4.448684432389882e-06,99.40127683906289
375|0.0007451219939103026,4.4443380886605155e-06,99.40354222194715
376|0.0007470926616282014,4.448883657914848e-06,99.40450711318472
377|0.0007489405658009929,4.443502144013678e-06,99.40669495726121
378|0.0007506656555023028,4.447023991716037e-06,99.40758925639933
379|0.0007522678849003483,4.4406339370084424e-06,99.40970045031277
380|0.0007549569616980278,4.44393679011057e-06,99.41136554590935
381|0.0007563138163710903,4.44119149634048e-06,99.41278456108999
382|0.0007585185086842472,4.4425788825464e-06,99.41430844050824
383|0.0007608403865955182,4.438706930898206e-06,99.41660471642945
384|0.0007627990772789417,4.443729842762423e-06,99.41744425562048
385|0.0007646344329597099,4.447355031800271e-06,99.41836845947603
386|0.0007665887660834869,4.442020681949543e-06,99.42054712011449
387|0.0007681780363739676,4.445602597158427e-06,99.42127965306805
388|0.0007698875036616926,4.439327412342209e-06,99.42337972869697
389|0.0007724445817185455,4.442753725797388e-06,99.42484498811383
390|0.0007736648793841283,4.4391643356789245e-06,99.42621612354787
391|0.0007759766647108535,4.440761989243924e-06,99.42771964787129
392|0.0007779200536699449,4.436095000670548e-06,99.42974924225919
393|0.0007799864635558151,4.440389014703783e-06,99.43070947738492
394|0.0007819305317315894,4.4357414932250094e-06,99.43271923614466
395|0.0007837522912677031,4.4400482899220606e-06,99.43348831775147
396|0.0007861719687323188,4.442830922712915e-06,99.43487797843049
397|0.0007877484606186869,4.439501591235739e-06,99.43643157515675
398|0.000790171101730408,4.442341539956374e-06,99.43780004985908
399|0.0007912528381961437,4.43811599737387e-06,99.43910267576523
400|0.0007934301990264458,4.43919888049038e-06,99.44050542997515
401|0.0007954852382621169,4.434892293403436e-06,99.44249219468959
402|0.0007974180234757711,4.439560933988673e-06,99.44325801483171
403|0.000798975886377562,4.433487699628813e-06,99.44510369146063
404|0.0008016311486755967,4.4362604416647855e-06,99.44659580045085
405|0.0008031968559407687,4.43377125769473e-06,99.44798448538478
406|0.0008053531065677078,4.435712595451946e-06,99.44922139626973
407|0.0008066742678831673,4.440894013413299e-06,99.44948113628728
408|0.000808840416910428,4.4335800151174e-06,99.45185973370957
409|0.0008106281923474512,4.437785516842041e-06,99.45254981769251
410|0.0008125499113802448,4.4322245411621e-06,99.45452894904224
411|0.000815058496781873,4.435488417442457e-06,99.45580735187042
412|0.0008167360721085259,4.432564619349932e-06,99.45728310886201
413|0.0008192580597103927,4.4359922402037455e-06,99.45853541657291
414|0.0008204331249235253,4.432279455457433e-06,99.45976346873238
415|0.0008224513124925892,4.433134005665806e-06,99.46098523543839
416|0.0008246075303706135,4.4285356999296255e-06,99.46295230921075
417|0.0008263811565090151,4.432937320331121e-06,99.46357231340345
418|0.0008282943228756778,4.437000304946537e-06,99.46432081176869
419|0.0008307889023413395,4.431130046000931e-06,99.46663586459653
420|0.0008321963299131596,4.4368903964198125e-06,99.46684571453436
421|0.0008344464548049046,4.429413897000245e-06,99.46917937376391
422|0.0008356100892399354,4.434467140157494e-06,99.46931383461501
423|0.0008376164261854058,4.426317216754683e-06,99.47155797350912
424|0.0008395010480004572,4.430520407439076e-06,99.47224361208461
425|0.0008412641362323114,4.4250042385840516e-06,99.47400536311913
426|0.0008438696328010309,4.428372903930722e-06,99.47523020952517
427|0.0008453900499834077,4.425469015245653e-06,99.47651749445922
428|0.0008477529254502514,4.428187358129776e-06,99.47765590360211
429|0.0008499947047013734,4.424460255947338e-06,99.47947202124021
430|0.0008518463683877542,4.428866079209115e-06,99.48008628743803
431|0.0008538459688036681,4.432979775259582e-06,99.48082207596873
432|0.0008554546627657089,4.427376481430656e-06,99.48245340470565
433|0.0008572129489472502,4.4308756379507486e-06,99.48310677721419
434|0.0008595419516321812,4.4245015278221445e-06,99.48524891432926
435|0.0008607873875039473,4.429682327611317e-06,99.48539181778021
436|0.0008628741066623036,4.421822096034589e-06,99.48754724914174
437|0.0008648399566926201,4.4262398048999785e-06,99.48820128271743
438|0.0008666851833396549,4.4209914591419874e-06,99.48989649942943
439|0.0008684100374498627,4.424835404748251e-06,99.49046703585532
440|0.0008709761302281294,4.418854201659883e-06,99.4926549593842
441|0.0008724608378543053,4.425294260812507e-06,99.49278018349845
442|0.0008745104352261279,4.4272185721894175e-06,99.49374891438035
443|0.0008767162826792685,4.4226602966546125e-06,99.49554258498098
444|0.000878524994542218,4.4271856776134655e-06,99.49606605331469
