result_new_OneBody2_zook_numericalmethod_E-0.05_ecc0.45_EU1.txt
geod|
newt|
num|numerrical|theoretical|relative difference(%)
1|1.9497871558193935e-05,nan,nan
2|2.8282688636416253e-05,1.2023103080238684e-05,57.489532785231866
3|3.884145437194064e-05,1.1174835071514622e-05,71.22961729366291
4|4.827439987842297e-05,1.1218891980746548e-05,76.76016271771196
5|5.8003999422240327e-05,1.1052846186743182e-05,80.94468261354886
6|6.66315529844752e-05,1.0980875542188073e-05,83.52000658795006
7|7.703406156434056e-05,1.0810563333407686e-05,85.96651518318495
8|8.628800638277312e-05,1.0861763675151792e-05,87.41219767325592
9|9.59089374932276e-05,1.0799907416370047e-05,88.73941501319139
10|0.0001058096840536038,1.078790934450069e-05,89.80442155083321
11|0.00011458301525291148,1.079141646620485e-05,90.58201039448501
12|0.00012512883907689343,1.072139289171048e-05,91.43171712388218
13|0.00013451116774731986,1.0766481539192796e-05,91.99584560932688
14|0.00014421295549382762,1.0740652767182723e-05,92.5522275509828
15|0.00015286000793413024,1.0734566210146568e-05,92.97751821734023
16|0.00016316259072013395,1.0685127936227445e-05,93.45123910507452
17|0.00017241677827062318,1.0708783591439897e-05,93.78901305380413
18|0.00018191127227229487,1.0692902524311876e-05,94.12191317737246
19|0.00019176426738276575,1.0679725956919128e-05,94.43080501770324
20|0.0002018456944803404,1.0688917576828771e-05,94.70441140478731
21|0.00021083857572001818,1.0696701087553606e-05,94.92659203799677
22|0.000220154885599122,1.067362709861186e-05,95.15176459992472
23|0.0002297962940973619,1.0663504875552121e-05,95.35958361842245
24|0.00023969692474956616,1.0663346611039515e-05,95.55132106005094
25|0.00024840273483128783,1.06698146584705e-05,95.70463076192888
26|0.0002588762450947968,1.0641178494807946e-05,95.88947279001543
27|0.0002682777289200189,1.0662674188921528e-05,96.02550900074885
28|0.00027779482684842094,1.0660133884954348e-05,96.1625873289674
29|0.00028762744354349223,1.0653455872144946e-05,96.29609200676498
30|0.0002963903776596055,1.0653682528172226e-05,96.40552348146483
31|0.0003069242174786879,1.0635512508017086e-05,96.53480830043802
32|0.00031624871231450413,1.0658972920296605e-05,96.62956005661252
33|0.0003258050664882717,1.0652383172882196e-05,96.73044274980123
34|0.00033558774174569095,1.0650083336116722e-05,96.82643851032337
35|0.0003442428431537081,1.065289188240115e-05,96.90541369435398
36|0.0003545647658853568,1.0630789960330844e-05,97.0017353715941
37|0.0003638325454842217,1.0642287941564632e-05,97.07494888138693
38|0.0003731402758040403,1.0638726912759466e-05,97.14886663203664
39|0.00038283847659137393,1.0627363062454265e-05,97.22406087364163
40|0.0003928573145088876,1.0631409509187506e-05,97.29382421643902
41|0.0004015288792027505,1.063863853723035e-05,97.35046740390038
42|0.0004119610507915539,1.062166390219943e-05,97.4216824911504
43|0.00042135343178006934,1.0634830500677595e-05,97.47603088083342
44|0.00043062223589096504,1.0634778725204797e-05,97.53036934955269
45|0.0004404140881755225,1.0625316633650073e-05,97.587425807002
46|0.0004489597480192842,1.0631076403200268e-05,97.63206468951786
47|0.0004590109494566619,1.0614300446576408e-05,97.68757140561881
48|0.00046793456661653465,1.0621787991382803e-05,97.73006981121632
49|0.00047848392288152297,1.0610576451242082e-05,97.78245914986168
50|0.0004878688851537305,1.0621421978385115e-05,97.8228941624268
51|0.0004974333453011681,1.0621167138680221e-05,97.86480596063585
52|0.0005071732506758408,1.0622385428149528e-05,97.90557064790099
53|0.0005156442473204237,1.0624931427116735e-05,97.9394841535943
54|0.0005257235623279399,1.060866891755552e-05,97.98208228092733
55|0.0005347854909869554,1.0613556757022025e-05,98.0153618720219
56|0.0005450400033888414,1.0609726157184696e-05,98.05340413708761
57|0.0005542743716331344,1.0612879099980432e-05,98.08526613476458
58|0.0005639385175051359,1.0609133077821298e-05,98.1187429571656
59|0.0005733273527557259,1.061603668972566e-05,98.14834637860916
60|0.0005831429808846877,1.0610650257092402e-05,98.18043762766467
61|0.0005913863216946424,1.0617076096508526e-05,98.20471395650733
62|0.0006016180141887872,1.0594318821333104e-05,98.23902898991176
63|0.0006102665553449071,1.0609669720551551e-05,98.26146957790351
64|0.0006204884470726313,1.0597536343581737e-05,98.29206548589595
65|0.0006295350890646034,1.0601192341752608e-05,98.31602836348576
66|0.0006385368124446344,1.0596537279639051e-05,98.34049704369114
67|0.0006492833739510928,1.0591691749439747e-05,98.3687104622769
68|0.0006586717610428394,1.0602185003705245e-05,98.39036897727036
69|0.0006681858676342856,1.0604221182930473e-05,98.41298331847773
70|0.0006778231412045699,1.0606484222464019e-05,98.43521361580912
71|0.0006859546872570732,1.0607599884693286e-05,98.45360049552109
72|0.0006954365519584726,1.0590616007277731e-05,98.47712692445448
73|0.0007053651375406034,1.0586573591098158e-05,98.49913569190414
74|0.0007152047042557896,1.0592140828435959e-05,98.5190057104759
75|0.0007237182079737892,1.0595674607927208e-05,98.53593919688822
76|0.0007339145270037761,1.0583641170569535e-05,98.55791910622378
77|0.0007425763419615095,1.0593248587653648e-05,98.57344652811432
78|0.0007525543945554602,1.0585568384513522e-05,98.59338162648476
79|0.0007611940527691985,1.0589370154079347e-05,98.60884749223203
80|0.0007715083104651299,1.0578128595284397e-05,98.62890283205024
81|0.0007802659271858303,1.0587601295242166e-05,98.64307783713839
82|0.000790696476282271,1.0580305991325645e-05,98.66190044995868
83|0.0007991746366968755,1.0593313980677976e-05,98.67446819577984
84|0.0008081166457296618,1.0580222264522376e-05,98.69075555856551
85|0.0008181036391556873,1.0575080564123596e-05,98.707366639386
86|0.0008271335294613991,1.0578012181738927e-05,98.72112400175254
87|0.0008374287395458424,1.0577820905410817e-05,98.73686913215477
88|0.0008461305624178905,1.05859577050893e-05,98.74889784446043
89|0.0008546553871209284,1.0578290332574625e-05,98.76227418770394
90|0.0008648366730339418,1.0566767340236538e-05,98.77817769878246
91|0.0008734093231597129,1.0574127832896352e-05,98.78932734600971
92|0.000883638412171095,1.0565938129758479e-05,98.8042690330994
93|0.0008920009700998932,1.057496073109121e-05,98.81446757508493
94|0.0009018313343096551,1.0568065597738041e-05,98.82815497802282
95|0.0009114508870222693,1.0570288619504709e-05,98.84027885978168
96|0.0009210391303815513,1.0567031958785833e-05,98.85270542692271
97|0.000929247309188419,1.0570223903272336e-05,98.86249615158917
98|0.0009388404370014314,1.0559135604992775e-05,98.87530029717108
99|0.000948203696427008,1.0563756674741853e-05,98.88591905784085
100|0.000957329278103991,1.0564252342248892e-05,98.89648707253876
101|0.0009664070402788383,1.055924946413711e-05,98.9073703911459
102|0.0009769257338181347,1.0560447609719859e-05,98.9190122397077
103|0.000985499777260479,1.0568318282722089e-05,98.92761839966111
104|0.0009940133213399704,1.0558535496585364e-05,98.93778732438393
105|0.0010039551833616045,1.0554960672592983e-05,98.9486621666466
106|0.0010133412457209445,1.055763575408264e-05,98.95813618574546
107|0.0010229411304605307,1.055404243288649e-05,98.96826492565266
108|0.001032471357423681,1.055581086006896e-05,98.97761707536287
109|0.001041211307615697,1.0562370100331009e-05,98.98556901725183
110|0.001050161791303239,1.055360983137632e-05,98.99504915159031
111|0.0010590318999419424,1.055024528540116e-05,99.0037839949883
112|0.0010681897283291164,1.0550204605053182e-05,99.0123285849644
113|0.0010780734442503714,1.0542068682894978e-05,99.02213817257828
114|0.0010871170880033532,1.0551589035401321e-05,99.02939718712537
115|0.0010960594901856524,1.0544316946692334e-05,99.0379795037488
116|0.0011052108904880953,1.0541759044357946e-05,99.04617669486568
117|0.0011151277355399003,1.054437096570382e-05,99.05442483137605
118|0.0011229859843799872,1.0548183682956846e-05,99.0607021076242
