OneBody2_E-0.05_ecc0.8_EU1.txt
initial value : [x, y, v_x, v_y] = [2.00,0.00,0.00,0.95] , numerical interval dt = 0.02000 , [M, m] = [ 1, 1]

num|geodesic|
num|newtonian
num|degree, x, y, simple error, relative error
  1|0.000000,2.000000,0.000000,0.000000,0.000000
  2|0.009487,2.000000,0.018974,0.000040,0.002000
  3|0.018973,1.999850,0.037947,0.000310,0.015498
  4|0.028458,1.999600,0.056919,0.000760,0.037991
  5|0.037941,1.999250,0.075890,0.001390,0.069470
  6|0.047422,1.998800,0.094858,0.002200,0.109927
  7|0.056900,1.998250,0.113824,0.003189,0.159347
  8|0.066375,1.997601,0.132786,0.004359,0.217714
  9|0.075846,1.996851,0.151744,0.005707,0.285010
 10|0.085312,1.996002,0.170698,0.007236,0.361212
 11|0.094774,1.995053,0.189647,0.008944,0.446296
 12|0.104230,1.994005,0.208590,0.010831,0.540234
 13|0.113679,1.992857,0.227528,0.012897,0.642995
 14|0.123122,1.991610,0.246458,0.015142,0.754546
 15|0.132558,1.990263,0.265381,0.017566,0.874851
 16|0.141986,1.988818,0.284297,0.020168,1.003870
 17|0.151405,1.987273,0.303204,0.022948,1.141563
 18|0.160816,1.985629,0.322102,0.025906,1.287885
 19|0.170217,1.983887,0.340991,0.029042,1.442788
 20|0.179608,1.982046,0.359869,0.032356,1.606224
 21|0.188989,1.980107,0.378737,0.035846,1.778139
 22|0.198358,1.978069,0.397594,0.039514,1.958479
 23|0.207716,1.975933,0.416439,0.043358,2.147188
 24|0.217062,1.973700,0.435272,0.047378,2.344205
 25|0.226395,1.971369,0.454092,0.051574,2.549468
 26|0.235715,1.968940,0.472899,0.055946,2.762912
 27|0.245021,1.966414,0.491692,0.060492,2.984471
 28|0.254313,1.963791,0.510471,0.065214,3.214077
 29|0.263591,1.961071,0.529234,0.070109,3.451657
 30|0.272853,1.958254,0.547982,0.075179,3.697139
 31|0.282100,1.955342,0.566714,0.080422,3.950446
 32|0.291330,1.952333,0.585430,0.085838,4.211502
 33|0.300544,1.949228,0.604129,0.091426,4.480228
 34|0.309741,1.946028,0.622810,0.097186,4.756541
 35|0.318920,1.942732,0.641473,0.103118,5.040359
 36|0.328081,1.939341,0.660117,0.109221,5.331597
 37|0.337224,1.935856,0.678742,0.115494,5.630168
 38|0.346347,1.932276,0.697348,0.121938,5.935984
 39|0.355451,1.928602,0.715933,0.128551,6.248955
 40|0.364536,1.924835,0.734498,0.135332,6.568990
