cycle 1
2.500000,0.000000,0.000000,0.000000|2.500000,0.000000,0.000000,0.000000
2.499800,0.038729,0.015492,0.000300|2.499800,0.038729,0.015492,0.000300
2.499200,0.077453,0.030981,0.001200|2.499200,0.077451,0.030981,0.001200
2.498200,0.116167,0.046467,0.002699|2.498201,0.116162,0.046465,0.002699
2.496801,0.154866,0.061947,0.004798|2.496802,0.154853,0.061941,0.004797
2.495003,0.193546,0.077418,0.007496|2.495004,0.193520,0.077408,0.007494
2.492806,0.232201,0.092880,0.010791|2.492809,0.232156,0.092863,0.010787
2.490211,0.270826,0.108330,0.014684|2.490216,0.270755,0.108302,0.014676
2.487219,0.309416,0.123767,0.019172|2.487227,0.309311,0.123725,0.019159
2.483830,0.347967,0.139187,0.024255|2.483844,0.347818,0.139128,0.024235
2.480045,0.386474,0.154590,0.029932|2.480066,0.386270,0.154509,0.029901
2.475866,0.424932,0.169974,0.036201|2.475897,0.424661,0.169865,0.036154
2.471294,0.463336,0.185336,0.043060|2.471337,0.462985,0.185195,0.042994
2.466329,0.501681,0.200674,0.050507|2.466389,0.501235,0.200496,0.050417
2.460973,0.539962,0.215988,0.058540|2.461054,0.539408,0.215766,0.058420
2.455228,0.578176,0.231274,0.067158|2.455334,0.577496,0.231002,0.067000
2.449095,0.616316,0.246532,0.076358|2.449231,0.615494,0.246203,0.076153
2.442575,0.654379,0.261758,0.086137|2.442749,0.653396,0.261365,0.085877
2.435671,0.692360,0.276953,0.096493|2.435888,0.691198,0.276488,0.096167
2.428384,0.730254,0.292113,0.107423|2.428653,0.728893,0.291569,0.107021
2.420717,0.768057,0.307238,0.118925|2.421045,0.766476,0.306606,0.118432
2.412670,0.805764,0.322325,0.130995|2.413068,0.803943,0.321596,0.130398
2.404247,0.843371,0.337373,0.143630|2.404724,0.841287,0.336539,0.142914
2.395448,0.880874,0.352380,0.156827|2.396016,0.878504,0.351432,0.155976
2.386278,0.918267,0.367345,0.170583|2.386948,0.915589,0.366273,0.169578
2.376738,0.955548,0.382265,0.184893|2.377523,0.952537,0.381060,0.183715
2.366830,0.992711,0.397140,0.199755|2.367744,0.989343,0.395792,0.198384
2.356557,1.029753,0.411969,0.215165|2.357615,1.026003,0.410467,0.213577
2.345921,1.066670,0.426748,0.231118|2.347139,1.062511,0.425083,0.229291
2.334926,1.103456,0.441478,0.247611|2.336320,1.098865,0.439639,0.245520
2.323574,1.140110,0.456156,0.264639|2.325162,1.135059,0.454134,0.262257
2.311868,1.176625,0.470782,0.282199|2.313668,1.171089,0.468564,0.279498
2.299810,1.213000,0.485354,0.300285|2.301842,1.206952,0.482931,0.297236
2.287404,1.249229,0.499870,0.318894|2.289689,1.242642,0.497231,0.315466
2.274652,1.285310,0.514330,0.338022|2.277212,1.278157,0.511463,0.334182
2.261558,1.321238,0.528733,0.357662|2.264415,1.313492,0.525627,0.353377
2.248125,1.357011,0.543076,0.377812|2.251303,1.348644,0.539721,0.373046
2.234357,1.392624,0.557359,0.398465|2.237879,1.383610,0.553744,0.393181
2.220255,1.428074,0.571582,0.419617|2.224148,1.418386,0.567695,0.413778
2.205824,1.463357,0.585742,0.441264|2.210114,1.452969,0.581572,0.434829
2.191067,1.498471,0.599839,0.463399|2.195782,1.487355,0.595375,0.456327
2.175988,1.533413,0.613872,0.486018|2.181155,1.521542,0.609104,0.478267
2.160589,1.568178,0.627839,0.509117|2.166238,1.555527,0.622756,0.500642
2.144875,1.602765,0.641741,0.532688|2.151036,1.589307,0.636331,0.523445
2.128848,1.637169,0.655576,0.556728|2.135553,1.622879,0.649828,0.546670
2.112513,1.671389,0.669343,0.581230|2.119793,1.656241,0.663248,0.570310
2.095873,1.705421,0.683042,0.606190|2.103761,1.689390,0.676588,0.594358
2.078932,1.739263,0.696671,0.631602|2.087461,1.722324,0.689848,0.618808
2.061693,1.772912,0.710231,0.657460|2.070898,1.755041,0.703028,0.643653
2.044160,1.806365,0.723720,0.683759|2.054076,1.787539,0.716128,0.668886
2.026338,1.839620,0.737138,0.710494|2.037000,1.819815,0.729146,0.694501
2.008228,1.872674,0.750484,0.737657|2.019673,1.851868,0.742082,0.720490
1.989837,1.905525,0.763757,0.765245|2.002102,1.883696,0.754936,0.746848
1.971166,1.938171,0.776958,0.793251|1.984289,1.915297,0.767708,0.773566
1.952220,1.970609,0.790086,0.821669|1.966240,1.946670,0.780397,0.800640
1.933004,2.002837,0.803139,0.850494|1.947959,1.977814,0.793003,0.828062
1.913520,2.034854,0.816119,0.879720|1.929450,2.008726,0.805526,0.855825
1.893773,2.066657,0.829023,0.909341|1.910718,2.039406,0.817965,0.883923
1.873766,2.098245,0.841853,0.939351|1.891767,2.069852,0.830321,0.912350
1.853503,2.129614,0.854608,0.969745|1.872602,2.100064,0.842592,0.941098
1.832989,2.160765,0.867287,1.000517|1.853226,2.130039,0.854781,0.970161
1.812227,2.191694,0.879890,1.031660|1.833645,2.159779,0.866885,0.999533
1.791221,2.222401,0.892417,1.063169|1.813862,2.189280,0.878906,1.029208
1.769975,2.252884,0.904868,1.095038|1.793881,2.218544,0.890843,1.059178
1.748493,2.283141,0.917242,1.127261|1.773708,2.247569,0.902696,1.089438
1.726778,2.313171,0.929540,1.159833|1.753345,2.276355,0.914465,1.119982
1.704835,2.342973,0.941761,1.192747|1.732798,2.304900,0.926151,1.150803
1.682668,2.372544,0.953906,1.225998|1.712070,2.333205,0.937754,1.181894
1.660280,2.401885,0.965974,1.259580|1.691166,2.361270,0.949274,1.213251
1.637675,2.430994,0.977965,1.293487|1.670089,2.389094,0.960710,1.244867
1.614858,2.459870,0.989879,1.327714|1.648843,2.416676,0.972064,1.276735
1.591831,2.488512,1.001716,1.362254|1.627433,2.444017,0.983335,1.308850
1.568599,2.516918,1.013477,1.397101|1.605862,2.471117,0.994525,1.341207
1.545166,2.545089,1.025160,1.432251|1.584135,2.497976,1.005632,1.373798
1.521535,2.573022,1.036768,1.467698|1.562254,2.524593,1.016658,1.406619
1.497710,2.600718,1.048299,1.503435|1.540224,2.550969,1.027602,1.439665
1.473695,2.628176,1.059753,1.539457|1.518048,2.577104,1.038466,1.472928
1.449494,2.655395,1.071131,1.575759|1.495731,2.602999,1.049249,1.506404
1.425110,2.682374,1.082434,1.612335|1.473275,2.628652,1.059952,1.540087
1.400547,2.709114,1.093660,1.649179|1.450685,2.654066,1.070575,1.573973
1.375809,2.735612,1.104811,1.686286|1.427964,2.679240,1.081119,1.608055
1.350900,2.761870,1.115886,1.723650|1.405115,2.704174,1.091584,1.642328
1.325822,2.787887,1.126887,1.761267|1.382142,2.728870,1.101971,1.676787
1.300580,2.813662,1.137812,1.799130|1.359048,2.753327,1.112280,1.711428
1.275177,2.839195,1.148663,1.837234|1.335837,2.777547,1.122512,1.746245
1.249617,2.864485,1.159440,1.875574|1.312512,2.801529,1.132666,1.781232
1.223904,2.889534,1.170142,1.914145|1.289076,2.825275,1.142744,1.816386
1.198039,2.914340,1.180771,1.952941|1.265532,2.848785,1.152746,1.851702
1.172028,2.938904,1.191327,1.991957|1.241884,2.872060,1.162673,1.887174
1.145874,2.963225,1.201809,2.031189|1.218135,2.895100,1.172525,1.922798
1.119580,2.987303,1.212219,2.070630|1.194287,2.917907,1.182302,1.958569
1.093149,3.011140,1.222557,2.110277|1.170344,2.940481,1.192006,1.994484
1.066584,3.034733,1.232822,2.150123|1.146309,2.962824,1.201636,2.030537
1.039890,3.058085,1.243016,2.190165|1.122184,2.984935,1.211194,2.066724
1.013069,3.081194,1.253139,2.230396|1.097973,3.006816,1.220679,2.103040
0.986124,3.104062,1.263192,2.270813|1.073678,3.028468,1.230093,2.139483
0.959060,3.126688,1.273174,2.311411|1.049302,3.049892,1.239436,2.176046
0.931878,3.149073,1.283086,2.352184|1.024849,3.071088,1.248708,2.212727
0.904581,3.171217,1.292928,2.393128|1.000319,3.092058,1.257911,2.249521
0.877174,3.193121,1.302702,2.434238|0.975717,3.112803,1.267044,2.286425
0.849660,3.214784,1.312407,2.475511|0.951044,3.133324,1.276108,2.323434
0.822040,3.236207,1.322044,2.516940|0.926304,3.153622,1.285104,2.360544
0.794318,3.257392,1.331613,2.558523|0.901498,3.173698,1.294033,2.397752
0.766498,3.278337,1.341115,2.600253|0.876630,3.193552,1.302895,2.435055
0.738582,3.299044,1.350551,2.642128|0.851701,3.213187,1.311690,2.472448
0.710572,3.319514,1.359920,2.684142|0.826715,3.232604,1.320420,2.509928
0.682472,3.339746,1.369223,2.726291|0.801673,3.251802,1.329085,2.547491
0.654285,3.359742,1.378461,2.768572|0.776577,3.270785,1.337684,2.585134
0.626014,3.379501,1.387634,2.810980|0.751430,3.289552,1.346220,2.622855
0.597660,3.399026,1.396743,2.853510|0.726235,3.308105,1.354693,2.660648
0.569227,3.418316,1.405788,2.896159|0.700992,3.326445,1.363102,2.698511
0.540718,3.437372,1.414769,2.938923|0.675705,3.344573,1.371449,2.736442
0.512135,3.456195,1.423688,2.981797|0.650376,3.362491,1.379735,2.774436
0.483481,3.474785,1.432544,3.024779|0.625006,3.380200,1.387959,2.812491
0.454758,3.493144,1.441339,3.067863|0.599598,3.397701,1.396123,2.850604
0.425969,3.511272,1.450072,3.111047|0.574153,3.414995,1.404227,2.888771
0.397116,3.529170,1.458744,3.154326|0.548673,3.432083,1.412272,2.926990
0.368202,3.546838,1.467356,3.197697|0.523161,3.448967,1.420258,2.965259
0.339229,3.564279,1.475907,3.241156|0.497618,3.465648,1.428185,3.003573
0.310200,3.581491,1.484400,3.284699|0.472046,3.482127,1.436055,3.041931
0.281117,3.598477,1.492833,3.328324|0.446447,3.498405,1.443868,3.080330
0.251983,3.615238,1.501209,3.372026|0.420822,3.514484,1.451624,3.118767
0.222799,3.631773,1.509526,3.415801|0.395174,3.530365,1.459325,3.157239
0.193568,3.648084,1.517786,3.459648|0.369504,3.546049,1.466970,3.195745
0.164292,3.664172,1.525989,3.503562|0.343813,3.561537,1.474560,3.234281
0.134974,3.680039,1.534135,3.547539|0.318103,3.576831,1.482095,3.272845
0.105615,3.695684,1.542226,3.591578|0.292377,3.591932,1.489577,3.311435
0.076218,3.711109,1.550262,3.635674|0.266634,3.606841,1.497006,3.350049
0.046784,3.726314,1.558242,3.679824|0.240878,3.621559,1.504382,3.388683
0.017316,3.741302,1.566168,3.724025|0.215109,3.636088,1.511706,3.427337
-0.012183,3.756072,1.574040,3.743908|0.189329,3.650429,1.518978,3.466007
-0.041713,3.770626,1.581859,3.729143|0.163539,3.664583,1.526199,3.504692
-0.071271,3.784965,1.589624,3.714364|0.137741,3.678552,1.533370,3.543389
