cycle 1
1.250000,0.000000,0.000000,0.000000|1.250000,0.000000,0.000000,0.000000
1.249200,0.059156,0.047320,0.001400|1.249200,0.059148,0.047314,0.001400
1.246801,0.118281,0.094585,0.005598|1.246804,0.118221,0.094536,0.005592
1.242806,0.177346,0.141741,0.012590|1.242822,0.177143,0.141579,0.012561
1.237219,0.236320,0.188736,0.022367|1.237270,0.235842,0.188355,0.022277
1.230046,0.295172,0.235515,0.034920|1.230171,0.294246,0.234780,0.034701
1.221295,0.353872,0.282028,0.050234|1.221552,0.352286,0.280774,0.049784
1.210976,0.412389,0.328225,0.068293|1.211448,0.409899,0.326263,0.067467
1.199101,0.470693,0.374057,0.089074|1.199895,0.467021,0.371177,0.087683
1.185683,0.528752,0.419479,0.112555|1.186938,0.523597,0.415456,0.110358
1.170738,0.586535,0.464444,0.138709|1.172623,0.579575,0.459041,0.135410
1.154283,0.644012,0.508913,0.167504|1.156997,0.634905,0.501885,0.162755
1.136339,0.701152,0.552846,0.198907|1.140113,0.689544,0.543944,0.192302
1.116926,0.757924,0.596205,0.232879|1.122025,0.743456,0.585183,0.223957
1.096069,0.814298,0.638958,0.269379|1.102786,0.796606,0.625574,0.257625
1.073792,0.870244,0.681074,0.308363|1.082452,0.848965,0.665093,0.293209
1.050124,0.925732,0.722525,0.349783|1.061079,0.900509,0.703723,0.330613
1.025093,0.980734,0.763287,0.393588|1.038721,0.951218,0.741454,0.369738
0.998730,1.035222,0.803338,0.439723|1.015434,1.001077,0.778279,0.410491
0.971068,1.089169,0.842660,0.488131|0.991271,1.050072,0.814195,0.452775
0.942141,1.142549,0.881237,0.538753|0.966285,1.098197,0.849207,0.496501
0.911985,1.195336,0.919057,0.591526|0.940528,1.145444,0.883319,0.541577
0.880637,1.247507,0.956110,0.646385|0.914047,1.191811,0.916542,0.587917
0.848135,1.299041,0.992390,0.703264|0.886893,1.237300,0.948886,0.635438
0.814517,1.349915,1.027893,0.762096|0.859109,1.281912,0.980367,0.684059
0.779823,1.400111,1.062616,0.822811|0.830741,1.325652,1.011000,0.733703
0.744093,1.449610,1.096561,0.885337|0.801831,1.368527,1.040803,0.784296
0.707368,1.498397,1.129730,0.949605|0.772418,1.410544,1.069796,0.835769
0.669690,1.546456,1.162129,1.015543|0.742540,1.451714,1.097997,0.888055
0.631098,1.593774,1.193763,1.083078|0.712234,1.492047,1.125429,0.941090
0.591634,1.640341,1.224641,1.152140|0.681534,1.531554,1.152112,0.994815
0.551339,1.686145,1.254773,1.222656|0.650472,1.570249,1.178068,1.049173
0.510254,1.731179,1.284169,1.294556|0.619079,1.608144,1.203318,1.104111
0.468417,1.775435,1.312842,1.367770|0.587383,1.645253,1.227884,1.159579
0.425869,1.818908,1.340805,1.442229|0.555412,1.681591,1.251788,1.215529
0.382649,1.861594,1.368071,1.517865|0.523191,1.717172,1.275050,1.271916
0.338793,1.903490,1.394656,1.594612|0.490743,1.752011,1.297693,1.328700
0.294340,1.944595,1.420573,1.672405|0.458091,1.786123,1.319735,1.385840
0.249326,1.984908,1.445840,1.751180|0.425257,1.819523,1.341199,1.443300
0.203785,2.024431,1.470472,1.830877|0.392260,1.852225,1.362102,1.501046
0.157752,2.063164,1.494484,1.911434|0.359118,1.884245,1.382465,1.559044
0.111260,2.101111,1.517893,1.992795|0.325848,1.915597,1.402306,1.617265
0.064341,2.138276,1.540715,2.074903|0.292468,1.946297,1.421643,1.675681
0.017026,2.174664,1.562967,2.157704|0.258992,1.976359,1.440494,1.734265
-0.030654,2.210278,1.584664,2.179836|0.225433,2.005796,1.458875,1.792992
-0.078673,2.245126,1.605823,2.167832|0.191807,2.034624,1.476803,1.851839
-0.127001,2.279215,1.626460,2.155750|0.158123,2.062856,1.494293,1.910784
-0.175612,2.312551,1.646589,2.143597|0.124396,2.090505,1.511361,1.969808
-0.224481,2.345141,1.666227,2.131380|0.090634,2.117586,1.528022,2.028891
-0.273583,2.376995,1.685388,2.119104|0.056848,2.144110,1.544289,2.088015
-0.322896,2.408120,1.704087,2.106776|0.023048,2.170091,1.560176,2.147165
-0.372396,2.438526,1.722339,2.094401|-0.010757,2.195542,1.575696,2.184811
-0.422063,2.468221,1.740157,2.081984|-0.044560,2.220473,1.590862,2.176360
-0.471876,2.497215,1.757555,2.069531|-0.078354,2.244898,1.605685,2.167912
-0.521817,2.525518,1.774547,2.057046|-0.112129,2.268828,1.620178,2.159468
-0.571865,2.553138,1.791145,2.044534|-0.145881,2.292274,1.634351,2.151030
-0.622005,2.580086,1.807361,2.031999|-0.179603,2.315247,1.648215,2.142599
-0.672219,2.606373,1.823209,2.019445|-0.213289,2.337757,1.661781,2.134178
