0.000000:-1.000000,-1.000000,1.000000,1.000000,0.000000,0.000000,
0.000000:-0.985657,-0.985657,0.985023,0.985023,0.000634,0.000634,
0.010000:-0.975866,-0.975866,0.973342,0.973342,0.002523,0.002523,
0.020000:-0.968863,-0.968863,0.963665,0.963665,0.005197,0.005197,
0.030000:-0.963749,-0.963749,0.955331,0.955331,0.008418,0.008418,
0.040000:-0.960024,-0.960024,0.947969,0.947969,0.012055,0.012055,
0.050000:-0.957392,-0.957392,0.941352,0.941352,0.016040,0.016040,
0.060000:-0.955674,-0.955674,0.935336,0.935336,0.020338,0.020338,
0.070000:-0.954765,-0.954765,0.929825,0.929825,0.024939,0.024939,
0.080000:-0.954609,-0.954609,0.924757,0.924757,0.029852,0.029852,
0.090000:-0.955197,-0.955197,0.920093,0.920093,0.035104,0.035104,
0.100000:-0.956562,-0.956562,0.915816,0.915816,0.040746,0.040746,
0.110000:-0.958793,-0.958793,0.911932,0.911932,0.046861,0.046861,
0.120000:-0.962056,-0.962056,0.908473,0.908473,0.053583,0.053583,
0.130000:-0.966663,-0.966663,0.905518,0.905518,0.061145,0.061145,
0.140000:-0.973228,-0.973228,0.903231,0.903231,0.069997,0.069997,
0.150000:-0.983191,-0.983191,0.901970,0.901970,0.081221,0.081221,
0.160000:-1.001594,-1.001594,0.902926,0.902926,0.098668,0.098668,
0.170000:-1.105102,-1.105102,0.948684,0.948684,0.156418,0.156418,
0.180000:-13530842075080783082496.000000,-13530842075080783082496.000000,8314588955830581508608.000000,8314588955830581508608.000000,5216253119250201574912.000000,5216253119250201574912.000000,
0.190000:-60133155374041032848167515175941015494640846111678130379471347244971378087661240627018366231068658499584035958260891633140972619235803288740079503217838297345032886634161230521740463645489415377087408116844135238069424117850535722658614567683409562152293858032883521600730558666537257173681282875117390331038003563402514775560025068909054732263955413422856015247911505873000441405334586326218099563683708968259878413301839948106300849351267148066958473743250124558374299662161974115682510228684800.000000,-60133155374041032848167515175941015494640846111678130379471347244971378087661240627018366231068658499584035958260891633140972619235803288740079503217838297345032886634161230521740463645489415377087408116844135238069424117850535722658614567683409562152293858032883521600730558666537257173681282875117390331038003563402514775560025068909054732263955413422856015247911505873000441405334586326218099563683708968259878413301839948106300849351267148066958473743250124558374299662161974115682510228684800.000000,36951319568871762982180444162440057729141680285974940825000490672685162245628187561890405799132693975563061432091452951551809556336306005534699560463383060771787277446399658324659410196508995942195073568177883176629578177298386853730151941429383465472080843691052124419158544382291889347848049219479095553161731371423037248814493380917202265361869519360986131668979878332657022908535616715731373044044151822387365508223203300967508699502093170074710200234518060706300097161017048671639768787845120.000000,36951319568871762982180444162440057729141680285974940825000490672685162245628187561890405799132693975563061432091452951551809556336306005534699560463383060771787277446399658324659410196508995942195073568177883176629578177298386853730151941429383465472080843691052124419158544382291889347848049219479095553161731371423037248814493380917202265361869519360986131668979878332657022908535616715731373044044151822387365508223203300967508699502093170074710200234518060706300097161017048671639768787845120.000000,23181835805169269871414612087364976884153562073935289690679259222693666930829222876377189322288644240693921617987550182747116373585660538057077581481906894204640264546845167182379220572835450682051844521608767569134661707309361250186446707804980463581175543124655873987190549724827258733307583895094164823271508956980954214940168105472555019559173597790159543272046603593598511427743332433875724901068977886328880674244891566619949601426558744644649857388677367715207533379994897484728307923550208.000000,23181835805169269871414612087364976884153562073935289690679259222693666930829222876377189322288644240693921617987550182747116373585660538057077581481906894204640264546845167182379220572835450682051844521608767569134661707309361250186446707804980463581175543124655873987190549724827258733307583895094164823271508956980954214940168105472555019559173597790159543272046603593598511427743332433875724901068977886328880674244891566619949601426558744644649857388677367715207533379994897484728307923550208.000000,
0.200000:-nan,-nan,-nan,-nan,-nan,-nan,
0.210000:-nan,-nan,-nan,-nan,-nan,-nan,
0.220000:-nan,-nan,-nan,-nan,-nan,-nan,
0.230000:-nan,-nan,-nan,-nan,-nan,-nan,
0.240000:-nan,-nan,-nan,-nan,-nan,-nan,
0.250000:-nan,-nan,-nan,-nan,-nan,-nan,
0.260000:-nan,-nan,-nan,-nan,-nan,-nan,
0.270000:-nan,-nan,-nan,-nan,-nan,-nan,
0.280000:-nan,-nan,-nan,-nan,-nan,-nan,
0.290000:-nan,-nan,-nan,-nan,-nan,-nan,
0.300000:-nan,-nan,-nan,-nan,-nan,-nan,
0.310000:-nan,-nan,-nan,-nan,-nan,-nan,
0.320000:-nan,-nan,-nan,-nan,-nan,-nan,
0.330000:-nan,-nan,-nan,-nan,-nan,-nan,
0.340000:-nan,-nan,-nan,-nan,-nan,-nan,
0.350000:-nan,-nan,-nan,-nan,-nan,-nan,
0.360000:-nan,-nan,-nan,-nan,-nan,-nan,
0.370000:-nan,-nan,-nan,-nan,-nan,-nan,
0.380000:-nan,-nan,-nan,-nan,-nan,-nan,
0.390000:-nan,-nan,-nan,-nan,-nan,-nan,
0.400000:-nan,-nan,-nan,-nan,-nan,-nan,
0.410000:-nan,-nan,-nan,-nan,-nan,-nan,
0.420000:-nan,-nan,-nan,-nan,-nan,-nan,
0.430000:-nan,-nan,-nan,-nan,-nan,-nan,
0.440000:-nan,-nan,-nan,-nan,-nan,-nan,
0.450000:-nan,-nan,-nan,-nan,-nan,-nan,
0.460000:-nan,-nan,-nan,-nan,-nan,-nan,
0.470000:-nan,-nan,-nan,-nan,-nan,-nan,
0.480000:-nan,-nan,-nan,-nan,-nan,-nan,
0.490000:-nan,-nan,-nan,-nan,-nan,-nan,
0.500000:-nan,-nan,-nan,-nan,-nan,-nan,
0.510000:-nan,-nan,-nan,-nan,-nan,-nan,
0.520000:-nan,-nan,-nan,-nan,-nan,-nan,
0.530000:-nan,-nan,-nan,-nan,-nan,-nan,
0.540000:-nan,-nan,-nan,-nan,-nan,-nan,
0.550000:-nan,-nan,-nan,-nan,-nan,-nan,
0.560000:-nan,-nan,-nan,-nan,-nan,-nan,
0.570000:-nan,-nan,-nan,-nan,-nan,-nan,
0.580000:-nan,-nan,-nan,-nan,-nan,-nan,
0.590000:-nan,-nan,-nan,-nan,-nan,-nan,
0.600000:-nan,-nan,-nan,-nan,-nan,-nan,
0.610000:-nan,-nan,-nan,-nan,-nan,-nan,
0.620000:-nan,-nan,-nan,-nan,-nan,-nan,
0.630000:-nan,-nan,-nan,-nan,-nan,-nan,
0.640000:-nan,-nan,-nan,-nan,-nan,-nan,
0.650000:-nan,-nan,-nan,-nan,-nan,-nan,
0.660000:-nan,-nan,-nan,-nan,-nan,-nan,
0.670000:-nan,-nan,-nan,-nan,-nan,-nan,
0.680000:-nan,-nan,-nan,-nan,-nan,-nan,
0.690000:-nan,-nan,-nan,-nan,-nan,-nan,
0.700000:-nan,-nan,-nan,-nan,-nan,-nan,
0.710000:-nan,-nan,-nan,-nan,-nan,-nan,
0.720000:-nan,-nan,-nan,-nan,-nan,-nan,
0.730000:-nan,-nan,-nan,-nan,-nan,-nan,
0.740000:-nan,-nan,-nan,-nan,-nan,-nan,
0.750000:-nan,-nan,-nan,-nan,-nan,-nan,
0.760000:-nan,-nan,-nan,-nan,-nan,-nan,
0.770000:-nan,-nan,-nan,-nan,-nan,-nan,
0.780000:-nan,-nan,-nan,-nan,-nan,-nan,
0.790000:-nan,-nan,-nan,-nan,-nan,-nan,
0.800000:-nan,-nan,-nan,-nan,-nan,-nan,
0.810000:-nan,-nan,-nan,-nan,-nan,-nan,
0.820000:-nan,-nan,-nan,-nan,-nan,-nan,
0.830000:-nan,-nan,-nan,-nan,-nan,-nan,
0.840000:-nan,-nan,-nan,-nan,-nan,-nan,
0.850000:-nan,-nan,-nan,-nan,-nan,-nan,
0.860000:-nan,-nan,-nan,-nan,-nan,-nan,
0.870000:-nan,-nan,-nan,-nan,-nan,-nan,
0.880000:-nan,-nan,-nan,-nan,-nan,-nan,
0.890000:-nan,-nan,-nan,-nan,-nan,-nan,
0.900000:-nan,-nan,-nan,-nan,-nan,-nan,
0.910000:-nan,-nan,-nan,-nan,-nan,-nan,
0.920000:-nan,-nan,-nan,-nan,-nan,-nan,
0.930000:-nan,-nan,-nan,-nan,-nan,-nan,
0.940000:-nan,-nan,-nan,-nan,-nan,-nan,
0.950000:-nan,-nan,-nan,-nan,-nan,-nan,
0.960000:-nan,-nan,-nan,-nan,-nan,-nan,
0.970000:-nan,-nan,-nan,-nan,-nan,-nan,
0.980000:-nan,-nan,-nan,-nan,-nan,-nan,
0.990000:-nan,-nan,-nan,-nan,-nan,-nan,
1.000000:-nan,-nan,-nan,-nan,-nan,-nan,
1.010000:-nan,-nan,-nan,-nan,-nan,-nan,
1.020000:-nan,-nan,-nan,-nan,-nan,-nan,
1.030000:-nan,-nan,-nan,-nan,-nan,-nan,
1.040000:-nan,-nan,-nan,-nan,-nan,-nan,
1.050000:-nan,-nan,-nan,-nan,-nan,-nan,
1.060000:-nan,-nan,-nan,-nan,-nan,-nan,
1.070000:-nan,-nan,-nan,-nan,-nan,-nan,
1.080000:-nan,-nan,-nan,-nan,-nan,-nan,
1.090000:-nan,-nan,-nan,-nan,-nan,-nan,
1.100000:-nan,-nan,-nan,-nan,-nan,-nan,
1.110000:-nan,-nan,-nan,-nan,-nan,-nan,
1.120000:-nan,-nan,-nan,-nan,-nan,-nan,
1.130000:-nan,-nan,-nan,-nan,-nan,-nan,
1.140000:-nan,-nan,-nan,-nan,-nan,-nan,
1.150000:-nan,-nan,-nan,-nan,-nan,-nan,
1.160000:-nan,-nan,-nan,-nan,-nan,-nan,
1.170000:-nan,-nan,-nan,-nan,-nan,-nan,
1.180000:-nan,-nan,-nan,-nan,-nan,-nan,
1.190000:-nan,-nan,-nan,-nan,-nan,-nan,
1.200000:-nan,-nan,-nan,-nan,-nan,-nan,
1.210000:-nan,-nan,-nan,-nan,-nan,-nan,
1.220000:-nan,-nan,-nan,-nan,-nan,-nan,
1.230000:-nan,-nan,-nan,-nan,-nan,-nan,
1.240000:-nan,-nan,-nan,-nan,-nan,-nan,
1.250000:-nan,-nan,-nan,-nan,-nan,-nan,
1.260000:-nan,-nan,-nan,-nan,-nan,-nan,
1.270000:-nan,-nan,-nan,-nan,-nan,-nan,
1.280000:-nan,-nan,-nan,-nan,-nan,-nan,
1.290000:-nan,-nan,-nan,-nan,-nan,-nan,
1.300000:-nan,-nan,-nan,-nan,-nan,-nan,
1.310000:-nan,-nan,-nan,-nan,-nan,-nan,
1.320000:-nan,-nan,-nan,-nan,-nan,-nan,
1.330000:-nan,-nan,-nan,-nan,-nan,-nan,
1.340000:-nan,-nan,-nan,-nan,-nan,-nan,
1.350000:-nan,-nan,-nan,-nan,-nan,-nan,
1.360000:-nan,-nan,-nan,-nan,-nan,-nan,
1.370000:-nan,-nan,-nan,-nan,-nan,-nan,
1.380000:-nan,-nan,-nan,-nan,-nan,-nan,
1.390000:-nan,-nan,-nan,-nan,-nan,-nan,
1.400000:-nan,-nan,-nan,-nan,-nan,-nan,
1.410000:-nan,-nan,-nan,-nan,-nan,-nan,
1.420000:-nan,-nan,-nan,-nan,-nan,-nan,
1.430000:-nan,-nan,-nan,-nan,-nan,-nan,
1.440000:-nan,-nan,-nan,-nan,-nan,-nan,
1.450000:-nan,-nan,-nan,-nan,-nan,-nan,
1.460000:-nan,-nan,-nan,-nan,-nan,-nan,
1.470000:-nan,-nan,-nan,-nan,-nan,-nan,
1.480000:-nan,-nan,-nan,-nan,-nan,-nan,
1.490000:-nan,-nan,-nan,-nan,-nan,-nan,
1.500000:-nan,-nan,-nan,-nan,-nan,-nan,
