0.045006	2.302338	1.040475
0.045025	2.295421	1.038843
0.045057	2.287923	1.037414
0.045101	2.279851	1.036185
0.045158	2.271208	1.035157
0.045227	2.262001	1.034328
0.045309	2.252235	1.033698
0.045405	2.241917	1.033266
0.045513	2.231053	1.033032
0.045634	2.219650	1.032997
0.045769	2.207716	1.033158
0.045917	2.195258	1.033518
0.046078	2.182284	1.034077
0.046253	2.168802	1.034833
0.046442	2.154821	1.035789
0.046645	2.140351	1.036945
0.046862	2.125399	1.038302
0.047094	2.109976	1.039860
0.047340	2.094091	1.041622
0.047601	2.077755	1.043588
0.047878	2.060978	1.045759
0.048170	2.043770	1.048138
0.048478	2.026143	1.050727
0.048802	2.008108	1.053526
0.049143	1.989675	1.056539
0.049501	1.970857	1.059768
0.049876	1.951665	1.063215
0.050268	1.932111	1.066883
0.050679	1.912208	1.070775
0.051109	1.891967	1.074893
0.051557	1.871402	1.079242
0.052025	1.850525	1.083824
0.052514	1.829349	1.088644
0.053023	1.807887	1.093704
0.053553	1.786152	1.099010
0.054106	1.764158	1.104565
0.054681	1.741917	1.110374
0.055279	1.719443	1.116441
0.055902	1.696750	1.122773
0.056549	1.673852	1.129374
0.057222	1.650762	1.136249
0.057921	1.627493	1.143405
0.058648	1.604060	1.150848
0.059403	1.580477	1.158583
0.060188	1.556757	1.166618
0.061003	1.532914	1.174961
0.061849	1.508962	1.183617
0.062728	1.484914	1.192595
0.063641	1.460786	1.201904
0.064588	1.436589	1.211551
0.065573	1.412339	1.221545
0.066595	1.388048	1.231897
0.067657	1.363731	1.242615
0.068759	1.339400	1.253709
0.069904	1.315070	1.265191
0.071094	1.290753	1.277071
0.072329	1.266462	1.289362
0.073613	1.242212	1.302075
0.074946	1.218013	1.315224
0.076332	1.193881	1.328821
0.077773	1.169826	1.342881
0.079270	1.145861	1.357419
0.080827	1.122000	1.372449
0.082446	1.098253	1.387989
0.084130	1.074633	1.404054
0.085882	1.051151	1.420663
0.087704	1.027820	1.437834
0.089601	1.004649	1.455587
0.091576	0.981651	1.473942
0.093633	0.958836	1.492921
0.095774	0.936215	1.512546
0.098006	0.913797	1.532841
0.100332	0.891594	1.553830
0.102756	0.869615	1.575539
0.105284	0.847869	1.597996
0.107921	0.826366	1.621230
0.110673	0.805115	1.645271
0.113545	0.784124	1.670150
0.116544	0.763402	1.695901
0.119677	0.742958	1.722559
0.122949	0.722798	1.750162
0.126370	0.702931	1.778747
0.129947	0.683363	1.808357
0.133689	0.664103	1.839034
0.137604	0.645156	1.870824
0.141703	0.626528	1.903775
0.145995	0.608227	1.937939
0.150492	0.590257	1.973368
0.155205	0.572625	2.010120
0.160146	0.555335	2.048254
0.165330	0.538392	2.087834
0.170769	0.521801	2.128927
0.176480	0.505567	2.171603
0.182477	0.489693	2.215937
0.188779	0.474183	2.262010
0.195403	0.459042	2.309905
0.202370	0.444271	2.359711
0.209699	0.429876	2.411524
0.217413	0.415857	2.465444
0.225535	0.402219	2.521577
0.234091	0.388964	2.580037
0.243108	0.376094	2.640944
0.252613	0.363612	2.704427
0.262638	0.351521	2.770621
0.273215	0.339822	2.839673
0.284378	0.328518	2.911736
0.296163	0.317612	2.986975
0.308609	0.307106	3.065566
0.321758	0.297004	3.147695
0.335651	0.287308	3.233562
0.350336	0.278023	3.323381
0.365858	0.269152	3.417378
0.382269	0.260701	3.515797
0.399620	0.252676	3.618897
0.417965	0.245084	3.726955
0.437361	0.237933	3.840268
0.457864	0.231233	3.959154
0.479531	0.224998	4.083951
0.502422	0.219242	4.215022
0.526593	0.213983	4.352755
0.552099	0.209245	4.497566
0.578993	0.205053	4.649898
0.607321	0.201441	4.810226
0.637125	0.198452	4.979058
0.668434	0.196134	5.156935
0.701265	0.194553	5.344437
0.735620	0.193787	5.542181
0.771477	0.193935	5.750824
0.808788	0.195124	5.971066
0.847473	0.197514	6.203650
0.887411	0.201313	6.449365
0.928433	0.206791	6.709042
0.970312	0.214301	6.983559
1.012754	0.224318	7.273836
1.055387	0.237476	7.580835
1.097754	0.254647	7.905556
1.139298	0.277034	8.249026
1.179357	0.306336	8.612299
1.217160	0.344974	8.996435
1.251823	0.396444	9.402491
1.282356	0.465847	9.831497
1.307681	0.560607	10.284429
1.326653	0.691331	10.762179
1.338105	0.872280	11.265510
1.340906	1.119647	11.795007
1.334043	1.442911	12.351015
1.316721	1.821569	12.933566
1.288497	2.169744	13.542295
1.249428	2.337636	14.176342
1.200260	2.219710	14.834245
1.142623	1.874130	15.513819
1.079250	1.460879	16.212038
1.014165	1.098115	16.924909
0.952752	0.823006	17.647367
0.901501	0.627564	18.373181
0.867141	0.491876	19.094911
0.855000	0.397890	19.803903
0.867141	0.332390	20.490375
0.901501	0.286401	21.143577
0.952752	0.253978	21.752059
1.014165	0.231187	22.304040
1.079250	0.215399	22.787874
1.142623	0.204829	23.192582
1.200260	0.198240	23.508427
1.249428	0.194753	23.727466
1.288497	0.193729	23.844036
1.316721	0.194689	23.855114
1.334043	0.197264	23.760513
1.340906	0.201163	23.562884
1.338105	0.206151	23.267536
1.326653	0.212037	22.882085
1.307681	0.218663	22.415979
1.282356	0.225899	21.879958
1.251823	0.233640	21.285490
1.217160	0.241802	20.644238
1.179357	0.250318	19.967602
1.139298	0.259138	19.266345
1.097754	0.268226	18.550320
1.055387	0.277556	17.828293
1.012754	0.287113	17.107860
0.970312	0.296887	16.395429
0.928433	0.306877	15.696256
0.887411	0.317084	15.014530
0.847473	0.327514	14.353470
0.808788	0.338173	13.715442
0.771477	0.349071	13.102080
0.735620	0.360217	12.514396
0.701265	0.371621	11.952889
0.668434	0.383293	11.417646
0.637125	0.395241	10.908422
0.607321	0.407474	10.424715
0.578993	0.420001	9.965831
0.552099	0.432828	9.530937
0.526593	0.445962	9.119099
0.502422	0.459409	8.729323
0.479531	0.473173	8.360578
0.457864	0.487258	8.011821
0.437361	0.501667	7.682013
0.417965	0.516402	7.370133
0.399620	0.531466	7.075187
0.382269	0.546858	6.796213
0.365858	0.562579	6.532289
0.350336	0.578629	6.282535
0.335651	0.595006	6.046112
0.321758	0.611709	5.822227
0.308609	0.628736	5.610129
0.296163	0.646083	5.409112
0.284378	0.663748	5.218509
0.273215	0.681727	5.037696
0.262638	0.700015	4.866086
0.252613	0.718607	4.703128
0.243108	0.737500	4.548308
0.234091	0.756686	4.401143
0.225535	0.776160	4.261182
0.217413	0.795916	4.128002
0.209699	0.815946	4.001210
0.202370	0.836244	3.880436
0.195403	0.856802	3.765334
0.188779	0.877612	3.655581
0.182477	0.898666	3.550876
0.176480	0.919955	3.450936
0.170769	0.941471	3.355497
0.165330	0.963204	3.264311
