unnorm_init[10.00,0.00,0.00,3.00]_dt0.01000_m[90, 1].txt
Eccentricity : 0.000000 

Error of arcl_geod | mean = 3.634486, max = 9.987963, min = 0.000002
Error of newtonian | mean = 3.634486, max = 9.987963, min = 0.000002

   ||arc domain geodesic ||     newtonian
num||degree   | error    || degree   | error    
463||1.386000 | 8.162537 || 1.386000 | 8.162537 
464||1.389000 | 8.192034 || 1.389000 | 8.192034 
465||1.392000 | 8.221548 || 1.392000 | 8.221548 
466||1.395000 | 8.251078 || 1.395000 | 8.251078 
467||1.398000 | 8.280623 || 1.398000 | 8.280623 
468||1.401000 | 8.310184 || 1.401000 | 8.310184 
469||1.404000 | 8.339760 || 1.404000 | 8.339760 
470||1.407000 | 8.369351 || 1.407000 | 8.369351 
471||1.410000 | 8.398957 || 1.410000 | 8.398957 
472||1.413000 | 8.428577 || 1.413000 | 8.428577 
473||1.416000 | 8.458211 || 1.416000 | 8.458211 
474||1.419000 | 8.487860 || 1.419000 | 8.487860 
475||1.422000 | 8.517521 || 1.422000 | 8.517521 
476||1.425000 | 8.547196 || 1.425000 | 8.547196 
477||1.428000 | 8.576885 || 1.428000 | 8.576885 
478||1.431000 | 8.606586 || 1.431000 | 8.606586 
479||1.434000 | 8.636299 || 1.434000 | 8.636299 
480||1.437000 | 8.666025 || 1.437000 | 8.666025 
481||1.440000 | 8.695763 || 1.440000 | 8.695763 
482||1.443000 | 8.725512 || 1.443000 | 8.725512 
483||1.446000 | 8.755274 || 1.446000 | 8.755274 
484||1.449000 | 8.785046 || 1.449000 | 8.785046 
485||1.452000 | 8.814829 || 1.452000 | 8.814829 
486||1.455000 | 8.844623 || 1.455000 | 8.844623 
487||1.458000 | 8.874427 || 1.458000 | 8.874427 
488||1.461000 | 8.904241 || 1.461000 | 8.904241 
489||1.464000 | 8.934066 || 1.464000 | 8.934066 
490||1.467000 | 8.963900 || 1.467000 | 8.963900 
491||1.470000 | 8.993743 || 1.470000 | 8.993743 
492||1.473000 | 9.023595 || 1.473000 | 9.023595 
493||1.476000 | 9.053456 || 1.476000 | 9.053456 
494||1.479000 | 9.083325 || 1.479000 | 9.083325 
495||1.482000 | 9.113203 || 1.482000 | 9.113203 
496||1.485000 | 9.143089 || 1.485000 | 9.143089 
497||1.488000 | 9.172982 || 1.488000 | 9.172982 
498||1.491000 | 9.202883 || 1.491000 | 9.202883 
499||1.494000 | 9.232791 || 1.494000 | 9.232791 
500||1.497000 | 9.262706 || 1.497000 | 9.262706 
501||1.500000 | 9.292628 || 1.500000 | 9.292628 
502||1.503000 | 9.322556 || 1.503000 | 9.322556 
503||1.506000 | 9.352490 || 1.506000 | 9.352490 
504||1.509000 | 9.382430 || 1.509000 | 9.382430 
505||1.512000 | 9.412375 || 1.512000 | 9.412375 
506||1.515000 | 9.442326 || 1.515000 | 9.442326 
507||1.518000 | 9.472282 || 1.518000 | 9.472282 
508||1.521000 | 9.502243 || 1.521000 | 9.502243 
509||1.524000 | 9.532208 || 1.524000 | 9.532208 
510||1.527000 | 9.562177 || 1.527000 | 9.562177 
511||1.530000 | 9.592150 || 1.530000 | 9.592150 
512||1.533000 | 9.622127 || 1.533000 | 9.622127 
513||1.536000 | 9.652107 || 1.536000 | 9.652107 
514||1.539000 | 9.682090 || 1.539000 | 9.682090 
515||1.542000 | 9.712077 || 1.542000 | 9.712077 
516||1.545000 | 9.742065 || 1.545000 | 9.742065 
517||1.548000 | 9.772056 || 1.548000 | 9.772056 
518||1.551000 | 9.802050 || 1.551000 | 9.802050 
519||1.554000 | 9.832045 || 1.554000 | 9.832045 
520||1.557000 | 9.862041 || 1.557000 | 9.862041 
521||1.560000 | 9.892039 || 1.560000 | 9.892039 
522||1.563000 | 9.922038 || 1.563000 | 9.922038 
523||1.566000 | 9.952037 || 1.566000 | 9.952037 
524||1.569000 | 9.982037 || 1.569000 | 9.982037 
525||1.572000 | 9.987963 || 1.572000 | 9.987963 
526||1.575000 | 9.957963 || 1.575000 | 9.957963 
527||1.578000 | 9.927964 || 1.578000 | 9.927964 
528||1.581000 | 9.897965 || 1.581000 | 9.897965 
529||1.584000 | 9.867967 || 1.584000 | 9.867967 
530||1.587000 | 9.837970 || 1.587000 | 9.837970 
531||1.590000 | 9.807975 || 1.590000 | 9.807975 
532||1.593000 | 9.777982 || 1.593000 | 9.777982 
533||1.596000 | 9.747990 || 1.596000 | 9.747990 
534||1.599000 | 9.718001 || 1.599000 | 9.718001 
535||1.602000 | 9.688014 || 1.602000 | 9.688014 
536||1.605000 | 9.658030 || 1.605000 | 9.658030 
537||1.608000 | 9.628049 || 1.608000 | 9.628049 
538||1.611000 | 9.598072 || 1.611000 | 9.598072 
539||1.614000 | 9.568098 || 1.614000 | 9.568098 
540||1.617000 | 9.538128 || 1.617000 | 9.538128 
541||1.620000 | 9.508162 || 1.620000 | 9.508162 
542||1.623000 | 9.478200 || 1.623000 | 9.478200 
543||1.626000 | 9.448244 || 1.626000 | 9.448244 
544||1.629000 | 9.418292 || 1.629000 | 9.418292 
545||1.632000 | 9.388345 || 1.632000 | 9.388345 
546||1.635000 | 9.358404 || 1.635000 | 9.358404 
547||1.638000 | 9.328469 || 1.638000 | 9.328469 
548||1.641000 | 9.298540 || 1.641000 | 9.298540 
549||1.644000 | 9.268617 || 1.644000 | 9.268617 
550||1.647000 | 9.238701 || 1.647000 | 9.238701 
551||1.650000 | 9.208791 || 1.650000 | 9.208791 
552||1.653000 | 9.178889 || 1.653000 | 9.178889 
553||1.656000 | 9.148994 || 1.656000 | 9.148994 
554||1.659000 | 9.119107 || 1.659000 | 9.119107 
555||1.662000 | 9.089227 || 1.662000 | 9.089227 
556||1.665000 | 9.059356 || 1.665000 | 9.059356 
557||1.668000 | 9.029493 || 1.668000 | 9.029493 
558||1.671000 | 8.999639 || 1.671000 | 8.999639 
559||1.674000 | 8.969794 || 1.674000 | 8.969794 
560||1.677000 | 8.939959 || 1.677000 | 8.939959 
561||1.680000 | 8.910132 || 1.680000 | 8.910132 
562||1.683000 | 8.880316 || 1.683000 | 8.880316 
563||1.686000 | 8.850510 || 1.686000 | 8.850510 
564||1.689000 | 8.820714 || 1.689000 | 8.820714 
565||1.692000 | 8.790929 || 1.692000 | 8.790929 
566||1.695000 | 8.761154 || 1.695000 | 8.761154 
567||1.698000 | 8.731391 || 1.698000 | 8.731391 
568||1.701000 | 8.701639 || 1.701000 | 8.701639 
569||1.704000 | 8.671899 || 1.704000 | 8.671899 
570||1.707000 | 8.642171 || 1.707000 | 8.642171 
571||1.710000 | 8.612455 || 1.710000 | 8.612455 
572||1.713000 | 8.582751 || 1.713000 | 8.582751 
573||1.716000 | 8.553060 || 1.716000 | 8.553060 
574||1.719000 | 8.523383 || 1.719000 | 8.523383 
575||1.722000 | 8.493718 || 1.722000 | 8.493718 
576||1.725000 | 8.464067 || 1.725000 | 8.464067 
577||1.728000 | 8.434430 || 1.728000 | 8.434430 
578||1.731000 | 8.404807 || 1.731000 | 8.404807 
579||1.734000 | 8.375199 || 1.734000 | 8.375199 
580||1.737000 | 8.345605 || 1.737000 | 8.345605 
581||1.740000 | 8.316026 || 1.740000 | 8.316026 
582||1.743000 | 8.286462 || 1.743000 | 8.286462 
583||1.746000 | 8.256913 || 1.746000 | 8.256913 
584||1.749000 | 8.227380 || 1.749000 | 8.227380 
585||1.752000 | 8.197863 || 1.752000 | 8.197863 
586||1.755000 | 8.168363 || 1.755000 | 8.168363 
587||1.758000 | 8.138878 || 1.758000 | 8.138878 
588||1.761000 | 8.109411 || 1.761000 | 8.109411 
589||1.764000 | 8.079961 || 1.764000 | 8.079961 
590||1.767000 | 8.050527 || 1.767000 | 8.050527 
591||1.770000 | 8.021112 || 1.770000 | 8.021112 
592||1.773000 | 7.991714 || 1.773000 | 7.991714 
593||1.776000 | 7.962334 || 1.776000 | 7.962334 
594||1.779000 | 7.932973 || 1.779000 | 7.932973 
595||1.782000 | 7.903630 || 1.782000 | 7.903630 
596||1.785000 | 7.874306 || 1.785000 | 7.874306 
597||1.788000 | 7.845002 || 1.788000 | 7.845002 
598||1.791000 | 7.815716 || 1.791000 | 7.815716 
599||1.794000 | 7.786450 || 1.794000 | 7.786450 
600||1.797000 | 7.757205 || 1.797000 | 7.757205 
601||1.800000 | 7.727979 || 1.800000 | 7.727979 
602||1.803000 | 7.698774 || 1.803000 | 7.698774 
603||1.806000 | 7.669589 || 1.806000 | 7.669589 
604||1.809000 | 7.640426 || 1.809000 | 7.640426 
605||1.812000 | 7.611284 || 1.812000 | 7.611284 
606||1.815000 | 7.582163 || 1.815000 | 7.582163 
607||1.818000 | 7.553064 || 1.818000 | 7.553064 
608||1.821000 | 7.523987 || 1.821000 | 7.523987 
609||1.824000 | 7.494932 || 1.824000 | 7.494932 
610||1.827000 | 7.465900 || 1.827000 | 7.465900 
611||1.830000 | 7.436891 || 1.830000 | 7.436891 
612||1.833000 | 7.407905 || 1.833000 | 7.407905 
613||1.836000 | 7.378942 || 1.836000 | 7.378942 
614||1.839000 | 7.350002 || 1.839000 | 7.350002 
615||1.842000 | 7.321087 || 1.842000 | 7.321087 
616||1.845000 | 7.292196 || 1.845000 | 7.292196 
617||1.848000 | 7.263329 || 1.848000 | 7.263329 
618||1.851000 | 7.234486 || 1.851000 | 7.234486 
619||1.854000 | 7.205669 || 1.854000 | 7.205669 
620||1.857000 | 7.176876 || 1.857000 | 7.176876 
621||1.860000 | 7.148109 || 1.860000 | 7.148109 
622||1.863000 | 7.119368 || 1.863000 | 7.119368 
623||1.866000 | 7.090653 || 1.866000 | 7.090653 
624||1.869000 | 7.061964 || 1.869000 | 7.061964 
625||1.872000 | 7.033301 || 1.872000 | 7.033301 
626||1.875000 | 7.004665 || 1.875000 | 7.004665 
627||1.878000 | 6.976056 || 1.878000 | 6.976056 
628||1.881000 | 6.947474 || 1.881000 | 6.947474 
629||1.884000 | 6.918920 || 1.884000 | 6.918920 
630||1.887000 | 6.890393 || 1.887000 | 6.890393 
631||1.890000 | 6.861894 || 1.890000 | 6.861894 
632||1.893000 | 6.833424 || 1.893000 | 6.833424 
633||1.896000 | 6.804982 || 1.896000 | 6.804982 
634||1.899000 | 6.776569 || 1.899000 | 6.776569 
635||1.902000 | 6.748185 || 1.902000 | 6.748185 
636||1.905000 | 6.719830 || 1.905000 | 6.719830 
637||1.908000 | 6.691505 || 1.908000 | 6.691505 
638||1.911000 | 6.663209 || 1.911000 | 6.663209 
639||1.914000 | 6.634943 || 1.914000 | 6.634943 
640||1.917000 | 6.606708 || 1.917000 | 6.606708 
641||1.920000 | 6.578503 || 1.920000 | 6.578503 
642||1.923000 | 6.550330 || 1.923000 | 6.550330 
643||1.926000 | 6.522187 || 1.926000 | 6.522187 
644||1.929000 | 6.494075 || 1.929000 | 6.494075 
645||1.932000 | 6.465995 || 1.932000 | 6.465995 
646||1.935000 | 6.437947 || 1.935000 | 6.437947 
647||1.938000 | 6.409931 || 1.938000 | 6.409931 
648||1.941000 | 6.381947 || 1.941000 | 6.381947 
649||1.944000 | 6.353996 || 1.944000 | 6.353996 
650||1.947000 | 6.326077 || 1.947000 | 6.326077 
651||1.950000 | 6.298192 || 1.950000 | 6.298192 
652||1.953000 | 6.270340 || 1.953000 | 6.270340 
653||1.956000 | 6.242521 || 1.956000 | 6.242521 
654||1.959000 | 6.214736 || 1.959000 | 6.214736 
655||1.962000 | 6.186986 || 1.962000 | 6.186986 
656||1.965000 | 6.159269 || 1.965000 | 6.159269 
657||1.968000 | 6.131588 || 1.968000 | 6.131588 
658||1.971000 | 6.103941 || 1.971000 | 6.103941 
659||1.974000 | 6.076329 || 1.974000 | 6.076329 
660||1.977000 | 6.048752 || 1.977000 | 6.048752 
661||1.980000 | 6.021211 || 1.980000 | 6.021211 
662||1.983000 | 5.993706 || 1.983000 | 5.993706 
663||1.986000 | 5.966237 || 1.986000 | 5.966237 
664||1.989000 | 5.938804 || 1.989000 | 5.938804 
665||1.992000 | 5.911408 || 1.992000 | 5.911408 
666||1.995000 | 5.884048 || 1.995000 | 5.884048 
667||1.998000 | 5.856726 || 1.998000 | 5.856726 
668||2.001000 | 5.829441 || 2.001000 | 5.829441 
669||2.004000 | 5.802193 || 2.004000 | 5.802193 
670||2.007000 | 5.774983 || 2.007000 | 5.774983 
671||2.010000 | 5.747811 || 2.010000 | 5.747811 
672||2.013000 | 5.720678 || 2.013000 | 5.720678 
673||2.016000 | 5.693583 || 2.016000 | 5.693583 
674||2.019000 | 5.666527 || 2.019000 | 5.666527 
675||2.022000 | 5.639509 || 2.022000 | 5.639509 
676||2.025000 | 5.612531 || 2.025000 | 5.612531 
677||2.028000 | 5.585593 || 2.028000 | 5.585593 
678||2.031000 | 5.558694 || 2.031000 | 5.558694 
679||2.034000 | 5.531835 || 2.034000 | 5.531835 
680||2.037000 | 5.505017 || 2.037000 | 5.505017 
681||2.040000 | 5.478238 || 2.040000 | 5.478238 
682||2.043000 | 5.451501 || 2.043000 | 5.451501 
683||2.046000 | 5.424804 || 2.046000 | 5.424804 
684||2.049000 | 5.398149 || 2.049000 | 5.398149 
685||2.052000 | 5.371535 || 2.052000 | 5.371535 
686||2.055000 | 5.344963 || 2.055000 | 5.344963 
687||2.058000 | 5.318432 || 2.058000 | 5.318432 
688||2.061000 | 5.291944 || 2.061000 | 5.291944 
689||2.064000 | 5.265498 || 2.064000 | 5.265498 
690||2.067000 | 5.239095 || 2.067000 | 5.239095 
691||2.070000 | 5.212735 || 2.070000 | 5.212735 
692||2.073000 | 5.186417 || 2.073000 | 5.186417 
693||2.076000 | 5.160143 || 2.076000 | 5.160143 
694||2.079000 | 5.133913 || 2.079000 | 5.133913 
695||2.082000 | 5.107726 || 2.082000 | 5.107726 
696||2.085000 | 5.081583 || 2.085000 | 5.081583 
697||2.088000 | 5.055485 || 2.088000 | 5.055485 
698||2.091000 | 5.029431 || 2.091000 | 5.029431 
699||2.094000 | 5.003422 || 2.094000 | 5.003422 
700||2.097000 | 4.977458 || 2.097000 | 4.977458 
701||2.100000 | 4.951539 || 2.100000 | 4.951539 
702||2.103000 | 4.925665 || 2.103000 | 4.925665 
703||2.106000 | 4.899838 || 2.106000 | 4.899838 
704||2.109000 | 4.874056 || 2.109000 | 4.874056 
705||2.112000 | 4.848320 || 2.112000 | 4.848320 
706||2.115000 | 4.822630 || 2.115000 | 4.822630 
707||2.118000 | 4.796987 || 2.118000 | 4.796987 
708||2.121000 | 4.771391 || 2.121000 | 4.771391 
709||2.124000 | 4.745842 || 2.124000 | 4.745842 
710||2.127000 | 4.720341 || 2.127000 | 4.720341 
711||2.130000 | 4.694887 || 2.130000 | 4.694887 
712||2.133000 | 4.669480 || 2.133000 | 4.669480 
713||2.136000 | 4.644122 || 2.136000 | 4.644122 
714||2.139000 | 4.618812 || 2.139000 | 4.618812 
715||2.142000 | 4.593550 || 2.142000 | 4.593550 
716||2.145000 | 4.568337 || 2.145000 | 4.568337 
717||2.148000 | 4.543172 || 2.148000 | 4.543172 
718||2.151000 | 4.518057 || 2.151000 | 4.518057 
719||2.154000 | 4.492991 || 2.154000 | 4.492991 
720||2.157000 | 4.467975 || 2.157000 | 4.467975 
721||2.160000 | 4.443009 || 2.160000 | 4.443009 
722||2.163000 | 4.418092 || 2.163000 | 4.418092 
723||2.166000 | 4.393226 || 2.166000 | 4.393226 
724||2.169000 | 4.368410 || 2.169000 | 4.368410 
725||2.172000 | 4.343645 || 2.172000 | 4.343645 
726||2.175000 | 4.318931 || 2.175000 | 4.318931 
727||2.178000 | 4.294268 || 2.178000 | 4.294268 
728||2.181000 | 4.269656 || 2.181000 | 4.269656 
729||2.184000 | 4.245096 || 2.184000 | 4.245096 
730||2.187000 | 4.220588 || 2.187000 | 4.220588 
731||2.190000 | 4.196131 || 2.190000 | 4.196131 
732||2.193000 | 4.171727 || 2.193000 | 4.171727 
733||2.196000 | 4.147376 || 2.196000 | 4.147376 
734||2.199000 | 4.123077 || 2.199000 | 4.123077 
735||2.202000 | 4.098831 || 2.202000 | 4.098831 
736||2.205000 | 4.074638 || 2.205000 | 4.074638 
737||2.208000 | 4.050498 || 2.208000 | 4.050498 
738||2.211000 | 4.026412 || 2.211000 | 4.026412 
739||2.214000 | 4.002380 || 2.214000 | 4.002380 
740||2.217000 | 3.978401 || 2.217000 | 3.978401 
741||2.220000 | 3.954477 || 2.220000 | 3.954477 
742||2.223000 | 3.930608 || 2.223000 | 3.930608 
743||2.226000 | 3.906792 || 2.226000 | 3.906792 
744||2.229000 | 3.883032 || 2.229000 | 3.883032 
745||2.232000 | 3.859327 || 2.232000 | 3.859327 
746||2.235000 | 3.835677 || 2.235000 | 3.835677 
747||2.238000 | 3.812083 || 2.238000 | 3.812083 
748||2.241000 | 3.788544 || 2.241000 | 3.788544 
749||2.244000 | 3.765061 || 2.244000 | 3.765061 
750||2.247000 | 3.741634 || 2.247000 | 3.741634 
751||2.250000 | 3.718264 || 2.250000 | 3.718264 
752||2.253000 | 3.694950 || 2.253000 | 3.694950 
753||2.256000 | 3.671693 || 2.256000 | 3.671693 
754||2.259000 | 3.648493 || 2.259000 | 3.648493 
755||2.262000 | 3.625350 || 2.262000 | 3.625350 
756||2.265000 | 3.602264 || 2.265000 | 3.602264 
757||2.268000 | 3.579236 || 2.268000 | 3.579236 
758||2.271000 | 3.556265 || 2.271000 | 3.556265 
759||2.274000 | 3.533353 || 2.274000 | 3.533353 
760||2.277000 | 3.510499 || 2.277000 | 3.510499 
761||2.280000 | 3.487703 || 2.280000 | 3.487703 
762||2.283000 | 3.464966 || 2.283000 | 3.464966 
763||2.286000 | 3.442288 || 2.286000 | 3.442288 
764||2.289000 | 3.419669 || 2.289000 | 3.419669 
765||2.292000 | 3.397109 || 2.292000 | 3.397109 
766||2.295000 | 3.374608 || 2.295000 | 3.374608 
767||2.298000 | 3.352167 || 2.298000 | 3.352167 
768||2.301000 | 3.329786 || 2.301000 | 3.329786 
769||2.304000 | 3.307465 || 2.304000 | 3.307465 
770||2.307000 | 3.285204 || 2.307000 | 3.285204 
771||2.310000 | 3.263004 || 2.310000 | 3.263004 
772||2.313000 | 3.240864 || 2.313000 | 3.240864 
773||2.316000 | 3.218785 || 2.316000 | 3.218785 
774||2.319000 | 3.196767 || 2.319000 | 3.196767 
775||2.322000 | 3.174810 || 2.322000 | 3.174810 
776||2.325000 | 3.152915 || 2.325000 | 3.152915 
777||2.328000 | 3.131081 || 2.328000 | 3.131081 
778||2.331000 | 3.109309 || 2.331000 | 3.109309 
779||2.334000 | 3.087600 || 2.334000 | 3.087600 
780||2.337000 | 3.065952 || 2.337000 | 3.065952 
781||2.340000 | 3.044367 || 2.340000 | 3.044367 
782||2.343000 | 3.022844 || 2.343000 | 3.022844 
783||2.346000 | 3.001384 || 2.346000 | 3.001384 
784||2.349000 | 2.979987 || 2.349000 | 2.979987 
785||2.352000 | 2.958654 || 2.352000 | 2.958654 
786||2.355000 | 2.937384 || 2.355000 | 2.937384 
787||2.358000 | 2.916177 || 2.358000 | 2.916177 
788||2.361000 | 2.895034 || 2.361000 | 2.895034 
789||2.364000 | 2.873955 || 2.364000 | 2.873955 
790||2.367000 | 2.852940 || 2.367000 | 2.852940 
791||2.370000 | 2.831989 || 2.370000 | 2.831989 
792||2.373000 | 2.811103 || 2.373000 | 2.811103 
793||2.376000 | 2.790282 || 2.376000 | 2.790282 
794||2.379000 | 2.769526 || 2.379000 | 2.769526 
795||2.382000 | 2.748834 || 2.382000 | 2.748834 
796||2.385000 | 2.728208 || 2.385000 | 2.728208 
797||2.388000 | 2.707647 || 2.388000 | 2.707647 
798||2.391000 | 2.687152 || 2.391000 | 2.687152 
799||2.394000 | 2.666723 || 2.394000 | 2.666723 
800||2.397000 | 2.646360 || 2.397000 | 2.646360 
801||2.400000 | 2.626063 || 2.400000 | 2.626063 
802||2.403000 | 2.605832 || 2.403000 | 2.605832 
803||2.406000 | 2.585668 || 2.406000 | 2.585668 
804||2.409000 | 2.565571 || 2.409000 | 2.565571 
805||2.412000 | 2.545540 || 2.412000 | 2.545540 
806||2.415000 | 2.525577 || 2.415000 | 2.525577 
807||2.418000 | 2.505681 || 2.418000 | 2.505681 
808||2.421000 | 2.485852 || 2.421000 | 2.485852 
809||2.424000 | 2.466091 || 2.424000 | 2.466091 
810||2.427000 | 2.446398 || 2.427000 | 2.446398 
811||2.430000 | 2.426772 || 2.430000 | 2.426772 
812||2.433000 | 2.407215 || 2.433000 | 2.407215 
813||2.436000 | 2.387726 || 2.436000 | 2.387726 
814||2.439000 | 2.368306 || 2.439000 | 2.368306 
815||2.442000 | 2.348955 || 2.442000 | 2.348955 
816||2.445000 | 2.329672 || 2.445000 | 2.329672 
817||2.448000 | 2.310458 || 2.448000 | 2.310458 
818||2.451000 | 2.291314 || 2.451000 | 2.291314 
819||2.454000 | 2.272239 || 2.454000 | 2.272239 
820||2.457000 | 2.253233 || 2.457000 | 2.253233 
821||2.460000 | 2.234297 || 2.460000 | 2.234297 
822||2.463000 | 2.215431 || 2.463000 | 2.215431 
823||2.466000 | 2.196635 || 2.466000 | 2.196635 
824||2.469000 | 2.177910 || 2.469000 | 2.177910 
825||2.472000 | 2.159254 || 2.472000 | 2.159254 
826||2.475000 | 2.140670 || 2.475000 | 2.140670 
827||2.478000 | 2.122156 || 2.478000 | 2.122156 
828||2.481000 | 2.103713 || 2.481000 | 2.103713 
829||2.484000 | 2.085341 || 2.484000 | 2.085341 
830||2.487000 | 2.067040 || 2.487000 | 2.067040 
831||2.490000 | 2.048811 || 2.490000 | 2.048811 
832||2.493000 | 2.030653 || 2.493000 | 2.030653 
833||2.496000 | 2.012567 || 2.496000 | 2.012567 
834||2.499000 | 1.994553 || 2.499000 | 1.994553 
835||2.502000 | 1.976610 || 2.502000 | 1.976610 
836||2.505000 | 1.958741 || 2.505000 | 1.958741 
837||2.508000 | 1.940943 || 2.508000 | 1.940943 
838||2.511000 | 1.923218 || 2.511000 | 1.923218 
839||2.514000 | 1.905566 || 2.514000 | 1.905566 
840||2.517000 | 1.887986 || 2.517000 | 1.887986 
841||2.520000 | 1.870480 || 2.520000 | 1.870480 
842||2.523000 | 1.853046 || 2.523000 | 1.853046 
843||2.526000 | 1.835686 || 2.526000 | 1.835686 
844||2.529000 | 1.818400 || 2.529000 | 1.818400 
845||2.532000 | 1.801187 || 2.532000 | 1.801187 
846||2.535000 | 1.784048 || 2.535000 | 1.784048 
847||2.538000 | 1.766983 || 2.538000 | 1.766983 
848||2.541000 | 1.749992 || 2.541000 | 1.749992 
849||2.544000 | 1.733075 || 2.544000 | 1.733075 
850||2.547000 | 1.716232 || 2.547000 | 1.716232 
851||2.550000 | 1.699465 || 2.550000 | 1.699465 
852||2.553000 | 1.682772 || 2.553000 | 1.682772 
853||2.556000 | 1.666153 || 2.556000 | 1.666153 
854||2.559000 | 1.649610 || 2.559000 | 1.649610 
855||2.562000 | 1.633142 || 2.562000 | 1.633142 
856||2.565000 | 1.616749 || 2.565000 | 1.616749 
857||2.568000 | 1.600432 || 2.568000 | 1.600432 
858||2.571000 | 1.584190 || 2.571000 | 1.584190 
859||2.574000 | 1.568024 || 2.574000 | 1.568024 
860||2.577000 | 1.551934 || 2.577000 | 1.551934 
861||2.580000 | 1.535920 || 2.580000 | 1.535920 
862||2.583000 | 1.519982 || 2.583000 | 1.519982 
863||2.586000 | 1.504120 || 2.586000 | 1.504120 
864||2.589000 | 1.488335 || 2.589000 | 1.488335 
865||2.592000 | 1.472626 || 2.592000 | 1.472626 
866||2.595000 | 1.456995 || 2.595000 | 1.456995 
867||2.598000 | 1.441440 || 2.598000 | 1.441440 
868||2.601000 | 1.425962 || 2.601000 | 1.425962 
869||2.604000 | 1.410561 || 2.604000 | 1.410561 
870||2.607000 | 1.395238 || 2.607000 | 1.395238 
871||2.610000 | 1.379992 || 2.610000 | 1.379992 
872||2.613000 | 1.364823 || 2.613000 | 1.364823 
873||2.616000 | 1.349733 || 2.616000 | 1.349733 
874||2.619000 | 1.334720 || 2.619000 | 1.334720 
875||2.622000 | 1.319785 || 2.622000 | 1.319785 
876||2.625000 | 1.304928 || 2.625000 | 1.304928 
877||2.628000 | 1.290150 || 2.628000 | 1.290150 
878||2.631000 | 1.275450 || 2.631000 | 1.275450 
879||2.634000 | 1.260828 || 2.634000 | 1.260828 
880||2.637000 | 1.246285 || 2.637000 | 1.246285 
881||2.640000 | 1.231821 || 2.640000 | 1.231821 
882||2.643000 | 1.217436 || 2.643000 | 1.217436 
883||2.646000 | 1.203130 || 2.646000 | 1.203130 
884||2.649000 | 1.188903 || 2.649000 | 1.188903 
885||2.652000 | 1.174755 || 2.652000 | 1.174755 
886||2.655000 | 1.160687 || 2.655000 | 1.160687 
887||2.658000 | 1.146698 || 2.658000 | 1.146698 
888||2.661000 | 1.132789 || 2.661000 | 1.132789 
889||2.664000 | 1.118960 || 2.664000 | 1.118960 
890||2.667000 | 1.105211 || 2.667000 | 1.105211 
891||2.670000 | 1.091541 || 2.670000 | 1.091541 
892||2.673000 | 1.077952 || 2.673000 | 1.077952 
893||2.676000 | 1.064444 || 2.676000 | 1.064444 
894||2.679000 | 1.051015 || 2.679000 | 1.051015 
895||2.682000 | 1.037667 || 2.682000 | 1.037667 
896||2.685000 | 1.024400 || 2.685000 | 1.024400 
897||2.688000 | 1.011214 || 2.688000 | 1.011214 
898||2.691000 | 0.998108 || 2.691000 | 0.998108 
899||2.694000 | 0.985084 || 2.694000 | 0.985084 
900||2.697000 | 0.972141 || 2.697000 | 0.972141 
901||2.700000 | 0.959279 || 2.700000 | 0.959279 
902||2.703000 | 0.946498 || 2.703000 | 0.946498 
903||2.706000 | 0.933799 || 2.706000 | 0.933799 
904||2.709000 | 0.921181 || 2.709000 | 0.921181 
905||2.712000 | 0.908645 || 2.712000 | 0.908645 
906||2.715000 | 0.896191 || 2.715000 | 0.896191 
907||2.718000 | 0.883819 || 2.718000 | 0.883819 
908||2.721000 | 0.871529 || 2.721000 | 0.871529 
909||2.724000 | 0.859321 || 2.724000 | 0.859321 
910||2.727000 | 0.847195 || 2.727000 | 0.847195 
911||2.730000 | 0.835152 || 2.730000 | 0.835152 
912||2.733000 | 0.823191 || 2.733000 | 0.823191 
913||2.736000 | 0.811313 || 2.736000 | 0.811313 
914||2.739000 | 0.799517 || 2.739000 | 0.799517 
915||2.742000 | 0.787805 || 2.742000 | 0.787805 
916||2.745000 | 0.776175 || 2.745000 | 0.776175 
917||2.748000 | 0.764628 || 2.748000 | 0.764628 
918||2.751000 | 0.753164 || 2.751000 | 0.753164 
919||2.754000 | 0.741784 || 2.754000 | 0.741784 
920||2.757000 | 0.730487 || 2.757000 | 0.730487 
921||2.760000 | 0.719273 || 2.760000 | 0.719273 
922||2.763000 | 0.708143 || 2.763000 | 0.708143 
923||2.766000 | 0.697096 || 2.766000 | 0.697096 
924||2.769000 | 0.686133 || 2.769000 | 0.686133 
925||2.772000 | 0.675254 || 2.772000 | 0.675254 
926||2.775000 | 0.664459 || 2.775000 | 0.664459 
927||2.778000 | 0.653748 || 2.778000 | 0.653748 
928||2.781000 | 0.643121 || 2.781000 | 0.643121 
929||2.784000 | 0.632578 || 2.784000 | 0.632578 
930||2.787000 | 0.622120 || 2.787000 | 0.622120 
931||2.790000 | 0.611746 || 2.790000 | 0.611746 
932||2.793000 | 0.601456 || 2.793000 | 0.601456 
933||2.796000 | 0.591251 || 2.796000 | 0.591251 
934||2.799000 | 0.581131 || 2.799000 | 0.581131 
935||2.802000 | 0.571096 || 2.802000 | 0.571096 
936||2.805000 | 0.561145 || 2.805000 | 0.561145 
937||2.808000 | 0.551279 || 2.808000 | 0.551279 
938||2.811000 | 0.541499 || 2.811000 | 0.541499 
939||2.814000 | 0.531803 || 2.814000 | 0.531803 
