OneBody2_thetadivide_E-0.05_ecc0.30_EU1.txt
initial value : [x, y, v_x, v_y] = [7.00,0.00,0.00,0.43] , numerical interval dt = 0.02000 , [M, m] = [ 1, 1]

num|geodesic|
num|newtonian
num|degree, x, y, simple error, relative error
  1|0.000000,7.000000,0.000000,0.000000,0.000000
  2|0.001231,7.000000,0.008619,0.000001,0.000017
  3|0.001860,6.999991,0.013017,0.000012,0.000172
  4|0.002488,6.999979,0.017415,0.000026,0.000365
  5|0.003116,6.999966,0.021814,0.000042,0.000599
  6|0.003745,6.999950,0.026212,0.000061,0.000871
  7|0.004373,6.999933,0.030610,0.000083,0.001183
  8|0.005001,6.999913,0.035008,0.000107,0.001535
  9|0.005630,6.999891,0.039406,0.000135,0.001926
 10|0.006258,6.999867,0.043805,0.000165,0.002357
 11|0.006886,6.999840,0.048203,0.000198,0.002827
 12|0.007514,6.999812,0.052601,0.000234,0.003336
 13|0.008143,6.999782,0.056999,0.000272,0.003885
 14|0.008771,6.999749,0.061397,0.000313,0.004474
 15|0.009399,6.999714,0.065795,0.000357,0.005102
 16|0.010028,6.999677,0.070193,0.000404,0.005769
 17|0.010656,6.999638,0.074591,0.000453,0.006476
 18|0.011284,6.999597,0.078990,0.000506,0.007222
 19|0.011913,6.999554,0.083388,0.000561,0.008008
 20|0.012541,6.999509,0.087786,0.000618,0.008833
 21|0.013169,6.999461,0.092184,0.000679,0.009698
 22|0.013798,6.999412,0.096582,0.000742,0.010602
 23|0.014426,6.999360,0.100980,0.000808,0.011546
 24|0.015054,6.999306,0.105378,0.000877,0.012529
 25|0.015683,6.999250,0.109776,0.000949,0.013552
 26|0.016311,6.999192,0.114174,0.001023,0.014614
 27|0.016939,6.999132,0.118572,0.001100,0.015716
 28|0.017568,6.999069,0.122969,0.001180,0.016857
 29|0.018196,6.999005,0.127367,0.001263,0.018038
 30|0.018824,6.998938,0.131765,0.001348,0.019258
 31|0.019453,6.998869,0.136163,0.001436,0.020517
 32|0.020081,6.998798,0.140561,0.001527,0.021816
 33|0.020709,6.998725,0.144959,0.001621,0.023155
 34|0.021338,6.998650,0.149357,0.001717,0.024533
 35|0.021966,6.998573,0.153754,0.001817,0.025950
 36|0.022594,6.998494,0.158152,0.001919,0.027407
 37|0.023222,6.998412,0.162550,0.002023,0.028903
 38|0.023851,6.998329,0.166947,0.002131,0.030439
 39|0.024479,6.998243,0.171345,0.002241,0.032014
 40|0.025107,6.998155,0.175743,0.002354,0.033629
 41|0.025736,6.998065,0.180140,0.002470,0.035283
 42|0.026364,6.997973,0.184538,0.002589,0.036977
 43|0.026992,6.997879,0.188936,0.002710,0.038710
 44|0.027621,6.997782,0.193333,0.002834,0.040483
 45|0.028249,6.997684,0.197731,0.002961,0.042295
 46|0.028877,6.997583,0.202128,0.003091,0.044146
 47|0.029506,6.997480,0.206526,0.003223,0.046037
 48|0.030134,6.997375,0.210923,0.003358,0.047968
 49|0.030762,6.997268,0.215320,0.003496,0.049937
 50|0.031391,6.997159,0.219718,0.003637,0.051947
 51|0.032019,6.997048,0.224115,0.003780,0.053996
 52|0.032647,6.996935,0.228512,0.003926,0.056084
 53|0.033276,6.996819,0.232910,0.004075,0.058212
 54|0.033904,6.996701,0.237307,0.004227,0.060379
 55|0.034532,6.996582,0.241704,0.004382,0.062585
 56|0.035161,6.996460,0.246101,0.004539,0.064831
 57|0.035789,6.996336,0.250498,0.004699,0.067117
 58|0.036417,6.996210,0.254895,0.004862,0.069442
 59|0.037046,6.996081,0.259293,0.005027,0.071806
 60|0.037674,6.995951,0.263690,0.005196,0.074210
 61|0.038302,6.995818,0.268087,0.005367,0.076654
 62|0.038931,6.995684,0.272484,0.005541,0.079136
 63|0.039559,6.995547,0.276880,0.005717,0.081659
 64|0.040187,6.995408,0.281277,0.005897,0.084220
 65|0.040816,6.995267,0.285674,0.006079,0.086822
 66|0.041444,6.995124,0.290071,0.006264,0.089462
 67|0.042072,6.994978,0.294468,0.006451,0.092142
 68|0.042700,6.994831,0.298864,0.006642,0.094862
 69|0.043329,6.994682,0.303261,0.006835,0.097620
 70|0.043957,6.994530,0.307658,0.007031,0.100419
 71|0.044585,6.994376,0.312054,0.007230,0.103257
 72|0.045214,6.994220,0.316451,0.007431,0.106134
 73|0.045842,6.994062,0.320847,0.007635,0.109050
 74|0.046470,6.993902,0.325244,0.007842,0.112006
 75|0.047099,6.993740,0.329640,0.008052,0.115002
 76|0.047727,6.993575,0.334037,0.008265,0.118037
 77|0.048355,6.993409,0.338433,0.008480,0.121111
 78|0.048984,6.993240,0.342829,0.008698,0.124225
 79|0.049612,6.993069,0.347226,0.008919,0.127378
 80|0.050240,6.992896,0.351622,0.009143,0.130571
 81|0.050869,6.992721,0.356018,0.009369,0.133803
 82|0.051497,6.992544,0.360414,0.009598,0.137075
 83|0.052125,6.992365,0.364810,0.009830,0.140386
 84|0.052754,6.992183,0.369206,0.010065,0.143736
 85|0.053382,6.992000,0.373602,0.010302,0.147126
 86|0.054010,6.991814,0.377998,0.010542,0.150555
 87|0.054639,6.991626,0.382394,0.010785,0.154024
 88|0.055267,6.991436,0.386789,0.011031,0.157532
 89|0.055895,6.991244,0.391185,0.011280,0.161079
 90|0.056524,6.991050,0.395581,0.011531,0.164666
 91|0.057152,6.990854,0.399977,0.011785,0.168292
 92|0.057780,6.990655,0.404372,0.012042,0.171958
 93|0.058409,6.990455,0.408768,0.012301,0.175663
 94|0.059037,6.990252,0.413163,0.012564,0.179408
 95|0.059665,6.990047,0.417559,0.012829,0.183191
 96|0.060294,6.989840,0.421954,0.013097,0.187015
 97|0.060922,6.989631,0.426349,0.013367,0.190878
 98|0.061550,6.989420,0.430745,0.013641,0.194780
 99|0.062179,6.989206,0.435140,0.013917,0.198721
100|0.062807,6.988991,0.439535,0.014196,0.202702
101|0.063435,6.988773,0.443930,0.014477,0.206722
102|0.064064,6.988554,0.448325,0.014762,0.210782
103|0.064692,6.988332,0.452720,0.015049,0.214881
104|0.065320,6.988108,0.457115,0.015339,0.219020
105|0.065949,6.987882,0.461510,0.015632,0.223198
106|0.066577,6.987653,0.465905,0.015927,0.227415
107|0.067205,6.987423,0.470299,0.016225,0.231672
108|0.067833,6.987191,0.474694,0.016527,0.235968
109|0.068462,6.986956,0.479088,0.016830,0.240303
110|0.069090,6.986719,0.483483,0.017137,0.244678
