OneBody4_E-0.10_plotinterval0.005_ecc0.0_RK4.txt
initial value : [x, y, v_x, v_y] = [45.00,0.00,0.00,0.45] , numerical interval dt = 0.02000 , [M, m] = [ 9, 1]

num|given_position|geodesic|newtonian
 16|0.300152,42.988118,13.304951|0.300258,42.988109,13.309950,2.011891,4.470868,0.011180|0.300258,42.988109,13.309949,2.011891,4.470868,0.011180
 17|0.320162,42.713296,14.162428|0.320268,42.713287,14.167427,2.286713,5.081585,0.011180|0.320268,42.713287,14.167427,2.286713,5.081585,0.011180
 18|0.340172,42.421371,15.014235|0.340277,42.421362,15.019234,2.578638,5.730307,0.011180|0.340277,42.421362,15.019233,2.578638,5.730307,0.011180
 19|0.360183,42.112462,15.860030|0.360287,42.112452,15.865029,2.887548,6.416774,0.011180|0.360287,42.112452,15.865029,2.887548,6.416774,0.011180
 20|0.380193,41.786691,16.699475|0.380296,41.786680,16.704474,3.213320,7.140711,0.011180|0.380296,41.786680,16.704473,3.213320,7.140711,0.011180
 21|0.400203,41.444189,17.532234|0.400305,41.444177,17.537232,3.555823,7.901828,0.011180|0.400305,41.444177,17.537232,3.555823,7.901828,0.011180
 22|0.420213,41.085092,18.357973|0.420315,41.085081,18.362971,3.914919,8.699820,0.011180|0.420315,41.085081,18.362971,3.914919,8.699820,0.011180
 23|0.440223,40.709546,19.176362|0.440324,40.709534,19.181360,4.290466,9.534369,0.011180|0.440324,40.709534,19.181359,4.290466,9.534369,0.011180
 24|0.460233,40.317700,19.987072|0.460333,40.317688,19.992070,4.682312,10.405139,0.011180|0.460333,40.317688,19.992069,4.682312,10.405139,0.011180
 25|0.480243,39.909711,20.789780|0.480342,39.909698,20.794778,5.090302,11.311782,0.011180|0.480342,39.909698,20.794777,5.090302,11.311782,0.011180
 26|0.500254,39.485743,21.584164|0.500351,39.485729,21.589161,5.514271,12.253935,0.011180|0.500351,39.485729,21.589160,5.514271,12.253935,0.011180
 27|0.520264,39.045964,22.369905|0.520360,39.045950,22.374902,5.954050,13.231222,0.011180|0.520360,39.045950,22.374902,5.954050,13.231222,0.011180
 28|0.540274,38.590552,23.146690|0.540369,38.590538,23.151687,6.409462,14.243249,0.011180|0.540369,38.590538,23.151686,6.409462,14.243249,0.011180
 29|0.560284,38.119689,23.914207|0.560378,38.119674,23.919204,6.880326,15.289614,0.011180|0.560378,38.119674,23.919203,6.880326,15.289614,0.011180
 30|0.580294,37.633563,24.672149|0.580387,37.633547,24.677146,7.366453,16.369895,0.011180|0.580387,37.633547,24.677145,7.366453,16.369895,0.011180
 31|0.600304,37.132368,25.420213|0.600396,37.132352,25.425209,7.867648,17.483661,0.011180|0.600396,37.132352,25.425208,7.867648,17.483661,0.011180
 32|0.620314,36.616306,26.158098|0.620405,36.616290,26.163094,8.383710,18.630467,0.011180|0.620405,36.616290,26.163093,8.383710,18.630467,0.011180
 33|0.640325,36.085584,26.885510|0.640414,36.085567,26.890506,8.914433,19.809852,0.011180|0.640414,36.085567,26.890505,8.914433,19.809852,0.011180
 34|0.660335,35.540412,27.602157|0.660423,35.540395,27.607153,9.459605,21.021345,0.011180|0.660423,35.540395,27.607152,9.459605,21.021345,0.011180
 35|0.680345,34.981011,28.307753|0.680431,34.980993,28.312748,10.019007,22.264460,0.011180|0.680431,34.980993,28.312747,10.019007,22.264460,0.011180
 36|0.700355,34.407603,29.002014|0.700440,34.407585,29.007009,10.592415,23.538699,0.011180|0.700440,34.407585,29.007008,10.592415,23.538699,0.011180
 37|0.720365,33.820419,29.684663|0.720449,33.820401,29.689658,11.179599,24.843554,0.011180|0.720449,33.820401,29.689656,11.179599,24.843554,0.011180
 38|0.740375,33.219694,30.355427|0.740458,33.219675,30.360421,11.780325,26.178500,0.011180|0.740458,33.219675,30.360420,11.780325,26.178500,0.011180
 39|0.760385,32.605668,31.014036|0.760466,32.605648,31.019030,12.394352,27.543004,0.011180|0.760466,32.605648,31.019029,12.394352,27.543004,0.011180
 40|0.780396,31.978586,31.660228|0.780475,31.978566,31.665222,13.021434,28.936519,0.011180|0.780475,31.978566,31.665220,13.021434,28.936519,0.011180
 41|0.800406,31.338701,32.293743|0.800483,31.338680,32.298736,13.661320,30.358488,0.011180|0.800483,31.338680,32.298735,13.661320,30.358488,0.011180
 42|0.820416,30.686267,32.914328|0.820492,30.686247,32.919321,14.313753,31.808340,0.011180|0.820492,30.686247,32.919319,14.313753,31.808340,0.011180
 43|0.840426,30.021548,33.521734|0.840500,30.021527,33.526727,14.978473,33.285496,0.011180|0.840500,30.021527,33.526725,14.978473,33.285496,0.011180
 44|0.860436,29.344807,34.115719|0.860509,29.344786,34.120711,15.655214,34.789364,0.011180|0.860509,29.344786,34.120709,15.655214,34.789364,0.011180
 45|0.880446,28.656318,34.696044|0.880517,28.656296,34.701036,16.343704,36.319342,0.011180|0.880517,28.656296,34.701034,16.343704,36.319342,0.011180
 46|0.900456,27.956354,35.262476|0.900526,27.956332,35.267468,17.043668,37.874817,0.011180|0.900526,27.956332,35.267466,17.043668,37.874817,0.011180
 47|0.920467,27.245197,35.814790|0.920534,27.245175,35.819782,17.754825,39.455166,0.011180|0.920534,27.245175,35.819779,17.754825,39.455166,0.011180
 48|0.940477,26.523132,36.352764|0.940543,26.523109,36.357755,18.476891,41.059758,0.011180|0.940543,26.523109,36.357753,18.476891,41.059758,0.011180
 49|0.960487,25.790446,36.876183|0.960551,25.790423,36.881174,19.209577,42.687948,0.011180|0.960551,25.790423,36.881171,19.209577,42.687948,0.011180
 50|0.980497,25.047435,37.384837|0.980559,25.047411,37.389827,19.952589,44.339086,0.011180|0.980559,25.047411,37.389824,19.952589,44.339086,0.011180
 51|1.000507,24.294394,37.878522|1.000568,24.294371,37.883511,20.705629,46.012509,0.011180|1.000567,24.294371,37.883509,20.705629,46.012510,0.011180
 52|1.020517,23.531627,38.357040|1.020576,23.531603,38.362030,21.468397,47.707550,0.011180|1.020576,23.531603,38.362027,21.468397,47.707550,0.011180
 53|1.040528,22.759437,38.820201|1.040584,22.759413,38.825190,22.240587,49.423527,0.011180|1.040584,22.759413,38.825188,22.240587,49.423527,0.011180
 54|1.060538,21.978135,39.267819|1.060592,21.978110,39.272808,23.021890,51.159755,0.011180|1.060592,21.978110,39.272805,23.021890,51.159755,0.011180
 55|1.080548,21.188032,39.699714|1.080600,21.188008,39.704702,23.811992,52.915539,0.011180|1.080600,21.188008,39.704699,23.811992,52.915539,0.011180
 56|1.100558,20.389447,40.115713|1.100609,20.389422,40.120701,24.610578,54.690174,0.011180|1.100609,20.389422,40.120698,24.610578,54.690174,0.011180
 57|1.120568,19.582697,40.515651|1.120617,19.582672,40.520638,25.417328,56.482951,0.011180|1.120617,19.582672,40.520635,25.417328,56.482951,0.011180
 58|1.140578,18.768107,40.899366|1.140625,18.768081,40.904353,26.231919,58.293153,0.011180|1.140625,18.768081,40.904350,26.231919,58.293153,0.011180
 59|1.160588,17.946002,41.266706|1.160633,17.945976,41.271693,27.054024,60.120053,0.011180|1.160633,17.945976,41.271689,27.054024,60.120053,0.011180
 60|1.180599,17.116712,41.617523|1.180641,17.116686,41.622509,27.883314,61.962921,0.011180|1.180641,17.116686,41.622505,27.883314,61.962921,0.011180
 61|1.200609,16.280568,41.951676|1.200649,16.280542,41.956662,28.719458,63.821019,0.011180|1.200649,16.280542,41.956658,28.719458,63.821019,0.011180
 62|1.220619,15.437905,42.269032|1.220657,15.437879,42.274018,29.562121,65.693602,0.011180|1.220657,15.437879,42.274014,29.562121,65.693602,0.011180
 63|1.240629,14.589062,42.569464|1.240665,14.589035,42.574449,30.410965,67.579922,0.011180|1.240665,14.589035,42.574445,30.410965,67.579922,0.011180
 64|1.260639,13.734377,42.852852|1.260673,13.734350,42.857836,31.265650,69.479222,0.011180|1.260673,13.734350,42.857832,31.265650,69.479222,0.011180
 65|1.280649,12.874193,43.119081|1.280681,12.874166,43.124065,32.125834,71.390742,0.011180|1.280681,12.874166,43.124061,32.125834,71.390743,0.011180
 66|1.300659,12.008854,43.368046|1.300690,12.008827,43.373030,32.991173,73.313718,0.011180|1.300689,12.008827,43.373026,32.991173,73.313718,0.011180
 67|1.320670,11.138707,43.599647|1.320698,11.138680,43.604630,33.861320,75.247378,0.011180|1.320697,11.138680,43.604626,33.861320,75.247378,0.011180
 68|1.340680,10.264100,43.813791|1.340706,10.264073,43.818774,34.735927,77.190950,0.011180|1.340705,10.264073,43.818769,34.735927,77.190950,0.011180
 69|1.360690,9.385383,44.010392|1.360713,9.385356,44.015374,35.614644,79.143654,0.011180|1.360713,9.385356,44.015370,35.614644,79.143654,0.011180
 70|1.380700,8.502909,44.189371|1.380721,8.502881,44.194353,36.497119,81.104708,0.011180|1.380721,8.502881,44.194349,36.497119,81.104708,0.011180
 71|1.400710,7.617030,44.350658|1.400729,7.617002,44.355639,37.382998,83.073328,0.011180|1.400729,7.617002,44.355635,37.382998,83.073328,0.011180
 72|1.420720,6.728101,44.494187|1.420737,6.728073,44.499168,38.271927,85.048726,0.011180|1.420737,6.728073,44.499163,38.271927,85.048726,0.011180
 73|1.440730,5.836479,44.619900|1.440745,5.836451,44.624881,39.163549,87.030109,0.011180|1.440745,5.836451,44.624876,39.163549,87.030109,0.011180
 74|1.460741,4.942519,44.727749|1.460753,4.942491,44.732729,40.057509,89.016686,0.011180|1.460753,4.942491,44.732724,40.057509,89.016686,0.011180
 75|1.480751,4.046581,44.817688|1.480761,4.046553,44.822668,40.953447,91.007661,0.011180|1.480761,4.046553,44.822663,40.953447,91.007661,0.011180
 76|1.500761,3.149022,44.889683|1.500769,3.148994,44.894663,41.851006,93.002236,0.011180|1.500769,3.148994,44.894657,41.851006,93.002236,0.011180
 77|1.520771,2.250202,44.943705|1.520777,2.250174,44.948684,42.749826,94.999612,0.011180|1.520777,2.250174,44.948678,42.749826,94.999612,0.011180
 78|1.540781,1.350482,44.979731|1.540785,1.350454,44.984710,43.649546,96.998991,0.011180|1.540785,1.350454,44.984704,43.649546,96.998991,0.011180
 79|1.560791,0.450221,44.997748|1.560793,0.450193,45.002726,44.549807,98.999572,0.011180|1.560793,0.450193,45.002720,44.549807,98.999572,0.011180
 80|1.580801,-0.450221,44.997748|1.580801,-0.450249,45.002725,44.549751,98.999447,0.011180|1.580801,-0.450249,45.002720,44.549751,98.999447,0.011180
 81|1.600812,-1.350482,44.979731|1.600809,-1.350510,44.984708,43.649490,96.998867,0.011180|1.600809,-1.350510,44.984702,43.649490,96.998867,0.011180
 82|1.620822,-2.250202,44.943705|1.620817,-2.250230,44.948681,42.749770,94.999488,0.011180|1.620817,-2.250230,44.948676,42.749770,94.999488,0.011180
 83|1.640832,-3.149022,44.889683|1.640825,-3.149050,44.894660,41.850950,93.002111,0.011180|1.640825,-3.149050,44.894654,41.850950,93.002111,0.011180
 84|1.660842,-4.046581,44.817688|1.660833,-4.046609,44.822664,40.953391,91.007537,0.011180|1.660833,-4.046609,44.822658,40.953391,91.007537,0.011180
 85|1.680852,-4.942519,44.727749|1.680841,-4.942547,44.732724,40.057453,89.016562,0.011180|1.680841,-4.942547,44.732718,40.057453,89.016562,0.011180
 86|1.700862,-5.836479,44.619900|1.700849,-5.836506,44.624875,39.163494,87.029986,0.011180|1.700849,-5.836506,44.624869,39.163494,87.029986,0.011180
 87|1.720872,-6.728101,44.494187|1.720856,-6.728129,44.499161,38.271871,85.048602,0.011180|1.720857,-6.728129,44.499155,38.271871,85.048602,0.011180
 88|1.740883,-7.617030,44.350658|1.740864,-7.617058,44.355632,37.382942,83.073205,0.011180|1.740864,-7.617058,44.355625,37.382942,83.073205,0.011180
 89|1.760893,-8.502909,44.189371|1.760872,-8.502936,44.194345,36.497064,81.104586,0.011180|1.760872,-8.502936,44.194338,36.497064,81.104586,0.011180
 90|1.780903,-9.385383,44.010392|1.780880,-9.385411,44.015365,35.614589,79.143532,0.011180|1.780880,-9.385411,44.015358,35.614589,79.143532,0.011180
 91|1.800913,-10.264100,43.813791|1.800888,-10.264127,43.818764,34.735873,77.190828,0.011180|1.800888,-10.264127,43.818757,34.735873,77.190828,0.011180
 92|1.820923,-11.138707,43.599647|1.820896,-11.138734,43.604619,33.861266,75.247258,0.011180|1.820896,-11.138734,43.604612,33.861266,75.247258,0.011180
 93|1.840933,-12.008854,43.368046|1.840904,-12.008881,43.373018,32.991119,73.313598,0.011180|1.840904,-12.008881,43.373011,32.991119,73.313598,0.011180
 94|1.860943,-12.874193,43.119081|1.860912,-12.874220,43.124053,32.125780,71.390623,0.011180|1.860912,-12.874220,43.124045,32.125780,71.390623,0.011180
 95|1.880954,-13.734377,42.852852|1.880920,-13.734404,42.857823,31.265596,69.479103,0.011180|1.880920,-13.734404,42.857815,31.265596,69.479103,0.011180
 96|1.900964,-14.589062,42.569464|1.900928,-14.589088,42.574435,30.410912,67.579804,0.011180|1.900929,-14.589088,42.574427,30.410912,67.579804,0.011180
 97|1.920974,-15.437905,42.269032|1.920937,-15.437932,42.274002,29.562068,65.693485,0.011180|1.920937,-15.437932,42.273995,29.562068,65.693485,0.011180
 98|1.940984,-16.280568,41.951676|1.940945,-16.280594,41.956646,28.719406,63.820902,0.011180|1.940945,-16.280594,41.956638,28.719406,63.820902,0.011180
 99|1.960994,-17.116712,41.617523|1.960953,-17.116737,41.622492,27.883263,61.962806,0.011180|1.960953,-17.116737,41.622484,27.883263,61.962806,0.011180
100|1.981004,-17.946002,41.266706|1.980961,-17.946028,41.271675,27.053972,60.119939,0.011180|1.980961,-17.946028,41.271667,27.053972,60.119939,0.011180
101|2.001014,-18.768107,40.899366|2.000969,-18.768132,40.904335,26.231868,58.293039,0.011180|2.000969,-18.768132,40.904327,26.231868,58.293039,0.011180
102|2.021025,-19.582697,40.515651|2.020977,-19.582722,40.520619,25.417278,56.482839,0.011180|2.020977,-19.582722,40.520611,25.417278,56.482839,0.011180
103|2.041035,-20.389447,40.115713|2.040985,-20.389472,40.120681,24.610528,54.690063,0.011180|2.040985,-20.389472,40.120673,24.610528,54.690063,0.011180
104|2.061045,-21.188032,39.699714|2.060993,-21.188057,39.704681,23.811943,52.915428,0.011180|2.060993,-21.188057,39.704673,23.811943,52.915429,0.011180
105|2.081055,-21.978135,39.267819|2.081002,-21.978159,39.272786,23.021841,51.159646,0.011180|2.081002,-21.978159,39.272778,23.021841,51.159646,0.011180
106|2.101065,-22.759437,38.820201|2.101010,-22.759461,38.825168,22.240539,49.423419,0.011180|2.101010,-22.759461,38.825159,22.240539,49.423420,0.011180
107|2.121075,-23.531627,38.357040|2.121018,-23.531651,38.362007,21.468349,47.707443,0.011180|2.121018,-23.531651,38.361998,21.468349,47.707443,0.011180
108|2.141085,-24.294394,37.878522|2.141026,-24.294418,37.883488,20.705582,46.012404,0.011180|2.141026,-24.294418,37.883479,20.705582,46.012404,0.011180
109|2.161096,-25.047435,37.384837|2.161035,-25.047458,37.389802,19.952542,44.338982,0.011180|2.161035,-25.047458,37.389793,19.952542,44.338982,0.011180
110|2.181106,-25.790446,36.876183|2.181043,-25.790470,36.881148,19.209530,42.687845,0.011180|2.181043,-25.790469,36.881139,19.209531,42.687846,0.011180
111|2.201116,-26.523132,36.352764|2.201051,-26.523155,36.357729,18.476845,41.059657,0.011180|2.201051,-26.523155,36.357720,18.476845,41.059657,0.011180
112|2.221126,-27.245197,35.814790|2.221060,-27.245220,35.819755,17.754780,39.455067,0.011180|2.221060,-27.245220,35.819746,17.754780,39.455067,0.011180
113|2.241136,-27.956354,35.262476|2.241068,-27.956377,35.267441,17.043623,37.874719,0.011180|2.241068,-27.956376,35.267431,17.043624,37.874719,0.011180
114|2.261146,-28.656318,34.696044|2.261076,-28.656340,34.701008,16.343660,36.319245,0.011180|2.261077,-28.656339,34.700998,16.343661,36.319246,0.011180
115|2.281156,-29.344807,34.115719|2.281085,-29.344829,34.120682,15.655171,34.789269,0.011180|2.281085,-29.344829,34.120673,15.655171,34.789269,0.011180
116|2.301167,-30.021548,33.521734|2.301093,-30.021569,33.526698,14.978431,33.285403,0.011180|2.301094,-30.021569,33.526688,14.978431,33.285403,0.011180
117|2.321177,-30.686267,32.914328|2.321102,-30.686288,32.919291,14.313712,31.808249,0.011180|2.321102,-30.686288,32.919281,14.313712,31.808249,0.011180
118|2.341187,-31.338701,32.293743|2.341110,-31.338721,32.298706,13.661279,30.358398,0.011180|2.341111,-31.338721,32.298696,13.661279,30.358398,0.011180
119|2.361197,-31.978586,31.660228|2.361119,-31.978606,31.665190,13.021394,28.936431,0.011180|2.361119,-31.978606,31.665180,13.021394,28.936431,0.011180
120|2.381207,-32.605668,31.014036|2.381128,-32.605687,31.018998,12.394313,27.542918,0.011180|2.381128,-32.605687,31.018988,12.394313,27.542918,0.011180
121|2.401217,-33.219694,30.355427|2.401136,-33.219713,30.360388,11.780287,26.178415,0.011180|2.401136,-33.219713,30.360379,11.780287,26.178416,0.011180
122|2.421227,-33.820419,29.684663|2.421145,-33.820438,29.689625,11.179562,24.843471,0.011180|2.421145,-33.820438,29.689615,11.179562,24.843471,0.011180
123|2.441238,-34.407603,29.002014|2.441154,-34.407622,29.006975,10.592378,23.538618,0.011180|2.441154,-34.407622,29.006965,10.592378,23.538619,0.011180
124|2.461248,-34.981011,28.307753|2.461162,-34.981029,28.312714,10.018971,22.264380,0.011180|2.461162,-34.981029,28.312704,10.018971,22.264381,0.011180
125|2.481258,-35.540412,27.602157|2.481171,-35.540430,27.607118,9.459570,21.021267,0.011180|2.481171,-35.540430,27.607108,9.459570,21.021268,0.011180
126|2.501268,-36.085584,26.885510|2.501180,-36.085601,26.890471,8.914399,19.809777,0.011180|2.501180,-36.085600,26.890460,8.914400,19.809777,0.011180
127|2.521278,-36.616306,26.158098|2.521189,-36.616323,26.163058,8.383677,18.630394,0.011180|2.521189,-36.616323,26.163048,8.383677,18.630394,0.011180
128|2.541288,-37.132368,25.420213|2.541198,-37.132384,25.425173,7.867616,17.483590,0.011180|2.541198,-37.132384,25.425162,7.867616,17.483591,0.011180
129|2.561298,-37.633563,24.672149|2.561206,-37.633578,24.677109,7.366422,16.369826,0.011180|2.561207,-37.633578,24.677098,7.366422,16.369826,0.011180
130|2.581309,-38.119689,23.914207|2.581215,-38.119704,23.919167,6.880296,15.289546,0.011180|2.581216,-38.119704,23.919156,6.880296,15.289547,0.011180
131|2.601319,-38.590552,23.146690|2.601224,-38.590567,23.151649,6.409433,14.243184,0.011180|2.601225,-38.590567,23.151639,6.409433,14.243185,0.011180
132|2.621329,-39.045964,22.369905|2.621233,-39.045979,22.374864,5.954021,13.231159,0.011180|2.621234,-39.045978,22.374854,5.954022,13.231159,0.011180
133|2.641339,-39.485743,21.584164|2.641243,-39.485756,21.589122,5.514244,12.253875,0.011180|2.641243,-39.485756,21.589112,5.514244,12.253875,0.011180
134|2.661349,-39.909711,20.789780|2.661252,-39.909724,20.794738,5.090276,11.311723,0.011180|2.661252,-39.909724,20.794728,5.090276,11.311724,0.011180
135|2.681359,-40.317700,19.987072|2.681261,-40.317713,19.992030,4.682287,10.405082,0.011180|2.681261,-40.317713,19.992020,4.682287,10.405083,0.011180
136|2.701369,-40.709546,19.176362|2.701270,-40.709559,19.181320,4.290441,9.534314,0.011180|2.701270,-40.709558,19.181309,4.290442,9.534315,0.011180
137|2.721380,-41.085092,18.357973|2.721279,-41.085104,18.362931,3.914896,8.699768,0.011180|2.721279,-41.085104,18.362920,3.914896,8.699769,0.011180
138|2.741390,-41.444189,17.532234|2.741288,-41.444200,17.537192,3.555800,7.901778,0.011180|2.741289,-41.444200,17.537181,3.555800,7.901779,0.011180
139|2.761400,-41.786691,16.699475|2.761298,-41.786702,16.704433,3.213298,7.140663,0.011180|2.761298,-41.786701,16.704422,3.213299,7.140664,0.011180
140|2.781410,-42.112462,15.860030|2.781307,-42.112472,15.864988,2.887528,6.416729,0.011180|2.781307,-42.112472,15.864977,2.887528,6.416729,0.011180
141|2.801420,-42.421371,15.014235|2.801316,-42.421381,15.019192,2.578619,5.730264,0.011180|2.801317,-42.421381,15.019181,2.578619,5.730265,0.011180
142|2.821430,-42.713296,14.162428|2.821326,-42.713305,14.167385,2.286695,5.081544,0.011180|2.821326,-42.713305,14.167374,2.286695,5.081545,0.011180
143|2.841440,-42.988118,13.304951|2.841335,-42.988127,13.309908,2.011873,4.470829,0.011180|2.841336,-42.988126,13.309896,2.011874,4.470830,0.011180
144|2.861451,-43.245728,12.442146|2.861345,-43.245736,12.447103,1.754264,3.898364,0.011180|2.861345,-43.245736,12.447092,1.754264,3.898364,0.011180
145|2.881461,-43.486023,11.574360|2.881354,-43.486031,11.579316,1.513969,3.364376,0.011180|2.881355,-43.486030,11.579305,1.513970,3.364377,0.011180
146|2.901471,-43.708906,10.701939|2.901364,-43.708914,10.706896,1.291086,2.869081,0.011180|2.901364,-43.708913,10.706884,1.291087,2.869082,0.011180
147|2.921481,-43.914289,9.825233|2.921374,-43.914296,9.830190,1.085704,2.412676,0.011180|2.921374,-43.914295,9.830179,1.085705,2.412677,0.011180
148|2.941491,-44.102089,8.944594|2.941383,-44.102095,8.949550,0.897905,1.995344,0.011180|2.941384,-44.102095,8.949539,0.897905,1.995345,0.011180
149|2.961501,-44.272230,8.060373|2.961393,-44.272236,8.065329,0.727764,1.617253,0.011180|2.961393,-44.272236,8.065318,0.727764,1.617254,0.011180
150|2.981511,-44.424646,7.172925|2.981403,-44.424651,7.177881,0.575349,1.278554,0.011180|2.981403,-44.424650,7.177869,0.575350,1.278554,0.011180
151|3.001522,-44.559274,6.282604|3.001413,-44.559278,6.287561,0.440722,0.979381,0.011180|3.001413,-44.559278,6.287549,0.440722,0.979382,0.011180
152|3.021532,-44.676061,5.389769|3.021422,-44.676065,5.394725,0.323935,0.719856,0.011180|3.021423,-44.676064,5.394713,0.323936,0.719857,0.011180
153|3.041542,-44.774960,4.494775|3.041432,-44.774963,4.499731,0.225037,0.500082,0.011180|3.041433,-44.774963,4.499719,0.225037,0.500083,0.011180
154|3.061552,-44.855931,3.597981|3.061442,-44.855934,3.602937,0.144066,0.320147,0.011180|3.061443,-44.855933,3.602926,0.144067,0.320148,0.011180
155|3.081562,-44.918942,2.699747|3.081452,-44.918945,2.704703,0.081055,0.180123,0.011180|3.081453,-44.918944,2.704692,0.081056,0.180124,0.011180
156|3.101572,-44.963968,1.800432|3.101462,-44.963970,1.805388,0.036030,0.080066,0.011180|3.101463,-44.963970,1.805377,0.036030,0.080067,0.011180
157|3.121583,-44.990991,0.900396|3.121472,-44.990992,0.905352,0.009008,0.020017,0.011180|3.121473,-44.990992,0.905341,0.009008,0.020018,0.011180
158|3.141593,-45.000000,0.000000|3.141483,-45.000001,0.004956,0.000001,0.000002,0.011180|3.141483,-45.000000,0.004944,0.000000,0.000001,0.011180
159|3.161603,-44.990991,-0.900396|3.161493,-44.990991,-0.895440,0.009009,0.020019,0.011180|3.161493,-44.990991,-0.895452,0.009009,0.020020,0.011180
160|3.181613,-44.963968,-1.800432|3.181503,-44.963968,-1.795476,0.036032,0.080071,0.011180|3.181503,-44.963967,-1.795488,0.036033,0.080072,0.011180
161|3.201623,-44.918942,-2.699747|3.201513,-44.918941,-2.694791,0.081059,0.180131,0.011180|3.201513,-44.918941,-2.694803,0.081059,0.180132,0.011180
162|3.221633,-44.855931,-3.597981|3.221523,-44.855929,-3.593025,0.144071,0.320157,0.011180|3.221524,-44.855929,-3.593037,0.144071,0.320158,0.011180
163|3.241643,-44.774960,-4.494775|3.241534,-44.774957,-4.489819,0.225043,0.500094,0.011180|3.241534,-44.774957,-4.489830,0.225043,0.500096,0.011180
164|3.261654,-44.676061,-5.389769|3.261544,-44.676058,-5.384812,0.323942,0.719871,0.011180|3.261544,-44.676058,-5.384824,0.323942,0.719872,0.011180
165|3.281664,-44.559274,-6.282604|3.281555,-44.559271,-6.277648,0.440729,0.979398,0.011180|3.281555,-44.559270,-6.277660,0.440730,0.979400,0.011180
166|3.301674,-44.424646,-7.172925|3.301565,-44.424642,-7.167968,0.575358,1.278573,0.011180|3.301565,-44.424642,-7.167980,0.575358,1.278574,0.011180
167|3.321684,-44.272230,-8.060373|3.321576,-44.272226,-8.055417,0.727774,1.617275,0.011180|3.321576,-44.272226,-8.055428,0.727774,1.617276,0.011180
168|3.341694,-44.102089,-8.944594|3.341586,-44.102084,-8.939637,0.897916,1.995369,0.011180|3.341586,-44.102084,-8.939649,0.897916,1.995370,0.011180
169|3.361704,-43.914289,-9.825233|3.361597,-43.914284,-9.820277,1.085716,2.412702,0.011180|3.361597,-43.914283,-9.820288,1.085717,2.412704,0.011180
170|3.381714,-43.708906,-10.701939|3.381607,-43.708901,-10.696982,1.291099,2.869110,0.011180|3.381608,-43.708900,-10.696994,1.291100,2.869111,0.011180
171|3.401725,-43.486023,-11.574360|3.401618,-43.486017,-11.569403,1.513983,3.364407,0.011180|3.401618,-43.486016,-11.569414,1.513984,3.364409,0.011180
172|3.421735,-43.245728,-12.442146|3.421629,-43.245721,-12.437189,1.754279,3.898397,0.011180|3.421629,-43.245721,-12.437201,1.754279,3.898398,0.011180
