OneBody4_E-0.25_plotinterval0.005_ecc0.0_RK4.txt
initial value : [x, y, v_x, v_y] = [18.00,0.00,0.00,0.71] , numerical interval dt = 0.02000 , [M, m] = [ 9, 1]

num|given_position|geodesic|newtonian
num| degree1, x1, y1 | degree2, x2, y2, simple error, relative error, d(rho) | degree2, x2, y2, simple error, relative error, dt
  1|0.000000,18.000000,0.000000|0.000278,17.999999,0.005000,0.000001,0.000004,0.007071|0.000278,17.999999,0.005000,0.000001,0.000004,0.007071
  2|0.020010,17.996396,0.360159|0.020288,17.996394,0.365159,0.003606,0.020031,0.007071|0.020288,17.996394,0.365159,0.003606,0.020031,0.007071
  3|0.040020,17.985587,0.720173|0.040298,17.985584,0.725173,0.014416,0.080090,0.007071|0.040298,17.985584,0.725173,0.014416,0.080090,0.007071
  4|0.060030,17.967577,1.079899|0.060308,17.967572,1.084899,0.032428,0.180156,0.007071|0.060308,17.967572,1.084899,0.032428,0.180156,0.007071
  5|0.080041,17.942372,1.439193|0.080317,17.942366,1.444192,0.057634,0.320188,0.007071|0.080317,17.942366,1.444192,0.057634,0.320188,0.007071
  6|0.100051,17.909984,1.797910|0.100327,17.909976,1.802910,0.090024,0.500132,0.007071|0.100327,17.909976,1.802910,0.090024,0.500132,0.007071
  7|0.120061,17.870424,2.155907|0.120337,17.870415,2.160907,0.129585,0.719915,0.007071|0.120337,17.870415,2.160907,0.129585,0.719915,0.007071
  8|0.140071,17.823710,2.513042|0.140346,17.823699,2.518041,0.176301,0.979449,0.007071|0.140346,17.823699,2.518041,0.176301,0.979449,0.007071
  9|0.160081,17.769858,2.869170|0.160355,17.769847,2.874169,0.230153,1.278630,0.007071|0.160355,17.769847,2.874169,0.230153,1.278630,0.007071
 10|0.180091,17.708892,3.224149|0.180365,17.708879,3.229149,0.291121,1.617339,0.007071|0.180365,17.708879,3.229148,0.291121,1.617339,0.007071
 11|0.200101,17.640836,3.577838|0.200374,17.640821,3.582837,0.359179,1.995439,0.007071|0.200374,17.640821,3.582836,0.359179,1.995439,0.007071
 12|0.220112,17.565716,3.930093|0.220383,17.565700,3.935092,0.434300,2.412779,0.007071|0.220383,17.565700,3.935092,0.434300,2.412779,0.007071
 13|0.240122,17.483563,4.280776|0.240392,17.483545,4.285775,0.516455,2.869192,0.007071|0.240392,17.483545,4.285774,0.516455,2.869192,0.007071
 14|0.260132,17.394409,4.629744|0.260400,17.394391,4.634743,0.605609,3.364496,0.007071|0.260400,17.394391,4.634742,0.605609,3.364496,0.007071
 15|0.280142,17.298291,4.976858|0.280409,17.298271,4.981857,0.701729,3.898492,0.007071|0.280409,17.298271,4.981856,0.701729,3.898492,0.007071
 16|0.300152,17.195247,5.321980|0.300418,17.195226,5.326979,0.804774,4.470967,0.007071|0.300418,17.195226,5.326977,0.804774,4.470967,0.007071
 17|0.320162,17.085318,5.664971|0.320426,17.085296,5.669969,0.914704,5.081690,0.007071|0.320426,17.085296,5.669968,0.914704,5.081690,0.007071
 18|0.340172,16.968549,6.005694|0.340435,16.968525,6.010692,1.031475,5.730418,0.007071|0.340435,16.968525,6.010690,1.031475,5.730418,0.007071
 19|0.360183,16.844985,6.344012|0.360443,16.844960,6.349010,1.155040,6.416891,0.007071|0.360443,16.844960,6.349008,1.155040,6.416891,0.007071
 20|0.380193,16.714676,6.679790|0.380451,16.714650,6.684788,1.285350,7.140834,0.007071|0.380451,16.714650,6.684785,1.285350,7.140834,0.007071
 21|0.400203,16.577675,7.012894|0.400459,16.577648,7.017891,1.422352,7.901957,0.007071|0.400459,16.577648,7.017888,1.422352,7.901957,0.007071
 22|0.420213,16.434037,7.343189|0.420467,16.434008,7.348186,1.565992,8.699956,0.007071|0.420467,16.434008,7.348183,1.565992,8.699956,0.007071
 23|0.440223,16.283818,7.670545|0.440475,16.283788,7.675541,1.716212,9.534510,0.007071|0.440475,16.283788,7.675538,1.716212,9.534510,0.007071
 24|0.460233,16.127080,7.994829|0.460483,16.127049,7.999825,1.872951,10.405286,0.007071|0.460483,16.127049,7.999822,1.872951,10.405286,0.007071
 25|0.480243,15.963884,8.315912|0.480490,15.963852,8.320908,2.036148,11.311935,0.007071|0.480490,15.963852,8.320904,2.036148,11.311935,0.007071
 26|0.500254,15.794297,8.633666|0.500498,15.794263,8.638661,2.205737,12.254094,0.007071|0.500498,15.794263,8.638657,2.205737,12.254094,0.007071
 27|0.520264,15.618386,8.947962|0.520505,15.618351,8.952958,2.381649,13.231386,0.007071|0.520505,15.618351,8.952953,2.381649,13.231386,0.007071
 28|0.540274,15.436221,9.258676|0.540513,15.436185,9.263671,2.563815,14.243419,0.007071|0.540513,15.436185,9.263666,2.563815,14.243419,0.007071
 29|0.560284,15.247876,9.565683|0.560520,15.247838,9.570678,2.752162,15.289789,0.007071|0.560520,15.247838,9.570672,2.752162,15.289789,0.007071
 30|0.580294,15.053425,9.868860|0.580527,15.053386,9.873854,2.946614,16.370076,0.007071|0.580527,15.053386,9.873848,2.946614,16.370076,0.007071
 31|0.600304,14.852947,10.168085|0.600534,14.852907,10.173079,3.147093,17.483848,0.007071|0.600534,14.852907,10.173073,3.147093,17.483848,0.007071
 32|0.620314,14.646523,10.463239|0.620541,14.646481,10.468233,3.353519,18.630658,0.007071|0.620541,14.646482,10.468226,3.353518,18.630658,0.007071
 33|0.640325,14.434233,10.754204|0.640548,14.434191,10.759197,3.565809,19.810049,0.007071|0.640548,14.434191,10.759190,3.565809,19.810049,0.007071
 34|0.660335,14.216165,11.040863|0.660555,14.216122,11.045856,3.783878,21.021546,0.007071|0.660555,14.216122,11.045848,3.783878,21.021546,0.007071
 35|0.680345,13.992404,11.323101|0.680562,13.992360,11.328093,4.007640,22.264667,0.007071|0.680562,13.992360,11.328086,4.007640,22.264667,0.007071
 36|0.700355,13.763041,11.600806|0.700569,13.762996,11.605797,4.237004,23.538911,0.007071|0.700568,13.762996,11.605789,4.237004,23.538911,0.007071
 37|0.720365,13.528168,11.873865|0.720575,13.528121,11.878857,4.471879,24.843771,0.007071|0.720575,13.528121,11.878848,4.471879,24.843771,0.007071
 38|0.740375,13.287878,12.142171|0.740582,13.287830,12.147162,4.712170,26.178722,0.007071|0.740581,13.287830,12.147153,4.712170,26.178722,0.007071
 39|0.760385,13.042267,12.405615|0.760588,13.042218,12.410605,4.957782,27.543231,0.007071|0.760588,13.042218,12.410595,4.957782,27.543231,0.007071
