OneBody4_E-0.15_plotinterval0.100_ecc0.0_RK4.txt
initial value : [x, y, v_x, v_y] = [30.00,0.00,0.00,0.55] , numerical interval dt = 0.02000 , [M, m] = [ 9, 1]

num|given_position|geodesic|newtonian
num| degree1, x1, y1 | degree2, x2, y2, simple error, relative error, d(rho) | degree2, x2, y2, simple error, relative error, dt
  1|0.000000,30.000000,0.000000|0.003333,29.999833,0.100000,0.000167,0.000556,0.182574|0.003333,29.999833,0.100000,0.000167,0.000556,0.182574
  2|0.020010,29.993994,0.600264|0.023343,29.993494,0.700261,0.006506,0.021686,0.182574|0.023343,29.993494,0.700260,0.006506,0.021686,0.182574
  3|0.040020,29.975979,1.200288|0.043351,29.975146,1.300277,0.024854,0.082847,0.182574|0.043351,29.975146,1.300274,0.024854,0.082847,0.182574
  4|0.060030,29.945961,1.799832|0.063359,29.944796,1.899807,0.055204,0.184015,0.182574|0.063358,29.944796,1.899800,0.055204,0.184015,0.182574
  5|0.080041,29.903954,2.398654|0.083365,29.902456,2.498612,0.097544,0.325148,0.182574|0.083365,29.902456,2.498599,0.097544,0.325148,0.182574
  6|0.100051,29.849973,2.996517|0.103370,29.848143,3.096451,0.151857,0.506190,0.182574|0.103370,29.848143,3.096430,0.151857,0.506190,0.182574
  7|0.120061,29.784040,3.593179|0.123375,29.781879,3.693086,0.218121,0.727069,0.182574|0.123374,29.781879,3.693056,0.218121,0.727070,0.182574
  8|0.140071,29.706183,4.188403|0.143378,29.703691,4.288277,0.296309,0.987696,0.182574|0.143376,29.703691,4.288236,0.296309,0.987697,0.182574
  9|0.160081,29.616431,4.781950|0.163380,29.613610,4.881786,0.386390,1.287966,0.182574|0.163378,29.613610,4.881732,0.386390,1.287968,0.182574
 10|0.180091,29.514820,5.373582|0.183381,29.511672,5.473375,0.488328,1.627760,0.182574|0.183379,29.511671,5.473307,0.488329,1.627763,0.182574
 11|0.200101,29.401393,5.963063|0.203381,29.397918,6.062808,0.602082,2.006941,0.182574|0.203378,29.397916,6.062725,0.602084,2.006946,0.182574
 12|0.220112,29.276193,6.550156|0.223380,29.272393,6.649849,0.727607,2.425357,0.182574|0.223377,29.272391,6.649748,0.727609,2.425364,0.182574
 13|0.240122,29.139271,7.134626|0.243378,29.135147,7.234262,0.864853,2.882842,0.182574|0.243374,29.135145,7.234142,0.864855,2.882851,0.182574
 14|0.260132,28.990682,7.716240|0.263375,28.986237,7.815814,1.013763,3.379211,0.182574|0.263371,28.986233,7.815672,1.013767,3.379222,0.182574
 15|0.280142,28.830485,8.294764|0.283371,28.825720,8.394271,1.174280,3.914266,0.182574|0.283366,28.825716,8.394107,1.174284,3.914281,0.182574
 16|0.300152,28.658745,8.869967|0.303366,28.653662,8.969403,1.346338,4.487792,0.182574|0.303360,28.653657,8.969215,1.346343,4.487811,0.182574
 17|0.320162,28.475530,9.441619|0.323360,28.470132,9.540979,1.529868,5.099560,0.182574|0.323353,28.470125,9.540764,1.529875,5.099584,0.182574
 18|0.340172,28.280914,10.009490|0.343353,28.275202,10.108770,1.724798,5.749326,0.182574|0.343345,28.275194,10.108527,1.724806,5.749354,0.182574
 19|0.360183,28.074975,10.573354|0.363345,28.068952,10.672548,1.931048,6.436828,0.182574|0.363336,28.068941,10.672276,1.931059,6.436862,0.182574
 20|0.380193,27.857794,11.132984|0.383335,27.851463,11.232089,2.148537,7.161791,0.182574|0.383326,27.851451,11.231785,2.148549,7.161832,0.182574
 21|0.400203,27.629459,11.688156|0.403325,27.622822,11.787167,2.377178,7.923926,0.182574|0.403315,27.622808,11.786830,2.377192,7.923973,0.182574
 22|0.420213,27.390062,12.238649|0.423314,27.383122,12.337562,2.616878,8.722927,0.182574|0.423303,27.383105,12.337189,2.616895,8.722982,0.182574
 23|0.440223,27.139697,12.784241|0.443302,27.132458,12.883051,2.867542,9.558474,0.182574|0.443290,27.132439,12.882642,2.867561,9.558537,0.182574
 24|0.460233,26.878467,13.324715|0.463289,26.870930,13.423418,3.129070,10.430232,0.182574|0.463276,26.870909,13.422971,3.129091,10.430304,0.182574
 25|0.480243,26.606474,13.859853|0.483275,26.598644,13.958446,3.401356,11.337853,0.182574|0.483261,26.598620,13.957958,3.401380,11.337935,0.182574
 26|0.500254,26.323828,14.389443|0.503260,26.315708,14.487920,3.684292,12.280973,0.182574|0.503245,26.315680,14.487390,3.684320,12.281065,0.182574
 27|0.520264,26.030643,14.913270|0.523244,26.022236,15.011629,3.977764,13.259214,0.182574|0.523228,26.022205,15.011055,3.977795,13.259318,0.182574
 28|0.540274,25.727035,15.431127|0.543227,25.718344,15.529363,4.281656,14.272185,0.182574|0.543210,25.718310,15.528743,4.281690,14.272301,0.182574
 29|0.560284,25.413126,15.942805|0.563209,25.404156,16.040914,4.595844,15.319480,0.182574|0.563191,25.404117,16.040246,4.595883,15.319609,0.182574
 30|0.580294,25.089042,16.448100|0.583190,25.079796,16.546078,4.920204,16.400681,0.182574|0.583171,25.079753,16.545361,4.920247,16.400822,0.182574
 31|0.600304,24.754912,16.946809|0.603170,24.745394,17.044653,5.254606,17.515353,0.182574|0.603150,24.745347,17.043884,5.254653,17.515508,0.182574
 32|0.620314,24.410871,17.438732|0.623150,24.401085,17.536439,5.598915,18.663051,0.182574|0.623128,24.401034,17.535617,5.598966,18.663221,0.182574
 33|0.640325,24.057056,17.923674|0.643128,24.047006,18.021239,5.952994,19.843315,0.182574|0.643106,24.046950,18.020361,5.953050,19.843500,0.182574
 34|0.660335,23.693608,18.401438|0.663106,23.683298,18.498859,6.316702,21.055672,0.182574|0.663082,23.683238,18.497924,6.316762,21.055874,0.182574
 35|0.680345,23.320674,18.871835|0.683082,23.310108,18.969109,6.689892,22.299638,0.182574|0.683058,23.310043,18.968114,6.689957,22.299856,0.182574
 36|0.700355,22.938402,19.334676|0.703058,22.927586,19.431798,7.072414,23.574715,0.182574|0.703033,22.927515,19.430743,7.072485,23.574949,0.182574
 37|0.720365,22.546946,19.789775|0.723033,22.535883,19.886743,7.464117,24.880390,0.182574|0.723007,22.535807,19.885625,7.464193,24.880642,0.182574
 38|0.740375,22.146463,20.236951|0.743007,22.135157,20.333762,7.864843,26.216143,0.182574|0.742980,22.135076,20.332578,7.864924,26.216413,0.182574
 39|0.760385,21.737112,20.676024|0.762980,21.725568,20.772675,8.274432,27.581438,0.182574|0.762952,21.725482,20.771424,8.274518,27.581726,0.182574
 40|0.780396,21.319057,21.106819|0.782952,21.307281,21.203306,8.692719,28.975729,0.182574|0.782923,21.307189,21.201987,8.692811,28.976035,0.182574
 41|0.800406,20.892467,21.529162|0.802924,20.880463,21.625484,9.119537,30.398457,0.182574|0.802894,20.880365,21.624093,9.119635,30.398782,0.182574
 42|0.820416,20.457512,21.942885|0.822895,20.445284,22.039038,9.554716,31.849053,0.182574|0.822864,20.445181,22.037575,9.554819,31.849397,0.182574
 43|0.840426,20.014365,22.347823|0.842864,20.001919,22.443805,9.998081,33.326936,0.182574|0.842833,20.001810,22.442267,9.998190,33.327299,0.182574
 44|0.860436,19.563205,22.743813|0.862834,19.550546,22.839621,10.449454,34.831514,0.182574|0.862802,19.550431,22.838007,10.449569,34.831896,0.182574
 45|0.880446,19.104212,23.130696|0.882802,19.091344,23.226329,10.908656,36.362186,0.182574|0.882769,19.091224,23.224635,10.908776,36.362587,0.182574
 46|0.900456,18.637570,23.508318|0.902769,18.624499,23.603772,11.375501,37.918337,0.182574|0.902736,18.624373,23.601998,11.375627,37.918758,0.182574
 47|0.920467,18.163465,23.876527|0.922736,18.150196,23.971802,11.849804,39.499346,0.182574|0.922703,18.150064,23.969945,11.849936,39.499785,0.182574
 48|0.940477,17.682088,24.235176|0.942702,17.668626,24.330269,12.331374,41.104580,0.182574|0.942668,17.668489,24.328327,12.331511,41.105037,0.182574
 49|0.960487,17.193631,24.584122|0.962668,17.179982,24.679030,12.820018,42.733394,0.182574|0.962633,17.179839,24.677002,12.820161,42.733870,0.182574
 50|0.980497,16.698290,24.923224|0.982632,16.684458,25.017947,13.315542,44.385139,0.182574|0.982598,16.684310,25.015830,13.315690,44.385632,0.182574
 51|1.000507,16.196263,25.252348|1.002596,16.182255,25.346883,13.817745,46.059152,0.182574|1.002561,16.182101,25.344675,13.817899,46.059662,0.182574
 52|1.020517,15.687751,25.571360|1.022560,15.673571,25.665706,14.326429,47.754762,0.182574|1.022524,15.673413,25.663405,14.326587,47.755290,0.182574
 53|1.040528,15.172958,25.880134|1.042522,15.158612,25.974289,14.841388,49.471293,0.182574|1.042487,15.158449,25.971894,14.841551,49.471836,0.182574
 54|1.060538,14.652090,26.178546|1.062484,14.637583,26.272509,15.362417,51.208055,0.182574|1.062449,14.637416,26.270017,15.362584,51.208613,0.182574
 55|1.080548,14.125355,26.466476|1.082446,14.110694,26.560245,15.889306,52.964355,0.182574|1.082410,14.110522,26.557655,15.889478,52.964927,0.182574
 56|1.100558,13.592964,26.743809|1.102407,13.578154,26.837384,16.421846,54.739488,0.182574|1.102371,13.577978,26.834693,16.422022,54.740073,0.182574
 57|1.120568,13.055131,27.010434|1.122367,13.040177,27.103813,16.959823,56.532744,0.182574|1.122332,13.039998,27.101020,16.960002,56.533341,0.182574
 58|1.140578,12.512071,27.266244|1.142326,12.496978,27.359426,17.503022,58.343405,0.182574|1.142292,12.496796,27.356529,17.503204,58.344013,0.182574
 59|1.160588,11.964001,27.511137|1.162285,11.948776,27.604122,18.051224,60.170747,0.182574|1.162251,11.948591,27.601119,18.051409,60.171364,0.182574
 60|1.180599,11.411141,27.745015|1.182244,11.395789,27.837801,18.604211,62.014038,0.182574|1.182210,11.395601,27.834690,18.604399,62.014663,0.182574
 61|1.200609,10.853712,27.967784|1.202202,10.838238,28.060371,19.161762,63.872540,0.182574|1.202169,10.838049,28.057150,19.161951,63.873170,0.182574
 62|1.220619,10.291937,28.179355|1.222159,10.276347,28.271742,19.723653,65.745509,0.182574|1.222127,10.276157,28.268410,19.723843,65.746143,0.182574
 63|1.240629,9.726041,28.379643|1.242116,9.710342,28.471830,20.289658,67.632194,0.182574|1.242085,9.710151,28.468384,20.289849,67.632831,0.182574
 64|1.260639,9.156251,28.568568|1.262073,9.140447,28.660555,20.859553,69.531842,0.182574|1.262043,9.140256,28.656994,20.859744,69.532479,0.182574
 65|1.280649,8.582795,28.746054|1.282029,8.566893,28.837841,21.433107,71.443691,0.182574|1.282000,8.566702,28.834163,21.433298,71.444326,0.182574
