cycle 1
3.750000,0.000000,0.000000,0.000000|3.750000,0.000000,0.000000,0.000000
3.749911,0.028867,0.007698,0.000111|3.749911,0.028867,0.007698,0.000111
3.749644,0.057733,0.015396,0.000444|3.749644,0.057733,0.015396,0.000444
3.749200,0.086597,0.023093,0.001000|3.749200,0.086596,0.023093,0.001000
3.748578,0.115456,0.030790,0.001778|3.748578,0.115455,0.030790,0.001778
3.747778,0.144311,0.038487,0.002777|3.747778,0.144309,0.038486,0.002777
3.746801,0.173159,0.046182,0.003999|3.746801,0.173156,0.046181,0.003999
3.745646,0.202000,0.053877,0.005443|3.745646,0.201994,0.053876,0.005443
3.744313,0.230831,0.061571,0.007108|3.744314,0.230823,0.061568,0.007108
3.742803,0.259653,0.069263,0.008996|3.742804,0.259641,0.069260,0.008995
3.741116,0.288462,0.076954,0.011105|3.741117,0.288447,0.076950,0.011103
3.739252,0.317260,0.084643,0.013435|3.739253,0.317239,0.084638,0.013433
3.737211,0.346043,0.092331,0.015987|3.737213,0.346016,0.092324,0.015984
3.734993,0.374810,0.100016,0.018759|3.734995,0.374777,0.100007,0.018756
3.732598,0.403562,0.107700,0.021753|3.732601,0.403520,0.107689,0.021748
3.730026,0.432295,0.115381,0.024967|3.730031,0.432244,0.115368,0.024961
3.727279,0.461010,0.123060,0.028402|3.727285,0.460948,0.123044,0.028394
3.724355,0.489704,0.130737,0.032057|3.724362,0.489630,0.130717,0.032047
3.721255,0.518376,0.138411,0.035932|3.721264,0.518288,0.138387,0.035920
3.717979,0.547026,0.146082,0.040026|3.717991,0.546923,0.146054,0.040011
3.714528,0.575651,0.153750,0.044341|3.714542,0.575531,0.153718,0.044322
3.710901,0.604252,0.161415,0.048874|3.710919,0.604113,0.161378,0.048851
3.707099,0.632825,0.169077,0.053626|3.707121,0.632666,0.169034,0.053599
3.703123,0.661371,0.176735,0.058596|3.703149,0.661189,0.176686,0.058564
3.698972,0.689888,0.184389,0.063785|3.699003,0.689681,0.184334,0.063746
