cycle 1
5.000000,0.000000,0.000000,0.000000|5.000000,0.000000,0.000000,0.000000
4.999950,0.022361,0.004472,0.000050|4.999950,0.022361,0.004472,0.000050
4.999800,0.044721,0.008944,0.000200|4.999800,0.044721,0.008944,0.000200
4.999550,0.067080,0.013416,0.000450|4.999550,0.067080,0.013416,0.000450
4.999200,0.089438,0.017889,0.000800|4.999200,0.089438,0.017889,0.000800
4.998750,0.111794,0.022361,0.001250|4.998750,0.111794,0.022361,0.001250
4.998200,0.134148,0.026833,0.001800|4.998200,0.134148,0.026833,0.001800
4.997550,0.156499,0.031305,0.002450|4.997550,0.156499,0.031305,0.002450
4.996800,0.178847,0.035777,0.003200|4.996800,0.178847,0.035777,0.003200
4.995951,0.201192,0.040249,0.004049|4.995951,0.201192,0.040249,0.004049
4.995001,0.223532,0.044721,0.004999|4.995001,0.223532,0.044721,0.004999
4.993951,0.245868,0.049193,0.006049|4.993951,0.245868,0.049193,0.006049
4.992802,0.268199,0.053666,0.007198|4.992802,0.268199,0.053666,0.007198
4.991552,0.290525,0.058138,0.008448|4.991552,0.290525,0.058138,0.008448
4.990203,0.312845,0.062610,0.009797|4.990203,0.312845,0.062610,0.009797
4.988754,0.335159,0.067082,0.011246|4.988754,0.335159,0.067082,0.011246
4.987205,0.357466,0.071554,0.012795|4.987205,0.357466,0.071554,0.012795
4.985557,0.379765,0.076026,0.014443|4.985557,0.379765,0.076026,0.014443
4.983809,0.402058,0.080498,0.016191|4.983809,0.402058,0.080498,0.016191
4.981961,0.424342,0.084971,0.018039|4.981961,0.424342,0.084971,0.018039
4.980013,0.446618,0.089443,0.019987|4.980013,0.446618,0.089443,0.019987
4.977966,0.468884,0.093915,0.022034|4.977966,0.468884,0.093915,0.022034
4.975820,0.491142,0.098387,0.024180|4.975820,0.491142,0.098387,0.024180
4.973573,0.513389,0.102859,0.026427|4.973573,0.513389,0.102859,0.026427
4.971228,0.535627,0.107331,0.028772|4.971228,0.535627,0.107331,0.028772
4.968783,0.557853,0.111803,0.031217|4.968783,0.557853,0.111803,0.031217
4.966238,0.580069,0.116276,0.033762|4.966238,0.580069,0.116276,0.033762
4.963594,0.602272,0.120748,0.036406|4.963594,0.602272,0.120748,0.036406
4.960851,0.624464,0.125220,0.039149|4.960851,0.624464,0.125220,0.039149
4.958009,0.646643,0.129692,0.041991|4.958009,0.646643,0.129692,0.041991
4.955067,0.668810,0.134164,0.044933|4.955067,0.668810,0.134164,0.044933
4.952027,0.690963,0.138636,0.047973|4.952027,0.690963,0.138636,0.047973
4.948887,0.713102,0.143108,0.051113|4.948887,0.713102,0.143108,0.051113
4.945649,0.735227,0.147580,0.054351|4.945649,0.735227,0.147580,0.054351
4.942311,0.757337,0.152053,0.057689|4.942311,0.757337,0.152053,0.057689
4.938875,0.779432,0.156525,0.061125|4.938875,0.779432,0.156525,0.061125
4.935340,0.801511,0.160997,0.064660|4.935340,0.801511,0.160997,0.064660
4.931706,0.823575,0.165469,0.068294|4.931706,0.823575,0.165469,0.068294
4.927974,0.845622,0.169941,0.072026|4.927974,0.845622,0.169941,0.072026
4.924143,0.867652,0.174413,0.075857|4.924143,0.867652,0.174413,0.075857
4.920213,0.889665,0.178885,0.079787|4.920213,0.889665,0.178885,0.079787
4.916185,0.911659,0.183358,0.083815|4.916185,0.911659,0.183358,0.083815
4.912059,0.933636,0.187830,0.087941|4.912059,0.933636,0.187830,0.087941
4.907835,0.955594,0.192302,0.092165|4.907835,0.955594,0.192302,0.092165
4.903512,0.977533,0.196774,0.096488|4.903512,0.977533,0.196774,0.096488
4.899091,0.999452,0.201246,0.100909|4.899091,0.999452,0.201246,0.100909
4.894573,1.021352,0.205718,0.105427|4.894573,1.021352,0.205718,0.105427
4.889956,1.043231,0.210190,0.110044|4.889956,1.043231,0.210190,0.110044
4.885242,1.065089,0.214663,0.114758|4.885242,1.065089,0.214663,0.114758
4.880430,1.086925,0.219135,0.119570|4.880430,1.086925,0.219135,0.119570
4.875520,1.108740,0.223607,0.124480|4.875520,1.108740,0.223607,0.124480
4.870513,1.130533,0.228079,0.129487|4.870513,1.130533,0.228079,0.129487
4.865408,1.152303,0.232551,0.134592|4.865408,1.152303,0.232551,0.134592
4.860206,1.174051,0.237023,0.139794|4.860206,1.174051,0.237023,0.139794
4.854907,1.195774,0.241495,0.145093|4.854907,1.195774,0.241495,0.145093
4.849511,1.217474,0.245967,0.150489|4.849511,1.217474,0.245967,0.150489
4.844018,1.239149,0.250440,0.155982|4.844018,1.239149,0.250440,0.155982
4.838428,1.260800,0.254912,0.161572|4.838428,1.260800,0.254912,0.161572
4.832741,1.282425,0.259384,0.167259|4.832741,1.282425,0.259384,0.167259
4.826957,1.304025,0.263856,0.173043|4.826957,1.304025,0.263856,0.173043
4.821077,1.325599,0.268328,0.178923|4.821077,1.325599,0.268328,0.178923
