OneBody4_E-0.20_plotinterval0.001_ecc0.0_RK4.txt
initial value : [x, y, v_x, v_y] = [22.50,0.00,0.00,0.63] , numerical interval dt = 0.02000 , [M, m] = [ 9, 1]

num|given_position|geodesic|newtonian
num| degree1, x1, y1 | degree2, x2, y2, simple error, relative error, d(rho) | degree2, x2, y2, simple error, relative error, dt
  1|0.000000,22.500000,0.000000|0.000044,22.500000,0.001000,0.000000,0.000000,0.001581|0.000044,22.500000,0.001000,0.000000,0.000000,0.001581
  2|0.020010,22.495496,0.450198|0.020055,22.495496,0.451198,0.004504,0.020020,0.001581|0.020055,22.495496,0.451198,0.004504,0.020020,0.001581
  3|0.040020,22.481984,0.900216|0.040065,22.481984,0.901216,0.018016,0.080071,0.001581|0.040065,22.481984,0.901216,0.018016,0.080071,0.001581
  4|0.060030,22.459471,1.349874|0.060075,22.459471,1.350874,0.040529,0.180129,0.001581|0.060075,22.459471,1.350874,0.040529,0.180129,0.001581
  5|0.080041,22.427965,1.798991|0.080085,22.427965,1.799991,0.072035,0.320155,0.001581|0.080085,22.427965,1.799991,0.072035,0.320155,0.001581
  6|0.100051,22.387480,2.247387|0.100095,22.387480,2.248387,0.112520,0.500091,0.001581|0.100095,22.387480,2.248387,0.112520,0.500091,0.001581
  7|0.120061,22.338030,2.694884|0.120105,22.338030,2.695884,0.161970,0.719867,0.001581|0.120105,22.338030,2.695884,0.161970,0.719867,0.001581
  8|0.140071,22.279637,3.141302|0.140115,22.279637,3.142302,0.220363,0.979393,0.001581|0.140115,22.279637,3.142302,0.220363,0.979393,0.001581
  9|0.160081,22.212323,3.586462|0.160125,22.212323,3.587462,0.287677,1.278567,0.001581|0.160125,22.212323,3.587462,0.287677,1.278567,0.001581
 10|0.180091,22.136115,4.030186|0.180135,22.136115,4.031186,0.363885,1.617268,0.001581|0.180135,22.136115,4.031186,0.363885,1.617268,0.001581
 11|0.200101,22.051044,4.472297|0.200145,22.051044,4.473297,0.448956,1.995360,0.001581|0.200145,22.051044,4.473297,0.448956,1.995360,0.001581
 12|0.220112,21.957145,4.912617|0.220155,21.957144,4.913617,0.542856,2.412693,0.001581|0.220155,21.957144,4.913617,0.542856,2.412693,0.001581
 13|0.240122,21.854453,5.350970|0.240165,21.854453,5.351969,0.645547,2.869099,0.001581|0.240165,21.854453,5.351969,0.645547,2.869099,0.001581
 14|0.260132,21.743012,5.787180|0.260175,21.743011,5.788180,0.756989,3.364396,0.001581|0.260175,21.743011,5.788180,0.756989,3.364396,0.001581
 15|0.280142,21.622864,6.221073|0.280185,21.622863,6.222073,0.877137,3.898385,0.001581|0.280185,21.622863,6.222073,0.877137,3.898385,0.001581
