OneBody4_E-0.20_plotinterval0.050_ecc0.0_RK4.txt
initial value : [x, y, v_x, v_y] = [22.50,0.00,0.00,0.63] , numerical interval dt = 0.02000 , [M, m] = [ 9, 1]

num|given_position|geodesic|newtonian
num| degree1, x1, y1 | degree2, x2, y2, simple error, relative error, d(rho) | degree2, x2, y2, simple error, relative error, dt
  1|0.000000,22.500000,0.000000|0.002222,22.499944,0.050000,0.000056,0.000247,0.079057|0.002222,22.499944,0.050000,0.000056,0.000247,0.079057
  2|0.020010,22.495496,0.450198|0.022232,22.495329,0.500197,0.004671,0.020760,0.079057|0.022232,22.495329,0.500197,0.004671,0.020760,0.079057
  3|0.040020,22.481984,0.900216|0.042241,22.481706,0.950213,0.018294,0.081305,0.079057|0.042241,22.481706,0.950211,0.018294,0.081305,0.079057
  4|0.060030,22.459471,1.349874|0.062249,22.459082,1.399867,0.040918,0.181856,0.079057|0.062249,22.459082,1.399863,0.040918,0.181856,0.079057
  5|0.080041,22.427965,1.798991|0.082257,22.427466,1.848979,0.072534,0.322374,0.079057|0.082256,22.427466,1.848972,0.072534,0.322374,0.079057
  6|0.100051,22.387480,2.247387|0.102263,22.386870,2.297369,0.113130,0.502802,0.079057|0.102263,22.386870,2.297359,0.113130,0.502801,0.079057
  7|0.120061,22.338030,2.694884|0.122269,22.337310,2.744858,0.162690,0.723068,0.079057|0.122269,22.337310,2.744844,0.162690,0.723067,0.079057
  8|0.140071,22.279637,3.141302|0.142274,22.278806,3.191266,0.221194,0.983083,0.079057|0.142274,22.278806,3.191247,0.221194,0.983083,0.079057
  9|0.160081,22.212323,3.586462|0.162279,22.211382,3.636416,0.288618,1.282745,0.079057|0.162278,22.211382,3.636390,0.288618,1.282745,0.079057
 10|0.180091,22.136115,4.030186|0.182283,22.135065,4.080127,0.364935,1.621932,0.079057|0.182281,22.135065,4.080095,0.364935,1.621932,0.079057
 11|0.200101,22.051044,4.472297|0.202286,22.049886,4.522224,0.450114,2.000509,0.079057|0.202284,22.049886,4.522185,0.450114,2.000509,0.079057
 12|0.220112,21.957145,4.912617|0.222288,21.955877,4.962529,0.544123,2.418324,0.079057|0.222286,21.955877,4.962481,0.544123,2.418324,0.079057
 13|0.240122,21.854453,5.350970|0.242289,21.853078,5.400866,0.646922,2.875210,0.079057|0.242287,21.853078,5.400809,0.646922,2.875211,0.079057
 14|0.260132,21.743012,5.787180|0.262290,21.741529,5.837058,0.758471,3.370984,0.079057|0.262287,21.741528,5.836991,0.758472,3.370985,0.079057
 15|0.280142,21.622864,6.221073|0.282290,21.621274,6.270932,0.878726,3.905448,0.079057|0.282287,21.621274,6.270855,0.878726,3.905449,0.079057
 16|0.300152,21.494059,6.652475|0.302289,21.492363,6.702314,1.007637,4.478387,0.079057|0.302285,21.492362,6.702225,1.007638,4.478389,0.079057
 17|0.320162,21.356648,7.081214|0.322288,21.354846,7.131031,1.145154,5.089573,0.079057|0.322284,21.354846,7.130930,1.145154,5.089575,0.079057
 18|0.340172,21.210686,7.507118|0.342286,21.208779,7.556911,1.291221,5.738760,0.079057|0.342281,21.208778,7.556797,1.291222,5.738762,0.079057
 19|0.360183,21.056231,7.930015|0.362283,21.054220,7.979785,1.445780,6.425688,0.079057|0.362277,21.054219,7.979657,1.445781,6.425692,0.079057
 20|0.380193,20.893345,8.349738|0.382279,20.891231,8.399481,1.608769,7.150083,0.079057|0.382273,20.891230,8.399339,1.608770,7.150087,0.079057
 21|0.400203,20.722094,8.766117|0.402275,20.719878,8.815834,1.780122,7.911654,0.079057|0.402268,20.719877,8.815676,1.780123,7.911659,0.079057
 22|0.420213,20.542546,9.178987|0.422270,20.540228,9.228675,1.959772,8.710097,0.079057|0.422263,20.540227,9.228501,1.959773,8.710103,0.079057
 23|0.440223,20.354773,9.588181|0.442264,20.352354,9.637840,2.147646,9.545091,0.079057|0.442256,20.352353,9.637649,2.147647,9.545098,0.079057
 24|0.460233,20.158850,9.993536|0.462257,20.156332,10.043164,2.343668,10.416303,0.079057|0.462249,20.156330,10.042956,2.343670,10.416311,0.079057
 25|0.480243,19.954856,10.394890|0.482250,19.952239,10.444486,2.547761,11.323384,0.079057|0.482241,19.952237,10.444260,2.547763,11.323393,0.079057
 26|0.500254,19.742871,10.792082|0.502242,19.740157,10.841645,2.759843,12.265970,0.079057|0.502233,19.740154,10.841399,2.759846,12.265980,0.079057
 27|0.520264,19.522982,11.184953|0.522234,19.520171,11.234481,2.979829,13.243684,0.079057|0.522224,19.520168,11.234216,2.979832,13.243696,0.079057
 28|0.540274,19.295276,11.573345|0.542225,19.292370,11.622838,3.207630,14.256135,0.079057|0.542214,19.292367,11.622552,3.207633,14.256148,0.079057
 29|0.560284,19.059844,11.957104|0.562215,19.056844,12.006560,3.443156,15.302917,0.079057|0.562203,19.056841,12.006252,3.443159,15.302931,0.079057
 30|0.580294,18.816781,12.336075|0.582204,18.813688,12.385494,3.686312,16.383611,0.079057|0.582192,18.813684,12.385163,3.686316,16.383626,0.079057
