OneBody4_E-0.15_plotinterval0.010_ecc0.0_RK4.txt
initial value : [x, y, v_x, v_y] = [30.00,0.00,0.00,0.55] , numerical interval dt = 0.02000 , [M, m] = [ 9, 1]

num|given_position|geodesic|newtonian
num| degree1, x1, y1 | degree2, x2, y2, simple error, relative error, d(rho) | degree2, x2, y2, simple error, relative error, dt
  1|0.000000,30.000000,0.000000|0.000333,29.999998,0.010000,0.000002,0.000006,0.018257|0.000333,29.999998,0.010000,0.000002,0.000006,0.018257
  2|0.020010,29.993994,0.600264|0.020343,29.993989,0.610264,0.006011,0.020036,0.018257|0.020343,29.993989,0.610264,0.006011,0.020036,0.018257
  3|0.040020,29.975979,1.200288|0.040353,29.975971,1.210288,0.024029,0.080098,0.018257|0.040353,29.975971,1.210288,0.024029,0.080098,0.018257
  4|0.060030,29.945961,1.799832|0.060363,29.945950,1.809831,0.054050,0.180167,0.018257|0.060363,29.945950,1.809831,0.054050,0.180167,0.018257
  5|0.080041,29.903954,2.398654|0.080373,29.903939,2.408654,0.096061,0.320204,0.018257|0.080373,29.903939,2.408654,0.096061,0.320204,0.018257
  6|0.100051,29.849973,2.996517|0.100382,29.849955,3.006516,0.150045,0.500151,0.018257|0.100382,29.849955,3.006516,0.150045,0.500151,0.018257
  7|0.120061,29.784040,3.593179|0.120392,29.784019,3.603178,0.215981,0.719937,0.018257|0.120392,29.784019,3.603178,0.215981,0.719937,0.018257
  8|0.140071,29.706183,4.188403|0.140401,29.706158,4.198402,0.293842,0.979475,0.018257|0.140401,29.706158,4.198401,0.293842,0.979475,0.018257
  9|0.160081,29.616431,4.781950|0.160410,29.616402,4.791948,0.383598,1.278659,0.018257|0.160410,29.616402,4.791948,0.383598,1.278659,0.018257
 10|0.180091,29.514820,5.373582|0.180419,29.514789,5.383580,0.485211,1.617371,0.018257|0.180419,29.514789,5.383579,0.485211,1.617371,0.018257
 11|0.200101,29.401393,5.963063|0.200428,29.401358,5.973060,0.598642,1.995474,0.018257|0.200428,29.401358,5.973059,0.598642,1.995474,0.018257
 12|0.220112,29.276193,6.550156|0.220437,29.276155,6.560153,0.723845,2.412818,0.018257|0.220437,29.276155,6.560152,0.723845,2.412818,0.018257
 13|0.240122,29.139271,7.134626|0.240446,29.139230,7.144623,0.860770,2.869234,0.018257|0.240446,29.139230,7.144621,0.860770,2.869234,0.018257
 14|0.260132,28.990682,7.716240|0.260454,28.990638,7.726236,1.009362,3.364542,0.018257|0.260454,28.990638,7.726234,1.009362,3.364542,0.018257
 15|0.280142,28.830485,8.294764|0.280463,28.830438,8.304759,1.169562,3.898541,0.018257|0.280463,28.830438,8.304758,1.169562,3.898541,0.018257
 16|0.300152,28.658745,8.869967|0.300471,28.658694,8.879962,1.341306,4.471019,0.018257|0.300471,28.658694,8.879960,1.341306,4.471019,0.018257
 17|0.320162,28.475530,9.441619|0.320479,28.475476,9.451613,1.524524,5.081745,0.018257|0.320479,28.475476,9.451610,1.524524,5.081745,0.018257
 18|0.340172,28.280914,10.009490|0.340487,28.280857,10.019483,1.719143,5.730477,0.018257|0.340487,28.280857,10.019480,1.719143,5.730477,0.018257
 19|0.360183,28.074975,10.573354|0.360495,28.074914,10.583346,1.925086,6.416953,0.018257|0.360495,28.074914,10.583343,1.925086,6.416953,0.018257
 20|0.380193,27.857794,11.132984|0.380503,27.857730,11.142975,2.142270,7.140899,0.018257|0.380503,27.857730,11.142972,2.142270,7.140899,0.018257
 21|0.400203,27.629459,11.688156|0.400510,27.629392,11.698147,2.370608,7.902025,0.018257|0.400510,27.629392,11.698143,2.370608,7.902025,0.018257
 22|0.420213,27.390062,12.238649|0.420518,27.389992,12.248639,2.610008,8.700027,0.018257|0.420518,27.389992,12.248634,2.610008,8.700027,0.018257
 23|0.440223,27.139697,12.784241|0.440525,27.139625,12.794230,2.860375,9.534584,0.018257|0.440525,27.139625,12.794225,2.860375,9.534584,0.018257
 24|0.460233,26.878467,13.324715|0.460533,26.878391,13.334703,3.121609,10.405363,0.018257|0.460533,26.878391,13.334697,3.121609,10.405363,0.018257
 25|0.480243,26.606474,13.859853|0.480540,26.606396,13.869840,3.393604,11.312015,0.018257|0.480540,26.606395,13.869835,3.393605,11.312015,0.018257
 26|0.500254,26.323828,14.389443|0.500547,26.323747,14.399428,3.676253,12.254177,0.018257|0.500547,26.323747,14.399422,3.676253,12.254177,0.018257
 27|0.520264,26.030643,14.913270|0.520554,26.030558,14.923255,3.969442,13.231472,0.018257|0.520554,26.030558,14.923248,3.969442,13.231472,0.018257
 28|0.540274,25.727035,15.431127|0.540561,25.726948,15.441110,4.273052,14.243508,0.018257|0.540561,25.726948,15.441103,4.273052,14.243508,0.018257
 29|0.560284,25.413126,15.942805|0.560567,25.413036,15.952787,4.586964,15.289881,0.018257|0.560567,25.413036,15.952779,4.586964,15.289881,0.018257
 30|0.580294,25.089042,16.448100|0.580574,25.088949,16.458080,4.911051,16.370170,0.018257|0.580574,25.088949,16.458072,4.911051,16.370171,0.018257
 31|0.600304,24.754912,16.946809|0.600581,24.754816,16.956788,5.245184,17.483945,0.018257|0.600580,24.754816,16.956779,5.245184,17.483945,0.018257
 32|0.620314,24.410871,17.438732|0.620587,24.410772,17.448710,5.589228,18.630758,0.018257|0.620587,24.410772,17.448701,5.589228,18.630759,0.018257
 33|0.640325,24.057056,17.923674|0.640593,24.056955,17.933650,5.943045,19.810151,0.018257|0.640593,24.056954,17.933641,5.943046,19.810152,0.018257
 34|0.660335,23.693608,18.401438|0.660599,23.693504,18.411414,6.306496,21.021652,0.018257|0.660599,23.693504,18.411403,6.306496,21.021652,0.018257
 35|0.680345,23.320674,18.871835|0.680606,23.320568,18.881809,6.679432,22.264775,0.018257|0.680605,23.320568,18.881798,6.679432,22.264775,0.018257
 36|0.700355,22.938402,19.334676|0.700612,22.938293,19.344649,7.061707,23.539022,0.018257|0.700611,22.938293,19.344637,7.061707,23.539022,0.018257
 37|0.720365,22.546946,19.789775|0.720617,22.546835,19.799746,7.453165,24.843884,0.018257|0.720617,22.546835,19.799734,7.453165,24.843884,0.018257
 38|0.740375,22.146463,20.236951|0.740623,22.146349,20.246921,7.853651,26.178838,0.018257|0.740623,22.146349,20.246908,7.853651,26.178838,0.018257
 39|0.760385,21.737112,20.676024|0.760629,21.736995,20.685992,8.263005,27.543349,0.018257|0.760629,21.736995,20.685978,8.263005,27.543349,0.018257
 40|0.780396,21.319057,21.106819|0.780634,21.318939,21.116785,8.681061,28.936871,0.018257|0.780634,21.318939,21.116770,8.681061,28.936872,0.018257
 41|0.800406,20.892467,21.529162|0.800640,20.892346,21.539127,9.107654,30.358847,0.018257|0.800640,20.892346,21.539111,9.107654,30.358847,0.018257
 42|0.820416,20.457512,21.942885|0.820645,20.457388,21.952848,9.542612,31.808706,0.018257|0.820645,20.457388,21.952832,9.542612,31.808706,0.018257
 43|0.840426,20.014365,22.347823|0.840651,20.014239,22.357784,9.985761,33.285868,0.018257|0.840650,20.014239,22.357767,9.985761,33.285869,0.018257
