OneBody4_E-0.25_plotinterval0.010_ecc0.0_RK4.txt
initial value : [x, y, v_x, v_y] = [18.00,0.00,0.00,0.71] , numerical interval dt = 0.02000 , [M, m] = [ 9, 1]

num|given_position|geodesic|newtonian
num| degree1, x1, y1 | degree2, x2, y2, simple error, relative error, d(rho) | degree2, x2, y2, simple error, relative error, dt
  1|0.000000,18.000000,0.000000|0.000556,17.999997,0.010000,0.000003,0.000015,0.014142|0.000556,17.999997,0.010000,0.000003,0.000015,0.014142
  2|0.020010,17.996396,0.360159|0.020566,17.996388,0.370159,0.003612,0.020066,0.014142|0.020566,17.996388,0.370159,0.003612,0.020066,0.014142
  3|0.040020,17.985587,0.720173|0.040575,17.985573,0.730173,0.014427,0.080148,0.014142|0.040575,17.985573,0.730173,0.014427,0.080148,0.014142
  4|0.060030,17.967577,1.079899|0.060585,17.967557,1.089899,0.032443,0.180237,0.014142|0.060585,17.967557,1.089898,0.032443,0.180237,0.014142
  5|0.080041,17.942372,1.439193|0.080594,17.942347,1.449192,0.057653,0.320292,0.014142|0.080594,17.942347,1.449192,0.057653,0.320292,0.014142
  6|0.100051,17.909984,1.797910|0.100604,17.909953,1.807909,0.090047,0.500259,0.014142|0.100604,17.909953,1.807909,0.090047,0.500259,0.014142
  7|0.120061,17.870424,2.155907|0.120613,17.870388,2.165906,0.129612,0.720065,0.014142|0.120613,17.870388,2.165905,0.129612,0.720065,0.014142
  8|0.140071,17.823710,2.513042|0.140621,17.823668,2.523040,0.176332,0.979622,0.014142|0.140621,17.823668,2.523039,0.176332,0.979622,0.014142
  9|0.160081,17.769858,2.869170|0.160630,17.769811,2.879168,0.230189,1.278826,0.014142|0.160630,17.769811,2.879166,0.230189,1.278826,0.014142
 10|0.180091,17.708892,3.224149|0.180638,17.708840,3.234147,0.291160,1.617557,0.014142|0.180638,17.708840,3.234145,0.291160,1.617557,0.014142
 11|0.200101,17.640836,3.577838|0.200646,17.640778,3.587835,0.359222,1.995680,0.014142|0.200646,17.640778,3.587832,0.359222,1.995680,0.014142
 12|0.220112,17.565716,3.930093|0.220654,17.565652,3.940090,0.434348,2.413043,0.014142|0.220654,17.565652,3.940087,0.434348,2.413043,0.014142
 13|0.240122,17.483563,4.280776|0.240662,17.483494,4.290771,0.516506,2.869479,0.014142|0.240662,17.483494,4.290768,0.516506,2.869479,0.014142
 14|0.260132,17.394409,4.629744|0.260669,17.394335,4.639739,0.605665,3.364805,0.014142|0.260669,17.394335,4.639735,0.605665,3.364805,0.014142
 15|0.280142,17.298291,4.976858|0.280677,17.298212,4.986853,0.701788,3.898824,0.014142|0.280676,17.298212,4.986848,0.701788,3.898824,0.014142
 16|0.300152,17.195247,5.321980|0.300684,17.195162,5.331974,0.804838,4.471320,0.014142|0.300684,17.195162,5.331968,0.804838,4.471320,0.014142
 17|0.320162,17.085318,5.664971|0.320691,17.085228,5.674964,0.914772,5.082066,0.014142|0.320690,17.085228,5.674957,0.914772,5.082066,0.014142
 18|0.340172,16.968549,6.005694|0.340697,16.968453,6.015686,1.031547,5.730816,0.014142|0.340697,16.968453,6.015678,1.031547,5.730816,0.014142
 19|0.360183,16.844985,6.344012|0.360704,16.844884,6.354003,1.155116,6.417311,0.014142|0.360703,16.844884,6.353994,1.155116,6.417311,0.014142
 20|0.380193,16.714676,6.679790|0.380710,16.714570,6.689780,1.285430,7.141275,0.014142|0.380710,16.714570,6.689770,1.285430,7.141275,0.014142
 21|0.400203,16.577675,7.012894|0.400716,16.577564,7.022882,1.422436,7.902420,0.014142|0.400716,16.577564,7.022872,1.422436,7.902419,0.014142
 22|0.420213,16.434037,7.343189|0.420722,16.433921,7.353177,1.566079,8.700439,0.014142|0.420722,16.433921,7.353165,1.566079,8.700439,0.014142
 23|0.440223,16.283818,7.670545|0.440728,16.283697,7.680531,1.716303,9.535015,0.014142|0.440727,16.283697,7.680518,1.716303,9.535014,0.014142
 24|0.460233,16.127080,7.994829|0.460733,16.126954,8.004814,1.873046,10.405811,0.014142|0.460733,16.126954,8.004800,1.873046,10.405811,0.014142
 25|0.480243,15.963884,8.315912|0.480739,15.963753,8.325896,2.036247,11.312481,0.014142|0.480738,15.963753,8.325881,2.036247,11.312481,0.014142
 26|0.500254,15.794297,8.633666|0.500744,15.794161,8.643648,2.205839,12.254660,0.014142|0.500743,15.794161,8.643631,2.205839,12.254660,0.014142
 27|0.520264,15.618386,8.947962|0.520749,15.618245,8.957943,2.381755,13.231973,0.014142|0.520748,15.618245,8.957925,2.381755,13.231972,0.014142
 28|0.540274,15.436221,9.258676|0.540753,15.436075,9.268656,2.563925,14.244026,0.014142|0.540752,15.436075,9.268637,2.563925,14.244026,0.014142
 29|0.560284,15.247876,9.565683|0.560758,15.247725,9.575661,2.752275,15.290415,0.014142|0.560757,15.247725,9.575640,2.752275,15.290415,0.014142
 30|0.580294,15.053425,9.868860|0.580762,15.053270,9.878836,2.946730,16.370722,0.014142|0.580761,15.053270,9.878814,2.946730,16.370722,0.014142
 31|0.600304,14.852947,10.168085|0.600766,14.852788,10.178060,3.147212,17.484513,0.014142|0.600765,14.852788,10.178037,3.147212,17.484513,0.014142
 32|0.620314,14.646523,10.463239|0.620770,14.646358,10.473213,3.353642,18.631342,0.014142|0.620769,14.646358,10.473188,3.353642,18.631342,0.014142
 33|0.640325,14.434233,10.754204|0.640774,14.434065,10.764176,3.565935,19.810751,0.014142|0.640773,14.434065,10.764149,3.565935,19.810751,0.014142
 34|0.660335,14.216165,11.040863|0.660778,14.215992,11.050833,3.784008,21.022268,0.014142|0.660777,14.215992,11.050805,3.784008,21.022267,0.014142
 35|0.680345,13.992404,11.323101|0.680781,13.992227,11.333070,4.007773,22.265406,0.014142|0.680780,13.992227,11.333039,4.007773,22.265406,0.014142
 36|0.700355,13.763041,11.600806|0.700785,13.762860,11.610772,4.237140,23.539669,0.014142|0.700783,13.762860,11.610740,4.237140,23.539668,0.014142
